new gene ID	Cluster	cons phenotype
PBANKA_1222300	28	None
PBANKA_0800600	28	None
PBANKA_0107400	28	None
PBANKA_0411700	28	None
PBANKA_1101700	28	None
PBANKA_1450300	28	None
PBANKA_0901400	28	None
PBANKA_1240200	28	None
PBANKA_0206100	28	None
PBANKA_1401600	28	None
PBANKA_1116300	28	None
PBANKA_0101900	28	None
PBANKA_1232800	28	None
PBANKA_1322000	28	None
PBANKA_1123900	28	None
PBANKA_1127800	28	None
PBANKA_0410100	28	None
PBANKA_1303400	29	None
PBANKA_1425900	29	Male
PBANKA_0501200	29	None
PBANKA_1217100	29	None
PBANKA_0809400	29	None
PBANKA_1003600	29	None
PBANKA_0701300	29	None
PBANKA_1302300	29	None
PBANKA_0212300	30	None
PBANKA_0716700	30	None
PBANKA_1428100	30	None
PBANKA_1217700	30	Both
PBANKA_1214700	30	Female
PBANKA_1210900	30	None
PBANKA_1459200	30	None
PBANKA_0402400	30	None
PBANKA_1362100	30	None
PBANKA_1219700	30	None
PBANKA_1329600	30	None
PBANKA_0408400	30	None
PBANKA_1135900	30	None
PBANKA_1225100	30	None
PBANKA_1113800	30	None
PBANKA_1013300	30	None
PBANKA_0930100	30	None
PBANKA_0503000	30	None
PBANKA_1201100	30	None
PBANKA_0409400	31	None
PBANKA_1143200	31	None
PBANKA_0828000	31	Female
PBANKA_0819400	31	None
PBANKA_1358900	31	None
PBANKA_0505000	31	None
PBANKA_1457700	31	None
PBANKA_0921600	31	None
PBANKA_1407000	31	None
PBANKA_1232400	31	None
PBANKA_1447200	31	None
PBANKA_1203700	31	None
PBANKA_0510500	31	None
PBANKA_1014800	31	None
PBANKA_1306900	31	None
PBANKA_0902300	32	Female
PBANKA_1454800	32	Female
PBANKA_1418100	32	Female
PBANKA_1302700	32	Male
PBANKA_0413400	32	Male
PBANKA_1447900	32	Male
PBANKA_1434300	32	None
PBANKA_0102400	32	Male
PBANKA_1438700	33	None
PBANKA_1026200	33	None
PBANKA_0701600	33	None
PBANKA_1246600	33	None
PBANKA_1400400	33	None
PBANKA_1345800	33	None
PBANKA_0929000	33	None
PBANKA_0211400	33	None
PBANKA_1029100	33	None
PBANKA_0209900	33	None
PBANKA_1006900	33	None
PBANKA_0901800	33	None
PBANKA_0102200	33	Male
PBANKA_0410650	33	None
PBANKA_0406700	34	None
PBANKA_1431900	34	None
PBANKA_0800100	34	None
PBANKA_0623200	34	None
PBANKA_0714900	34	None
PBANKA_0308900	34	Female
PBANKA_0611400	34	None
PBANKA_0104300	34	None
PBANKA_0524800	34	None
PBANKA_1034400	34	None
PBANKA_0315900	34	None
PBANKA_0517200	34	None
PBANKA_1351200	34	None
PBANKA_0105300	35	Both
PBANKA_0503200	35	Female
PBANKA_0401700	35	None
PBANKA_1012100	35	None
PBANKA_1032200	35	None
PBANKA_0519900	35	None
PBANKA_1327900	35	None
PBANKA_1015300	35	None
PBANKA_0804900	35	None
PBANKA_1222000	35	None
PBANKA_0101600	35	None
PBANKA_0835700	35	None
PBANKA_1314200	35	None
PBANKA_1231600	35	Female
PBANKA_0519700	36	None
PBANKA_0414500	36	None
PBANKA_1441100	36	None
PBANKA_1108900	36	None
PBANKA_1012400	36	None
PBANKA_0919100	36	None
PBANKA_0618400	36	None
PBANKA_0109400	36	None
PBANKA_1337200	36	None
PBANKA_0930900	36	None
PBANKA_0905200	36	None
PBANKA_0207300	36	None
PBANKA_0712300	36	Female
PBANKA_0920100	36	None
PBANKA_1029700	36	None
PBANKA_1239600	36	None
PBANKA_1405200	36	None
PBANKA_1404400	36	None
PBANKA_1219600	36	None
PBANKA_0928700	36	None
PBANKA_0209600	36	None
PBANKA_0916400	36	None
PBANKA_0104600	36	None
PBANKA_1027300	36	None
PBANKA_1226700	36	None
PBANKA_1229600	36	None
PBANKA_0829400	37	Both
PBANKA_0616100	37	None
PBANKA_0306500	37	None
PBANKA_0514400	37	None
PBANKA_1038300	37	None
PBANKA_0908600	37	None
PBANKA_1234900	37	None
PBANKA_1023900	37	None
PBANKA_0517700	37	None
PBANKA_1241000	37	None
PBANKA_0405000	37	None
PBANKA_0916500	37	None
PBANKA_0821300	37	None
PBANKA_1216800	37	None
PBANKA_1208500	37	None
PBANKA_0301000	37	None
PBANKA_0418300	37	Male
PBANKA_1331800	37	None
PBANKA_1244300	37	None
PBANKA_1353300	37	None
PBANKA_0604700	37	None
PBANKA_0106000	37	None
PBANKA_0313300	37	None
PBANKA_0931000	37	None
PBANKA_0313800	37	None
PBANKA_0409800	37	None
PBANKA_1418500	37	None
PBANKA_1352600	37	None
PBANKA_0710100	37	None
PBANKA_1001500	38	None
PBANKA_1103900	38	None
PBANKA_0718700	38	None
PBANKA_0831700	38	None
PBANKA_0302100	38	None
PBANKA_1144800	38	Female
PBANKA_1351700	38	None
PBANKA_1116900	38	None
PBANKA_0714400	38	None
PBANKA_0816000	38	None
PBANKA_1335800	38	None
PBANKA_0512700	38	None
PBANKA_1107600	38	None
PBANKA_1433200	39	None
PBANKA_1203600	39	None
PBANKA_0826400	39	None
PBANKA_0513500	39	None
PBANKA_0716600	39	None
PBANKA_0604400	39	None
PBANKA_1038500	39	None
PBANKA_0104700	39	None
PBANKA_0708500	39	None
PBANKA_1006400	39	None
PBANKA_0417700	39	None
PBANKA_1423100	39	None
PBANKA_0933500	39	None
PBANKA_0932900	39	None
PBANKA_0214500	39	None
PBANKA_1135500	39	None
PBANKA_0712500	39	None
PBANKA_1237300	39	None
PBANKA_1027600	39	None
PBANKA_1128900	39	None
PBANKA_1312800	39	None
PBANKA_1430900	39	None
PBANKA_1107000	40	None
PBANKA_0832400	40	None
PBANKA_1238300	40	None
PBANKA_1336900	40	None
PBANKA_0710200	40	None
PBANKA_1417000	40	None
PBANKA_1006300	40	None
PBANKA_1336600	40	None
PBANKA_1206800	40	None
PBANKA_0817000	40	None
PBANKA_0911500	40	None
PBANKA_0702100	40	None
PBANKA_0702000	40	None
PBANKA_1001200	40	None
PBANKA_1328900	40	None
PBANKA_1459100	40	None
PBANKA_0405600	40	None
PBANKA_1115200	40	None
PBANKA_1106900	40	None
PBANKA_0918600	40	None
PBANKA_1323600	40	None
PBANKA_0834600	40	None
PBANKA_0100800	40	None
PBANKA_0300600	41	None
PBANKA_0800500	41	None
PBANKA_1415900	41	None
PBANKA_0817600	41	None
PBANKA_1040200	41	None
PBANKA_0718300	41	None
PBANKA_1142300	41	None
PBANKA_1024100	41	None
PBANKA_1230700	41	None
PBANKA_1359400	41	None
PBANKA_1005900	42	None
PBANKA_0214600	42	None
PBANKA_1235600	42	None
PBANKA_1400071	42	None
PBANKA_0315000	42	None
PBANKA_0921400	42	None
PBANKA_0112500	42	None
PBANKA_1334600	42	None
PBANKA_1145900	42	None
PBANKA_0827500	42	Both
PBANKA_1210100	42	None
PBANKA_0912400	42	None
PBANKA_1316700	42	None
PBANKA_1101300	42	None
PBANKA_1039800	42	None
PBANKA_1118700	42	None
PBANKA_1330400	42	None
PBANKA_1243800	43	None
PBANKA_1008600	43	None
PBANKA_1134200	43	None
PBANKA_0719600	43	None
PBANKA_1425300	43	None
PBANKA_1022100	43	None
PBANKA_1414400	43	None
PBANKA_0402800	43	None
PBANKA_0808100	43	None
PBANKA_1020700	43	None
PBANKA_1230300	43	None
PBANKA_0103300	43	None
PBANKA_0613000	43	None
PBANKA_0911400	43	None
PBANKA_1010500	43	None
PBANKA_0308500	43	None
PBANKA_1426100	43	None
PBANKA_0108200	43	None
PBANKA_0918200	43	None
PBANKA_1458700	43	None
PBANKA_1306200	44	None
PBANKA_0517000	44	None
PBANKA_1109800	44	None
PBANKA_1349700	44	None
PBANKA_0410500	44	Female
PBANKA_0809500	44	None
PBANKA_1023400	44	None
PBANKA_1339500	44	None
PBANKA_0303700	44	None
PBANKA_1234300	44	None
PBANKA_0407500	44	None
PBANKA_1131900	44	None
PBANKA_0302400	44	None
PBANKA_0415400	44	None
PBANKA_0313200	44	None
PBANKA_1463700	44	None
PBANKA_0811200	45	None
PBANKA_1106300	45	None
PBANKA_1426900	45	Both
PBANKA_0829300	45	None
PBANKA_1358700	45	None
PBANKA_1012300	45	None
PBANKA_1335600	45	None
PBANKA_1414600	45	None
PBANKA_0110100	45	None
PBANKA_1034300	45	Both
PBANKA_0806700	45	None
PBANKA_0824300	45	Both
PBANKA_0401100	45	Male
PBANKA_0407800	45	None
PBANKA_0409300	45	None
PBANKA_0716100	45	None
PBANKA_0314900	45	None
PBANKA_0931900	45	None
PBANKA_0831100	45	None
PBANKA_0938900	45	None
PBANKA_1034600	46	None
PBANKA_0713500	46	Male
PBANKA_1403000	46	None
PBANKA_1413300	47	None
PBANKA_1359600	47	None
PBANKA_1030100	47	None
PBANKA_1451900	47	None
PBANKA_0711000	47	None
PBANKA_0202700	47	None
PBANKA_1402400	47	None
PBANKA_0716500	47	None
PBANKA_0933700	47	None
PBANKA_0804300	47	None
PBANKA_0413000	47	None
PBANKA_1329000	47	None
PBANKA_0313600	47	None
PBANKA_0404300	47	None
PBANKA_0934700	47	None
PBANKA_1405000	47	None
PBANKA_1326100	47	None
PBANKA_1143100	47	None
PBANKA_1213200	47	None
PBANKA_1125300	47	None
PBANKA_0904600	47	None
PBANKA_1038200	47	None
PBANKA_0930800	47	None
PBANKA_0106200	47	None
PBANKA_1108800	47	None
PBANKA_1425800	47	None
PBANKA_1417700	47	None
PBANKA_0310500	47	None
PBANKA_0306100	47	None
PBANKA_0913000	47	None
PBANKA_1115100	48	None
PBANKA_0714500	48	None
PBANKA_1113700	48	None
PBANKA_1205300	48	None
PBANKA_1013900	48	None
PBANKA_1304500	48	None
PBANKA_0905300	48	None
PBANKA_0213900	48	None
PBANKA_0107200	48	None
PBANKA_1300500	48	None
PBANKA_0708100	48	None
PBANKA_1101500	48	None
PBANKA_1019000	48	None
PBANKA_1312000	48	None
PBANKA_1330900	48	None
PBANKA_1344200	48	None
PBANKA_1100900	49	None
PBANKA_0832100	49	None
PBANKA_0409100	50	Both
PBANKA_0911300	50	None
PBANKA_0700700	50	None
PBANKA_1104300	50	None
PBANKA_0714700	50	None
PBANKA_1207700	50	None
PBANKA_1404800	50	None
PBANKA_0105200	50	None
PBANKA_1216900	50	None
PBANKA_1005700	50	None
PBANKA_1141300	50	None
PBANKA_1304700	50	None
PBANKA_0611100	50	None
PBANKA_1225200	50	None
PBANKA_1015200	50	None
PBANKA_0709900	50	Female
PBANKA_1210000	50	None
PBANKA_0706200	50	None
PBANKA_1111800	50	None
PBANKA_0836550	50	None
PBANKA_1121100	50	None
PBANKA_0502300	50	None
PBANKA_0812400	50	None
PBANKA_0803600	50	None
PBANKA_0806900	51	None
PBANKA_0807100	52	None
PBANKA_1360300	52	None
PBANKA_0910200	52	None
PBANKA_1323200	52	None
PBANKA_0516300	52	Both
PBANKA_0702200	52	None
PBANKA_0515600	52	None
PBANKA_0309800	52	None
PBANKA_1431600	52	None
PBANKA_1016100	52	None
PBANKA_1014700	52	None
PBANKA_0503700	52	None
PBANKA_0418100	52	None
PBANKA_0411600	52	None
PBANKA_1001300	52	None
PBANKA_0310000	52	None
PBANKA_0813000	52	None
PBANKA_1237400	52	None
PBANKA_0308100	52	None
PBANKA_0832600	52	None
PBANKA_0100100	52	None
PBANKA_0901500	52	None
PBANKA_1316000	52	None
PBANKA_1245700	52	None
PBANKA_0939800	52	None
PBANKA_0516600	53	None
PBANKA_0517100	53	None
PBANKA_1363200	53	None
PBANKA_1213400	53	None
PBANKA_0820400	53	None
PBANKA_1319400	53	None
PBANKA_0925000	53	None
PBANKA_1418600	53	None
PBANKA_1210400	53	None
PBANKA_1205400	53	None
PBANKA_0805900	53	None
PBANKA_0820300	53	None
PBANKA_1414700	53	None
PBANKA_1224100	53	None
PBANKA_0933800	53	None
PBANKA_1357800	53	None
PBANKA_0809000	53	None
PBANKA_0612300	53	None
PBANKA_0908800	54	None
PBANKA_1034800	54	None
PBANKA_1133800	54	None
PBANKA_1215900	54	None
PBANKA_1102300	54	None
PBANKA_0513900	54	None
PBANKA_0603000	54	None
PBANKA_1322200	54	None
PBANKA_1406600	54	None
PBANKA_0404100	54	None
PBANKA_1441400	54	None
PBANKA_0713900	54	None
PBANKA_1031700	54	None
PBANKA_1233400	54	None
PBANKA_1030400	55	None
PBANKA_0927700	55	None
PBANKA_0510600	55	None
PBANKA_0902000	55	None
PBANKA_0942300	55	None
PBANKA_1212600	55	None
PBANKA_0507900	55	None
PBANKA_0507800	55	None
PBANKA_0301800	55	None
PBANKA_0902600	55	None
PBANKA_1413600	55	None
PBANKA_0522100	55	None
PBANKA_0824600	55	None
PBANKA_1204200	56	None
PBANKA_1139800	56	None
PBANKA_0828200	56	None
PBANKA_1109600	56	None
PBANKA_1318700	56	None
PBANKA_1320100	56	None
PBANKA_0908500	56	None
PBANKA_1018300	56	None
PBANKA_1312700	56	None
PBANKA_1359700	56	None
PBANKA_1108000	56	None
PBANKA_1132800	56	None
PBANKA_0811800	56	None
PBANKA_0418500	57	None
PBANKA_1002400	57	Both
PBANKA_0915100	57	None
PBANKA_0305000	57	None
PBANKA_1032100	57	None
PBANKA_0519300	57	None
PBANKA_0603900	57	None
PBANKA_0305100	57	None
PBANKA_0313400	57	None
PBANKA_0316600	57	None
PBANKA_0311800	58	None
PBANKA_1207900	58	None
PBANKA_0701000	58	None
PBANKA_1400200	58	None
PBANKA_1200600	58	None
PBANKA_0603800	58	None
PBANKA_1426000	58	None
PBANKA_0836600	59	None
PBANKA_1000600	59	None
PBANKA_1101000	59	None
PBANKA_0524300	59	None
PBANKA_1441700	59	None
PBANKA_1357500	59	None
PBANKA_0916000	59	None
PBANKA_1228400	59	None
PBANKA_1221000	59	None
PBANKA_0921800	59	None
PBANKA_1442400	59	None
PBANKA_1428900	59	None
PBANKA_1400051	60	None
PBANKA_0400600	60	None
PBANKA_0823000	61	None
PBANKA_0400500	61	None
PBANKA_1202900	61	None
PBANKA_1005200	61	None
PBANKA_1224800	61	None
PBANKA_1306700	61	None
PBANKA_1114400	61	None
PBANKA_0301400	62	None
PBANKA_1211800	62	None
PBANKA_1322100	62	None
PBANKA_1040000	62	None
PBANKA_1034100	62	None
PBANKA_1006100	62	None
PBANKA_0805500	62	None
PBANKA_1104900	62	None
PBANKA_1014100	62	None
PBANKA_1336500	62	None
PBANKA_1304400	63	None
PBANKA_1431200	63	None
PBANKA_1202300	63	None
PBANKA_0600900	63	None
PBANKA_0204200	63	None
PBANKA_1352100	63	None
PBANKA_0206700	63	None
PBANKA_0615700	63	None
PBANKA_0708200	63	None
PBANKA_1303100	63	None
PBANKA_1114300	63	None
PBANKA_1427200	63	None
