	0	1	2	4	6	8	12	18	24	30
PBANKA_0000301	0.053900904	0.026223322	-0.087807197	0.049364629	-0.096627171	-0.107222291	0.008033929	-1.011354452	-0.00472824	0.160939818
PBANKA_0000600	0.052796221	0.066343174	-0.024398078	0.150241189	-0.51000312	0.074026603	-0.490560835	1.105639225	-3.095063189	-2.152495786
PBANKA_0001001	0.103739067	0.045710818	-0.050512114	0.026578491	-0.400918798	-0.222775425	-0.457078786	0.390714345	0.253487436	-0.944144355
PBANKA_0001101	-0.029624659	0.0181389	-0.137250267	0.033092078	-0.774589476	0.008339654	-1.122444357	0.83999218	-0.704803614	-0.546772844
PBANKA_0001201	0.166456739	0.062929301	-0.094863342	0.083843286	-0.339264182	-0.590149926	-1.369113948	0.079126281	-3.568578242	-2.391153196
PBANKA_0001301	-0.045177677	-0.009150407	-0.060364598	-0.022319494	-0.23058193	-0.112792436	0.077064684	1.157847671	-1.780520741	-1.001490563
PBANKA_0001401	0.042763965	0.026851931	-0.151462322	-0.035488364	0.048504681	0.19894123	-0.102740495	-0.128522655	-0.159191491	-3.078907437
PBANKA_0006300	-0.022882741	0.004190719	-0.209651726	-0.020026407	-0.061785735	0.273014261	-0.360527042	0.17511287	-4.949781112	-4.205483436
PBANKA_0007401	-0.048165096	0.013318225	0.018618755	0.0281234	0.16437831	0.000194103	-0.14075376	0.83349529	-1.563944515	1.505004605
PBANKA_0007701	0.125936543	0.017661471	-0.054701335	-0.01015558	0.012170803	-0.101806864	-0.200553135	0.52395161	-4.619483652	-2.446244315
PBANKA_0007901	-0.035086193	-0.017370284	0.012071397	-0.028031621	-0.108222081	0.078044459	-0.038032772	-0.091289617	-4.167333002	-0.650433394
PBANKA_0008101	-0.110545657	0.004097808	0.021277035	0.220559574	-1.104008438	0.311417577	-0.319312614	-0.696659617	-2.538386895	-5.573093547
PBANKA_0008201	-0.012319856	-0.008531014	-0.064936422	-0.018819096	-0.245846425	0.106889534	-0.025228579	-0.145631124	-1.521917909	-2.340022214
PBANKA_0100021	-0.174091139	0.052996771	-0.118297638	-0.074890076	-0.89758944	0.039922176	-0.898602071	-1.651740817	-4.019605513	-2.524133302
PBANKA_0100041	0.016950479	-0.052106241	0.138356811	-0.12695503	0.145111412	-0.129634097	0.497467504	0.50625992	0.729628301	0.918841033
PBANKA_0100061	-0.138999956	0.078454513	-0.133438737	0.027897042	-0.447786405	0.056881684	-0.444295863	-0.996257769	-2.207391694	-0.820114266
PBANKA_0100081	0.026644687	0.023552409	-0.135061327	0.088414643	-0.228902374	-0.163996253	-0.7317975	-0.299216172	-0.831009853	-0.229110135
PBANKA_0100100	-0.024736368	0.0050265	0.04701047	0.095926782	-0.181362158	-0.153059433	-0.518453686	-0.183863781	-0.598380608	-0.087644533
PBANKA_0100200	0.037162233	-0.003933443	0.014598045	0.227590184	-0.040046958	-0.220202479	-0.512574491	-0.314313839	-0.419764894	-0.258899439
PBANKA_0100300	-0.067310566	0.035778287	-0.05713156	0.09487181	-0.132747318	0.328292317	-0.282288394	-0.955176391	-3.404309065	-3.46085992
