Gene_ID_PB,DOZI_regulated?
PBANKA_0401400,NO
PBANKA_1464700,NO
PBANKA_0313900,NO
PBANKA_1458400,NO
PBANKA_0409600,NO
PBANKA_0722941,NO
PBANKA_1004000,NO
PBANKA_0907700,NO
PBANKA_0623450,NO
PBANKA_1222400,NO
PBANKA_0417000,NO
PBANKA_1425500,NO
PBANKA_1446600,NO
PBANKA_1114400,NO
PBANKA_0203500,NO
PBANKA_1457800,NO
PBANKA_1441200,NO
PBANKA_0931600,NO
PBANKA_1002600,YES
PBANKA_0615000,NO
PBANKA_1338400,NO
PBANKA_0901400,NO
PBANKA_0415700,YES
PBANKA_0306100,NO
PBANKA_1228700,NO
PBANKA_0923600,NO
PBANKA_1225800,NO
PBANKA_1114200,NO
PBANKA_1313000,NO
PBANKA_1007600,NO
PBANKA_1341200,NO
PBANKA_1039500,NO
PBANKA_1322800,NO
PBANKA_1213900,NO
PBANKA_1039700,NO
PBANKA_0600500,NO
PBANKA_0930500,NO
PBANKA_1212900,NO
PBANKA_0211100,NO
PBANKA_0913200,YES
PBANKA_1023300,NO
PBANKA_1110800,NO
PBANKA_0524400,NO
PBANKA_1435200,NO
PBANKA_1227000,NO
PBANKA_1464600,NO
PBANKA_0308900,NO
PBANKA_0608300,NO
PBANKA_1347200,NO
PBANKA_1352800,NO
PBANKA_1453400,NO
PBANKA_0827600,NO
PBANKA_0911800,NO
PBANKA_0602500,NO
PBANKA_1006800,NO
PBANKA_1431700,NO
PBANKA_0508900,NO
PBANKA_1419800,NO
PBANKA_0411300,NO
PBANKA_1000500,NO
PBANKA_0715500,NO
PBANKA_0515300,NO
PBANKA_1116100,NO
PBANKA_0801500,NO
PBANKA_1236600,NO
PBANKA_1441400,NO
PBANKA_1405800,NO
PBANKA_0507000,NO
PBANKA_1040000,NO
PBANKA_0812000,NO
PBANKA_1426700,NO
PBANKA_1242600,YES
PBANKA_1242400,YES
PBANKA_0305200,NO
PBANKA_1455400,NO
PBANKA_1206700,NO
PBANKA_0302300,NO
PBANKA_0709000,YES
PBANKA_1302000,NO
PBANKA_1437200,NO
PBANKA_1004900,NO
PBANKA_1024800,NO
PBANKA_1100900,YES
PBANKA_0606900,NO
PBANKA_0520300,NO
PBANKA_0103100,NO
PBANKA_1015500,NO
PBANKA_1226300,NO
PBANKA_1143800,YES
PBANKA_0932800,NO
PBANKA_0720700,NO
PBANKA_1363500,NO
PBANKA_0717400,NO
PBANKA_1129000,YES
PBANKA_0617600,NO
PBANKA_1020100,NO
PBANKA_1446300,NO
PBANKA_0831300,NO
PBANKA_1008000,NO
PBANKA_0214550,NO
PBANKA_1234400,NO
PBANKA_1131100,NO
PBANKA_0409500,NO
PBANKA_0927700,NO
PBANKA_1405100,NO
PBANKA_1415800,NO
PBANKA_1316900,NO
PBANKA_1023200,NO
PBANKA_1421200,NO
PBANKA_0719100,NO
PBANKA_1022300,NO
PBANKA_1409300,NO
PBANKA_1131000,NO
PBANKA_1209900,NO
PBANKA_1014300,NO
PBANKA_1034700,YES
PBANKA_1102900,NO
PBANKA_0905700,NO
PBANKA_0937300,NO
PBANKA_0813800,NO
PBANKA_0517800,NO
PBANKA_0312200,NO
PBANKA_1106000,YES
PBANKA_0211200,NO
PBANKA_0417400,NO
PBANKA_0709200,NO
PBANKA_0502300,NO
PBANKA_0823600,NO
PBANKA_1311000,NO
PBANKA_1300800,NO
PBANKA_0501500,NO
PBANKA_0408700,NO
PBANKA_0917300,NO
PBANKA_0908900,NO
PBANKA_0311700,NO
PBANKA_0512000,YES
PBANKA_1436500,NO
PBANKA_0506800,NO
PBANKA_1140600,NO
PBANKA_0822700,NO
PBANKA_0605400,NO
PBANKA_1225700,NO
PBANKA_1225100,NO
PBANKA_0618100,NO
PBANKA_1007000,NO
PBANKA_0908000,NO
PBANKA_0211600,NO
PBANKA_1025900,NO
PBANKA_0509900,NO
PBANKA_0919700,NO
PBANKA_1245861,NO
PBANKA_1240200,NO
PBANKA_1014800,NO
PBANKA_0803000,NO
PBANKA_1462800,NO
PBANKA_1406300,NO
PBANKA_1428300,NO
PBANKA_0404100,NO
PBANKA_0317141,NO
PBANKA_1359400,NO
PBANKA_1330800,NO
PBANKA_1013200,NO
PBANKA_1355000,NO
PBANKA_1035700,NO
PBANKA_1310700,NO
PBANKA_1144800,NO
PBANKA_0413300,NO
PBANKA_1349700,NO
PBANKA_1017200,NO
PBANKA_1000700,NO
PBANKA_0414200,NO
PBANKA_1128300,NO
PBANKA_0501900,NO
PBANKA_0706300,NO
PBANKA_0929400,NO
PBANKA_0301800,NO
PBANKA_0211000,NO
PBANKA_1323200,NO
PBANKA_1111900,NO
PBANKA_0835800,NO
PBANKA_1029800,NO
PBANKA_0200400,YES
PBANKA_1008300,YES
PBANKA_1404800,NO
PBANKA_0915000,NO
PBANKA_0520500,NO
PBANKA_1435700,NO
PBANKA_0708200,NO
PBANKA_1037200,NO
PBANKA_0103200,NO
PBANKA_0719700,NO
PBANKA_1217400,NO
PBANKA_1364900,NO
PBANKA_1022200,NO
PBANKA_0816100,YES
PBANKA_1132700,NO
PBANKA_1127400,NO
PBANKA_0210700,NO
PBANKA_0303100,NO
PBANKA_1322500,NO
PBANKA_1207600,NO
PBANKA_0824800,NO
PBANKA_0405900,NO
PBANKA_1405000,NO
PBANKA_1354000,NO
PBANKA_1035800,NO
PBANKA_0101900,NO
PBANKA_1035000,NO
PBANKA_1436300,YES
PBANKA_1461100,NO
PBANKA_1002400,NO
PBANKA_1030100,NO
PBANKA_0603400,NO
PBANKA_1129500,NO
PBANKA_1304500,NO
PBANKA_0825700,YES
PBANKA_0808600,NO
PBANKA_1350800,NO
PBANKA_1024700,NO
PBANKA_1308400,NO
PBANKA_1145700,NO
PBANKA_0906600,NO
PBANKA_0901000,NO
PBANKA_0922200,NO
PBANKA_1030500,NO
PBANKA_0930200,NO
PBANKA_0520700,NO
PBANKA_0816900,NO
PBANKA_1142700,NO
PBANKA_1105400,NO
PBANKA_1139700,NO
PBANKA_0834100,NO
PBANKA_1030000,NO
PBANKA_0828200,NO
PBANKA_0603000,NO
PBANKA_0107700,NO
PBANKA_1437400,NO
PBANKA_1214600,NO
PBANKA_1012400,NO
PBANKA_0830100,NO
PBANKA_1314300,NO
PBANKA_1447200,NO
PBANKA_0908500,NO
PBANKA_1447100,NO
PBANKA_1109200,NO
PBANKA_0814300,NO
PBANKA_0933400,NO
PBANKA_1137700,NO
PBANKA_1334200,NO
PBANKA_1122600,NO
PBANKA_0616100,NO
PBANKA_0104500,NO
PBANKA_1323100,NO
PBANKA_0102400,NO
PBANKA_1139500,NO
PBANKA_0508200,NO
PBANKA_1434000,NO
PBANKA_0302100,NO
PBANKA_0206000,NO
PBANKA_1019800,NO
PBANKA_1102000,NO
PBANKA_1364600,YES
PBANKA_1109800,NO
PBANKA_1224600,NO
PBANKA_0310300,NO
PBANKA_1138300,NO
PBANKA_0503700,NO
PBANKA_1037500,NO
PBANKA_0918900,NO
PBANKA_1222500,NO
PBANKA_0411200,NO
PBANKA_0829800,NO
PBANKA_1102700,NO
PBANKA_1230700,NO
PBANKA_0721900,NO
PBANKA_0828600,NO
PBANKA_0710300,NO
PBANKA_1030400,NO
PBANKA_0305300,NO
PBANKA_1402200,NO
PBANKA_1450600,NO
PBANKA_1445800,YES
PBANKA_0411500,NO
PBANKA_0513200,NO
PBANKA_1342600,NO
PBANKA_0710700,NO
PBANKA_1444600,NO
PBANKA_0921300,NO
PBANKA_0709800,NO
PBANKA_1307600,NO
PBANKA_1448100,NO
PBANKA_1429900,NO
PBANKA_0717700,NO
PBANKA_0810200,NO
PBANKA_0407200,NO
PBANKA_1354100,NO
PBANKA_0706200,NO
PBANKA_1409700,NO
PBANKA_0208500,NO
PBANKA_1436100,NO
PBANKA_1361500,NO
PBANKA_0617300,NO
PBANKA_0710000,NO
PBANKA_1012200,NO
PBANKA_1038000,NO
PBANKA_0904600,NO
PBANKA_0820300,NO
PBANKA_1411100,YES
PBANKA_1212500,NO
PBANKA_0504600,NO
PBANKA_1031200,NO
PBANKA_0713600,NO
PBANKA_0406200,NO
PBANKA_1122100,NO
PBANKA_1313800,NO
PBANKA_0518300,NO
PBANKA_1310400,NO
PBANKA_0618900,NO
PBANKA_0938500,NO
PBANKA_0816800,YES
PBANKA_1124100,NO
PBANKA_0922800,NO
PBANKA_1039100,NO
PBANKA_1107800,NO
PBANKA_1015600,NO
PBANKA_1317600,NO
PBANKA_0715800,NO
PBANKA_0514600,NO
PBANKA_1334600,YES
PBANKA_1405300,NO
PBANKA_0822600,NO
PBANKA_1224400,NO
PBANKA_1226200,NO
PBANKA_1304600,NO
PBANKA_1412000,NO
PBANKA_0108800,NO
PBANKA_1445000,NO
PBANKA_1238600,NO
PBANKA_1336900,NO
PBANKA_0826100,NO
PBANKA_1352400,NO
PBANKA_0522100,NO
PBANKA_1139400,NO
PBANKA_0505200,YES
PBANKA_1108000,NO
PBANKA_1008400,NO
PBANKA_0302600,NO
PBANKA_1431500,NO
PBANKA_0903200,NO
PBANKA_1029300,NO
PBANKA_0401900,NO
PBANKA_1003300,NO
PBANKA_1422600,NO
PBANKA_1350100,NO
PBANKA_1124000,YES
PBANKA_1207700,NO
PBANKA_1337200,NO
PBANKA_0811600,NO
PBANKA_0415000,NO
PBANKA_0306500,NO
PBANKA_0502700,YES
PBANKA_0929200,NO
PBANKA_1464000,NO
PBANKA_1025000,NO
PBANKA_1401100,NO
PBANKA_1426500,NO
PBANKA_1229100,NO
PBANKA_1445600,NO
PBANKA_1417400,YES
PBANKA_1201400,NO
PBANKA_1428800,NO
PBANKA_1357500,NO
PBANKA_0806800,NO
PBANKA_1013800,NO
PBANKA_0606800,NO
PBANKA_0832200,NO
PBANKA_1332500,NO
PBANKA_0507800,NO
PBANKA_1007100,NO
PBANKA_1120300,NO
PBANKA_0523100,NO
PBANKA_1343500,NO
PBANKA_1032500,NO
PBANKA_0600800,NO
PBANKA_0937900,NO
PBANKA_0105800,NO
PBANKA_1114300,NO
PBANKA_1204500,YES
PBANKA_1424500,NO
PBANKA_1129600,NO
PBANKA_0312800,NO
PBANKA_1142500,NO
PBANKA_1213700,NO
PBANKA_1330700,NO
PBANKA_1404700,NO
PBANKA_0813100,NO
PBANKA_1350500,NO
PBANKA_1244700,NO
PBANKA_1141600,NO
PBANKA_1353900,NO
PBANKA_0941200,NO
PBANKA_1329500,NO
PBANKA_0918600,NO
PBANKA_0204600,NO
PBANKA_0102100,YES
PBANKA_0506900,YES
PBANKA_0105500,NO
PBANKA_0933700,NO
PBANKA_1146761,NO
PBANKA_1440200,NO
PBANKA_0711000,NO
PBANKA_0522200,NO
PBANKA_0709700,NO
PBANKA_1238000,NO
PBANKA_1228000,NO
PBANKA_1207100,NO
PBANKA_0721400,NO
PBANKA_1122500,NO
PBANKA_1402900,NO
PBANKA_1208100,NO
PBANKA_0933800,NO
PBANKA_1431050,NO
PBANKA_1431600,NO
PBANKA_0316400,NO
PBANKA_1113800,NO
PBANKA_1406100,NO
PBANKA_0835700,NO
PBANKA_1131800,NO
PBANKA_0920300,NO
PBANKA_0920000,YES
PBANKA_0413000,NO
PBANKA_0806600,NO
PBANKA_0801100,NO
PBANKA_1418200,NO
PBANKA_1346100,NO
PBANKA_0927900,NO
PBANKA_0404900,NO
PBANKA_1442300,NO
PBANKA_1210000,NO
PBANKA_1116300,NO
PBANKA_1424000,NO
PBANKA_1226600,NO
PBANKA_1454300,NO
PBANKA_1033500,NO
PBANKA_0310400,NO
PBANKA_0101000,NO
PBANKA_1357700,NO
PBANKA_1018800,NO
PBANKA_1221300,NO
PBANKA_0929300,NO
PBANKA_1210400,NO
PBANKA_0519000,NO
PBANKA_1024200,NO
PBANKA_1127300,NO
PBANKA_1135200,NO
PBANKA_1026300,NO
PBANKA_1364500,NO
PBANKA_0301400,NO
PBANKA_1220300,NO
PBANKA_1348500,NO
PBANKA_0821400,YES
PBANKA_1236900,NO
PBANKA_1456000,NO
PBANKA_0701500,NO
PBANKA_1347600,YES
PBANKA_1346800,NO
PBANKA_0516100,NO
PBANKA_1139000,NO
PBANKA_1118800,NO
PBANKA_0520000,NO
PBANKA_1464800,NO
PBANKA_0407500,NO
PBANKA_1226000,NO
PBANKA_0804200,NO
PBANKA_0106000,NO
PBANKA_1403600,NO
PBANKA_0932000,NO
PBANKA_1339800,NO
PBANKA_1001300,NO
PBANKA_1339900,NO
PBANKA_1348100,NO
PBANKA_0202300,NO
PBANKA_0412200,NO
PBANKA_1451300,NO
PBANKA_0829000,NO
PBANKA_0201300,NO
PBANKA_1232600,NO
PBANKA_1360000,NO
PBANKA_1353300,NO
PBANKA_1321300,NO
PBANKA_0928800,YES
PBANKA_1450100,NO
PBANKA_1322200,NO
PBANKA_1341900,NO
PBANKA_1433500,NO
PBANKA_0109600,NO
PBANKA_1335500,NO
PBANKA_1232300,NO
PBANKA_1028800,NO
PBANKA_1347800,YES
PBANKA_1206400,NO
PBANKA_1036800,NO
PBANKA_0522500,NO
PBANKA_1339600,NO
PBANKA_1230900,NO
PBANKA_0829700,NO
PBANKA_1105200,NO
PBANKA_1203900,NO
PBANKA_0825000,NO
PBANKA_0704400,NO
PBANKA_1125500,YES
PBANKA_1445300,NO
PBANKA_1020000,NO
PBANKA_0201250,NO
PBANKA_1338800,NO
PBANKA_1213200,NO
PBANKA_1407100,NO
PBANKA_1321200,NO
PBANKA_0700561,NO
PBANKA_1415500,NO
PBANKA_0407800,NO
PBANKA_1110600,NO
PBANKA_1108600,NO
PBANKA_0215800,NO
PBANKA_1222000,NO
PBANKA_0619000,NO
PBANKA_1423900,NO
PBANKA_1463200,NO
PBANKA_1427000,YES
PBANKA_1420200,NO
PBANKA_0515800,NO
PBANKA_0939800,NO
PBANKA_1104200,NO
PBANKA_1459800,NO
PBANKA_0210800,NO
PBANKA_0814600,NO
PBANKA_1020900,NO
PBANKA_1005900,NO
PBANKA_0926900,NO
PBANKA_0208000,NO
PBANKA_0622500,YES
PBANKA_0209800,NO
PBANKA_1117800,NO
PBANKA_1328700,NO
PBANKA_0821300,NO
PBANKA_0101200,NO
PBANKA_0825400,NO
PBANKA_0822200,NO
PBANKA_0206200,NO
PBANKA_1111600,NO
PBANKA_1364100,NO
PBANKA_1304200,NO
PBANKA_0720000,NO
PBANKA_1413000,NO
PBANKA_0412100,NO
PBANKA_1423000,NO
PBANKA_0510400,NO
PBANKA_1464400,NO
PBANKA_0904800,NO
PBANKA_1020800,NO
PBANKA_0111900,NO
PBANKA_0828700,NO
PBANKA_1230500,NO
PBANKA_1243600,NO
PBANKA_1209100,NO
PBANKA_0211800,NO
PBANKA_0416700,NO
PBANKA_1436900,NO
PBANKA_0301700,NO
PBANKA_1459700,NO
PBANKA_1116200,NO
PBANKA_1123200,YES
PBANKA_1235300,NO
PBANKA_0519300,NO
PBANKA_0706000,NO
PBANKA_1119100,NO
PBANKA_0513800,YES
PBANKA_1035300,NO
PBANKA_0802500,NO
PBANKA_1215500,NO
PBANKA_0915600,NO
PBANKA_1449700,NO
PBANKA_1207500,NO
PBANKA_0715300,NO
PBANKA_0934700,NO
PBANKA_0521200,NO
PBANKA_1302500,NO
PBANKA_1403300,NO
PBANKA_1340600,NO
PBANKA_1207300,NO
PBANKA_1401800,NO
PBANKA_0205300,NO
PBANKA_1323000,NO
PBANKA_1420700,NO
PBANKA_1337300,NO
PBANKA_1138000,NO
PBANKA_0935800,NO
PBANKA_1233200,NO
PBANKA_1229300,NO
PBANKA_1403100,NO
PBANKA_0805500,NO
PBANKA_1401400,NO
PBANKA_1244800,NO
PBANKA_0512700,NO
PBANKA_1405500,NO
PBANKA_0607000,NO
PBANKA_1011700,NO
PBANKA_0209200,NO
PBANKA_0108300,YES
PBANKA_1016400,NO
PBANKA_1362400,NO
PBANKA_1318200,NO
PBANKA_0700800,NO
PBANKA_1031600,NO
PBANKA_0940400,NO
PBANKA_0106100,NO
PBANKA_1029600,NO
PBANKA_0713200,NO
PBANKA_0411400,NO
PBANKA_0814100,NO
PBANKA_0512200,NO
PBANKA_1412300,NO
PBANKA_0705900,NO
PBANKA_1238700,NO
PBANKA_0830700,YES
PBANKA_1322400,NO
PBANKA_1416100,NO
PBANKA_0405800,NO
PBANKA_1005500,NO
PBANKA_1126600,NO
PBANKA_1201100,NO
PBANKA_0307600,NO
PBANKA_0413600,NO
PBANKA_1140000,NO
PBANKA_0714400,NO
PBANKA_0513100,NO
PBANKA_1356900,NO
PBANKA_1140800,NO
PBANKA_1216400,NO
PBANKA_0408800,NO
PBANKA_0315410,NO
PBANKA_1008200,NO
PBANKA_1117300,NO
PBANKA_0312000,NO
PBANKA_1465000,NO
PBANKA_0826400,NO
PBANKA_1434400,NO
PBANKA_0408900,NO
PBANKA_1033000,YES
PBANKA_0617000,NO
PBANKA_0917000,NO
PBANKA_0835200,NO
PBANKA_1015200,NO
PBANKA_1002700,NO
PBANKA_0105100,NO
PBANKA_0209900,NO
PBANKA_1013000,NO
PBANKA_0807300,NO
PBANKA_1409000,NO
PBANKA_0305800,YES
PBANKA_0300100,NO
PBANKA_0833300,NO
PBANKA_1359600,NO
PBANKA_0108000,NO
PBANKA_1141500,NO
PBANKA_1305900,NO
PBANKA_1030700,NO
PBANKA_0111300,NO
PBANKA_1305700,NO
PBANKA_0830900,NO
PBANKA_0104000,NO
PBANKA_1234100,NO
PBANKA_1142400,NO
PBANKA_1136200,NO
PBANKA_1323700,NO
PBANKA_1244100,NO
PBANKA_1302900,YES
PBANKA_1111800,NO
PBANKA_1220700,NO
PBANKA_0919800,NO
PBANKA_1327400,NO
PBANKA_1326900,NO
PBANKA_0507100,NO
PBANKA_1204300,NO
PBANKA_1358900,NO
PBANKA_0406400,NO
PBANKA_1426000,NO
PBANKA_0619700,NO
PBANKA_1422500,NO
PBANKA_1451000,NO
PBANKA_0316500,NO
PBANKA_1239500,NO
PBANKA_1422200,NO
PBANKA_1436700,NO
PBANKA_1435600,NO
PBANKA_0911900,NO
PBANKA_0305700,NO
PBANKA_0415800,NO
PBANKA_0307900,NO
PBANKA_1137100,NO
PBANKA_0907000,NO
PBANKA_0211300,NO
PBANKA_0513300,NO
PBANKA_1430600,NO
PBANKA_0209600,NO
PBANKA_0503100,NO
PBANKA_0932100,NO
PBANKA_1244600,YES
PBANKA_1019200,NO
PBANKA_1033100,NO
PBANKA_1128700,NO
PBANKA_0106400,NO
PBANKA_0614900,NO
PBANKA_0618400,NO
PBANKA_0939300,NO
PBANKA_1123800,NO
PBANKA_0606300,NO
PBANKA_0833800,NO
PBANKA_1032800,NO
PBANKA_1311500,NO
PBANKA_1014500,NO
PBANKA_1145300,NO
PBANKA_1125300,NO
PBANKA_1339100,NO
PBANKA_1347400,NO
PBANKA_1356500,NO
PBANKA_1332400,NO
PBANKA_0620200,NO
PBANKA_1343700,YES
PBANKA_1319400,NO
PBANKA_1241700,NO
PBANKA_1335300,NO
PBANKA_0814700,NO
PBANKA_1358000,NO
PBANKA_0518500,YES
PBANKA_0101600,NO
PBANKA_0711700,NO
PBANKA_1126300,NO
PBANKA_0618700,NO
PBANKA_1237000,NO
PBANKA_1336700,NO
PBANKA_0602100,NO
PBANKA_0819600,NO
PBANKA_1129700,NO
PBANKA_1317700,NO
PBANKA_0701600,NO
PBANKA_0931100,NO
PBANKA_0700900,NO
PBANKA_0940300,NO
PBANKA_1434500,NO
PBANKA_0914800,NO
PBANKA_1107600,NO
PBANKA_0906300,NO
PBANKA_0903400,NO
PBANKA_0917400,NO
PBANKA_1460200,NO
PBANKA_0710600,NO
PBANKA_1027200,NO
PBANKA_1401500,NO
PBANKA_1415300,NO
PBANKA_1350200,NO
PBANKA_1224100,NO
PBANKA_1202300,NO
PBANKA_1001100,NO
PBANKA_1213500,NO
PBANKA_0102000,NO
PBANKA_1344900,NO
PBANKA_0506500,NO
PBANKA_1005600,NO
PBANKA_0315200,NO
PBANKA_0925800,NO
PBANKA_1004800,NO
PBANKA_1144300,NO
PBANKA_1331800,NO
PBANKA_1340000,NO
PBANKA_0931400,NO
PBANKA_1347500,NO
PBANKA_1310600,NO
PBANKA_0402000,NO
PBANKA_1240800,NO
PBANKA_0715400,NO
PBANKA_0112300,NO
PBANKA_1129300,NO
PBANKA_1406400,NO
PBANKA_0823900,NO
PBANKA_1021100,NO
PBANKA_0503800,NO
PBANKA_1017700,NO
PBANKA_0303400,NO
PBANKA_1244400,NO
PBANKA_0512900,NO
PBANKA_0614300,NO
PBANKA_1228800,NO
PBANKA_0716100,NO
PBANKA_1316000,NO
PBANKA_0939700,NO
PBANKA_0605800,NO
PBANKA_0813200,NO
PBANKA_1205400,NO
PBANKA_1201000,NO
PBANKA_0404400,NO
PBANKA_1450000,NO
PBANKA_1223400,NO
PBANKA_1335200,NO
PBANKA_1134800,NO
PBANKA_0507400,NO
PBANKA_0828900,NO
PBANKA_0204700,NO
PBANKA_1342400,NO
PBANKA_1446700,NO
PBANKA_1450900,NO
PBANKA_0716600,NO
PBANKA_0810000,NO
PBANKA_1448600,NO
PBANKA_0412300,NO
PBANKA_1440900,NO
PBANKA_1016000,NO
PBANKA_1221400,NO
PBANKA_0203900,NO
PBANKA_1004500,NO
PBANKA_1013400,NO
PBANKA_0204100,NO
PBANKA_1121600,NO
PBANKA_0911600,NO
PBANKA_1215100,NO
PBANKA_0834600,NO
PBANKA_1363200,NO
PBANKA_1301900,NO
PBANKA_1430400,NO
PBANKA_1224500,NO
PBANKA_0812300,NO
PBANKA_1235200,YES
PBANKA_1227600,NO
PBANKA_0919400,NO
PBANKA_1413100,NO
PBANKA_0516300,NO
PBANKA_0406300,NO
PBANKA_0211700,NO
PBANKA_1451500,NO
PBANKA_0819450,NO
PBANKA_1315900,NO
PBANKA_0414800,NO
PBANKA_1104000,NO
PBANKA_0819400,NO
PBANKA_1132600,NO
PBANKA_1453500,NO
PBANKA_0206500,NO
PBANKA_0931000,NO
PBANKA_1128100,NO
PBANKA_0601000,NO
PBANKA_0802800,NO
PBANKA_1303400,NO
PBANKA_0504200,NO
PBANKA_0504700,NO
PBANKA_1318800,YES
PBANKA_0104100,NO
PBANKA_1357000,NO
PBANKA_0708400,NO
PBANKA_0917200,NO
PBANKA_0926800,NO
PBANKA_1339300,NO
PBANKA_1327500,NO
PBANKA_1461500,NO
PBANKA_1455900,NO
PBANKA_0834800,NO
PBANKA_1238400,NO
PBANKA_0612700,NO
PBANKA_0519700,NO
PBANKA_0804300,NO
PBANKA_0711100,NO
PBANKA_1004100,NO
PBANKA_0204200,NO
PBANKA_1341600,NO
PBANKA_1136400,NO
PBANKA_0833400,NO
PBANKA_1415900,NO
PBANKA_0805600,NO
PBANKA_1010700,NO
PBANKA_1413200,NO
PBANKA_0623150,NO
PBANKA_1408000,YES
PBANKA_1037000,NO
PBANKA_1101700,NO
PBANKA_1122800,NO
PBANKA_1028100,NO
PBANKA_1422100,NO
PBANKA_0524100,NO
PBANKA_1215000,NO
PBANKA_0830450,NO
PBANKA_0402300,NO
PBANKA_1033200,NO
PBANKA_0609800,NO
PBANKA_0831800,NO
PBANKA_0202400,NO
PBANKA_1031800,NO
PBANKA_0707800,NO
PBANKA_1210500,NO
PBANKA_1404400,NO
PBANKA_0107000,NO
PBANKA_1363100,NO
PBANKA_1229500,YES
PBANKA_1241000,NO
PBANKA_1235100,NO
PBANKA_1418800,NO
PBANKA_1239200,NO
PBANKA_0403900,NO
PBANKA_1343600,NO
PBANKA_1359500,NO
PBANKA_0936500,NO
PBANKA_0903500,NO
PBANKA_0522300,NO
PBANKA_1022900,NO
PBANKA_0809400,NO
PBANKA_1336600,NO
PBANKA_1425700,NO
PBANKA_0309000,NO
PBANKA_0719900,NO
PBANKA_0524600,NO
PBANKA_1312400,NO
PBANKA_1363300,NO
PBANKA_0708100,NO
PBANKA_0605100,NO
PBANKA_1449100,NO
PBANKA_1026400,NO
PBANKA_1428600,YES
PBANKA_0936900,NO
PBANKA_0615500,NO
PBANKA_1330600,NO
PBANKA_1326800,NO
PBANKA_0607600,NO
PBANKA_0110200,NO
PBANKA_1358100,NO
PBANKA_1018900,NO
PBANKA_0803300,NO
PBANKA_1421300,NO
PBANKA_0936000,NO
PBANKA_1427600,NO
PBANKA_0313000,NO
PBANKA_1328500,NO
PBANKA_0913300,NO
PBANKA_1354700,NO
PBANKA_1123900,NO
PBANKA_1026800,YES
PBANKA_1364800,NO
PBANKA_0204400,NO
PBANKA_1029700,YES
PBANKA_1228900,YES
PBANKA_1008900,NO
PBANKA_0921100,YES
PBANKA_0517300,NO
PBANKA_0902400,NO
PBANKA_0909500,NO
PBANKA_0904500,NO
PBANKA_1320300,NO
PBANKA_0921500,NO
PBANKA_1001800,NO
PBANKA_0102500,NO
PBANKA_1345300,NO
PBANKA_1031400,NO
PBANKA_1112600,NO
PBANKA_0831400,NO
PBANKA_1241100,YES
PBANKA_1355300,NO
PBANKA_0826600,NO
PBANKA_0103800,NO
PBANKA_0206400,NO
PBANKA_1321500,NO
PBANKA_1304900,NO
PBANKA_1312000,NO
PBANKA_0503900,NO
PBANKA_0208600,NO
PBANKA_1430800,NO
PBANKA_1003600,NO
PBANKA_0516800,NO
PBANKA_1205300,NO
PBANKA_0816200,NO
PBANKA_0518200,NO
PBANKA_1100700,NO
PBANKA_0836400,NO
PBANKA_1245000,NO
PBANKA_1238100,NO
PBANKA_0102700,NO
PBANKA_1110300,NO
PBANKA_0418500,NO
PBANKA_1007300,NO
PBANKA_1244300,NO
PBANKA_1218100,NO
PBANKA_0809700,NO
PBANKA_0216801,NO
PBANKA_1457100,NO
PBANKA_1109900,YES
PBANKA_1011600,NO
PBANKA_1447700,NO
PBANKA_0608500,NO
PBANKA_1460500,NO
PBANKA_1239400,NO
PBANKA_0927300,YES
PBANKA_0719600,NO
PBANKA_0201800,NO
PBANKA_1144600,NO
PBANKA_1218400,NO
PBANKA_1115800,NO
PBANKA_1121500,NO
PBANKA_1346000,NO
PBANKA_0315000,NO
PBANKA_1341700,NO
PBANKA_1300600,NO
PBANKA_1319100,NO
PBANKA_0702300,NO
PBANKA_1124900,NO
PBANKA_0512100,NO
PBANKA_0212300,NO
PBANKA_1427500,NO
PBANKA_1009400,NO
PBANKA_1307400,NO
PBANKA_1423100,NO
PBANKA_1438600,NO
PBANKA_0511500,NO
PBANKA_0212800,NO
PBANKA_0112641,NO
PBANKA_0806500,YES
PBANKA_0621700,NO
PBANKA_1459900,NO
PBANKA_0314100,NO
PBANKA_0620000,NO
PBANKA_1115400,NO
PBANKA_1360200,NO
PBANKA_1131200,NO
PBANKA_1461200,NO
PBANKA_0805200,NO
PBANKA_1236000,NO
PBANKA_0509800,NO
PBANKA_0714100,NO
PBANKA_1447600,NO
PBANKA_1125000,NO
PBANKA_1039900,NO
PBANKA_1027700,NO
PBANKA_1427700,NO
PBANKA_0929700,NO
PBANKA_1241600,NO
PBANKA_1019100,NO
PBANKA_0804800,NO
PBANKA_1358200,NO
PBANKA_0933900,NO
PBANKA_0208300,NO
PBANKA_1011300,NO
PBANKA_0305900,NO
PBANKA_1038500,NO
PBANKA_0926300,NO
PBANKA_0943900,NO
PBANKA_0807100,NO
PBANKA_1305500,NO
PBANKA_1207800,NO
PBANKA_1418400,NO
PBANKA_0825100,NO
PBANKA_1421000,NO
PBANKA_0810100,NO
PBANKA_0717500,NO
PBANKA_1311400,YES
PBANKA_1346200,NO
PBANKA_1447800,NO
PBANKA_1226900,NO
PBANKA_1228600,NO
PBANKA_0400900,NO
PBANKA_1204800,NO
PBANKA_0718600,NO
PBANKA_0825200,NO
PBANKA_1408100,NO
PBANKA_1133500,NO
PBANKA_0317061,NO
PBANKA_0942300,NO
PBANKA_1435800,NO
PBANKA_0516400,NO
PBANKA_1216200,NO
PBANKA_0915400,NO
