"","GeneId","X0h","X1h","X2h","X4h","X6h","X8h","X12h","X18h","X24h","X30h","X44h","MFfc","Cluster","TranscriptLength"
"1274","PBANKA_0705800.1","0.025477217","0.023674991","0.069459686","-0.125521173","-0.135303967","0.050655085","0.173203772","-0.654059063","-0.905708003","-1.263688156","-0.741348371","0.035073452410588","35",3384
"1275","PBANKA_0705900.1","0.036189912","-0.072079658","0.095236411","0.046133983","0.179934884","-0.136851359","-0.397425785","-0.190898686","0.673970869","1.918037607","1.139447317","-1.64369898423913","13",1752
"1276","PBANKA_0706000.1","-0.067739366","0.089804044","-0.098752282","-0.033717648","-0.388012353","-0.03325446","-0.310277289","0.330354339","0.68301126","0.448507389","0.064516759","1.62382544223651","36",759
"1277","PBANKA_0706100.1","0.147465441","-0.032023888","-0.015076926","0.21303327","0.211021996","-0.172343156","-0.590046634","-0.435826323","-1.013326086","-1.571261644","-1.087246399","-2.9266713280703","1",1047
"1278","PBANKA_0706200.1","0.103540676","-0.069987585","-0.003792953","0.214946937","0.204656378","-0.023212815","-0.291383198","-0.750240038","-2.28898359","-2.776439823","-2.477311053","0.693145293205376","50",1665
"1279","PBANKA_0706300.1","0.203851071","-0.009120945","0.003119328","-0.06765091","0.098076981","-0.108974174","0.310535968","-0.151477905","-0.467660026","-1.891345644","-0.996806536","-1.28982078113026","10",2253
"1280","PBANKA_0706400.1","-0.021225778","-0.082888472","0.010347135","-0.139165813","0.317932876","0.229450499","0.574079607","1.09535275","1.941723201","3.71568748","2.038037207","0.779066137762398","39",3324
"1281","PBANKA_0706500.1","0.187992951","-0.042519664","-0.058769655","0.1193868","0.274943943","-0.050446125","-0.19126155","-0.288556178","-1.006071116","-1.570612853","-0.975467553","-0.984036809449978","10",1221
"1282","PBANKA_0706600.1","0.019868623","-0.114699952","0.164901203","0.145822639","0.97643443","0.696387514","1.114983895","0.78511878","1.521924051","1.561066214","2.207371422","-2.88155073836453","14",2388
"1283","PBANKA_0706700.1","-0.240067939","0.137530315","0.02777116","0.095367073","-0.329853712","0.304207808","-0.362996798","1.391887646","2.477836317","3.277925216","3.183596779","-4.53692171232453","6",960
"1284","PBANKA_0706800.1","-0.105268716","-0.009255737","-0.078449944","-0.044042672","0.437760469","-0.017230561","-0.232486559","-0.559995789","-0.306684644","0.388449925","-0.116402409","-1.33601809334564","2",1941
"1285","PBANKA_0706900.1","0.186442736","0.000555536","-0.069004852","-0.05293559","-0.278726442","-0.414013161","-1.343297481","-0.047084904","0.631013459","1.238207882","0.623127462","-0.534314331567098","20",201
"1286","PBANKA_0707000.1","0.0539598","-0.039282824","0.127472928","-0.136389378","-0.107414888","0.40269281","-0.28567895","-0.098810049","-0.272135883","1.057281273","0.546447154","-2.65410867653593","3",1287
"1287","PBANKA_0707100.1","-0.198688552","0.079122466","0.1162349","-0.062843541","0.43368476","1.530951455","2.808980143","5.908989893","9.260628432","9.5924565","9.206319289","-4.4042351719179","8",1485
"1288","PBANKA_0707200.1","0.361886465","0.018065964","-0.131328761","-0.200644269","-0.23446174","0.34292858","-0.117712108","3.93120975","5.854800019","4.885706763","4.336263537","2.59803458299097","47",1506
"1289","PBANKA_0707300.1","-0.196289267","0.024207003","-0.181451173","-0.134302344","-0.659748362","-0.425296744","-0.371260119","-0.510479619","-1.559300316","-1.795738814","-1.560110297","0.41401019608096","26",3915
"1290","PBANKA_0707400.1","-0.120306623","0.057255496","-0.118016361","0.099650758","-0.259444002","-0.033581841","-0.516004526","0.222755687","0.32078577","0.652454479","0.082106901","-0.516586230772669","28",867
"1291","PBANKA_0707500.1","0.132245017","-0.016283224","-0.013243197","0.239494859","-0.241396705","-0.393513649","-1.069769915","-0.123031292","0.646232573","0.163793957","0.471354707","-2.2332744555074","3",687
"1292","PBANKA_0707600.1","-0.020682116","-0.029872035","0.04444693","-0.205118436","0.052912619","0.014359074","0.443518192","-0.398237548","0.01133224","-0.125309927","0.017146617","0.135194321129325","45",3669
"1293","PBANKA_0707700.1","-0.244145585","0.007644717","0.114647348","0.023332194","0.016839676","-0.239843524","1.123324174","-3.586733597","-3.960201706","-3.923031999","-3.689054618","2.10398827577519","57",3441
"1294","PBANKA_0707800.1","0.067462464","0.027768143","-0.006758355","0.084646018","-0.124058199","-0.101001164","-0.682965393","-0.3346984","-1.115018438","-1.02446519","-1.047211876","-0.01476501972727","27",969
"1295","PBANKA_0707900.1","-0.278890548","0.006603638","0.283877574","0.296463321","1.006402262","1.474122151","2.309572594","2.924092213","2.942270947","4.559125552","3.904068532","0.275267641781343","40",2691
"1296","PBANKA_0708000.1","-0.093688159","0.014580837","0.071374925","0.206405225","-0.098102163","-0.123598606","-0.529605003","-0.674310783","-1.770066089","-1.647984345","-1.810603751","1.2873585027295","50",2280
"1297","PBANKA_0708100.1","-0.146959261","0.017605005","0.067967525","0.044346061","0.230714235","1.03421838","1.487223248","3.79767203","5.907681198","6.702484346","6.161115539","2.35897810887318","48",597
"1298","PBANKA_0708200.1","0.175368095","0.039494102","-0.092769105","0.016877681","0.11592746","0.404445257","0.730645004","2.935402403","3.715185664","3.866095961","3.059497564","1.66969879472593","63",1545
"1299","PBANKA_0708400.1","0.162838143","0.03607566","0.018536657","0.180632747","-0.224952179","-0.364859626","-0.850437226","-0.057830063","-0.218531895","-0.058924096","-0.064853378","-0.538127239253187","28",252
"1300","PBANKA_0708500.1","0.138706388","-0.043218629","-0.075900943","-0.014005151","-0.004353667","-0.000914125","-0.020628273","1.440489726","3.41301653","2.497877066","2.720663976","0.751632793834826","39",3903
"1301","PBANKA_0708600.1","-0.092115667","0.071485832","0.017497151","0.145391563","0.205024483","-0.302630158","-0.327027374","0.198307823","0.074377662","0.054351683","-0.005877113","-0.540670593771976","28",1179
"1302","PBANKA_0708700.1","0.200588907","-0.055948564","0.012581798","0.121814578","-0.110239166","-0.405541088","-0.584554167","-0.883291701","-2.322168538","-2.92382311","-2.234621199","1.92187511479062","42",792
"1303","PBANKA_0708800.1","-0.086744736","0.011548477","0.12240059","0.124572754","0.030569339","0.006732207","0.107333339","-0.36780474","-0.443322137","-0.641265201","-0.557284968","0.0801057060398075","18",1800
"1304","PBANKA_0708900.1","0.209652279","-0.015479351","0.042472479","0.039382185","0.129143452","-0.471836583","-1.24179186","0.335791586","0.873179646","0.712199345","1.011819591","-0.691648711882294","20",324
"1305","PBANKA_0709000.1","0.165440764","0.087786089","0.063541411","0.063002332","-0.215283396","-0.160658101","-1.102940821","0.649393263","1.858856526","2.682476663","2.423787286","-2.21780158635536","21",240
"1306","PBANKA_0709100.1","0.187843088","0.094889498","-0.110260442","0.066717402","-0.398157499","-0.109976142","-0.866819238","-0.10293107","-0.033947382","-0.770342772","-0.750184539","0.070017426629652","27",417
"1307","PBANKA_0709200.1","0.162558248","0.034046526","0.053637809","0.11169544","0.082771468","0.001064","0.040410668","-0.584577988","-2.043143184","-2.069526781","-1.639425221","-0.522509588691404","33",1743
"1308","PBANKA_0709300.1","0.039262339","0.004776606","-0.084409762","0.050732561","-0.346836959","-0.140610258","-0.874745736","-0.701827903","-2.79321651","-3.552565344","-2.270164414","1.0354866492967","42",696
"1309","PBANKA_0709400.1","-0.133396959","0.036946106","-0.068551643","-0.000129148","-0.541463309","0.009776296","-0.859748151","-0.300502753","-1.082727296","-1.134575436","-1.170465487","1.73350598075119","34",351
"1310","PBANKA_0709500.1","0.036576236","0.048542585","0.024611351","0.001854964","-0.173514274","0.005812404","0.086545224","-0.380287014","-2.06864977","-2.315745008","-1.749650742","-0.724375520296491","33",2355
"1311","PBANKA_0709600.1","-0.075455792","0.070509055","0.086693628","0.094943475","-0.362740811","0.029973875","-0.006783998","1.271266974","1.628684717","2.20738267","2.996160702","-2.46271091040718","5",663
"1312","PBANKA_0709700.1","-0.054171578","-0.073369126","0.033386469","-0.193897677","0.234394417","-0.006820311","-0.071191516","-0.519325493","-0.007951453","0.385356471","0.859728827","-2.36532023418178","3",2421
"1313","PBANKA_0709800.1","-0.190914563","0.011057657","0.093656318","-0.004155055","-0.083995504","-0.455087132","-0.890418425","-2.037818802","-1.923741457","-0.611672335","-0.883394325","1.80616498026824","25",1536
"1314","PBANKA_0709900.1","-0.039050287","-0.014850188","0.013942576","-0.183550205","0.051089158","-0.112010241","0.204891701","-0.797716626","-2.271240638","-2.237169526","-2.119513348","1.20913758497433","50",3693
"1315","PBANKA_0710000.1","0.094830226","-0.02595782","0.065329226","-0.067185074","-0.017367633","-0.395081962","0.075001253","-0.706988235","-0.870786727","-0.30974194","-0.345980552","-0.0422286162554354","18",2145
"1316","PBANKA_0710100.1","-0.0152734","-0.045964541","0.082600326","-0.082303032","0.256876502","0.006470599","0.196492902","0.384849135","0.687522664","1.024889892","0.690242955","-0.162226262320227","37",3117
"1317","PBANKA_0710200.1","-0.171909462","-0.02019689","0.076982933","-0.17023049","-0.037548715","0.276240956","-0.519788542","1.998694396","3.340914772","5.728480345","4.247598257","1.41522015083168","40",1365
"1318","PBANKA_0710300.1","-0.028582634","0.050045473","0.005017261","0.071031625","-0.298262929","0.007680982","-0.300720307","-0.084568801","-0.26906206","-0.23925573","-0.566399218","1.03796763262115","52",2118
"1319","PBANKA_0710400.1","0.079122778","-0.104475581","0.106813791","0.041541291","0.275876862","-0.307014513","-0.312802003","-0.558391362","-0.503901852","-0.035813169","-0.665004938","0.0131720637171533","52",1437
"1320","PBANKA_0710500.1","0.079085508","0.030959727","0.037853584","0.055910011","-0.097685264","-0.055407748","-0.121422075","0.00345039","0.196078509","0.099354867","-0.085020744","1.48625363244393","36",1701
"1321","PBANKA_0710600.1","0.050105456","0.001983308","-0.017367704","0.233559302","0.223679323","0.241420227","-0.086986205","1.073911805","1.869705536","1.911818561","1.035027662","-0.986739668587119","30",1791
"1322","PBANKA_0710700.1","0.299455409","0.006026103","-0.013791182","0.20395315","-0.092994303","0.07798802","0.243494133","0.224548866","0.205038733","-0.267299315","0.117785715","-1.49786801587815","19",1065
"1323","PBANKA_0710800.1","0.027588802","-0.007263203","-0.01332789","-0.202266436","0.002092303","-0.004214981","0.228468429","-0.431542135","-0.966816969","-1.458720268","-0.977162864","0.652484884619769","43",5721
"1324","PBANKA_0710900.1","0.219971734","-0.064976077","0.074399387","0.245271062","-0.135150501","-0.210362429","-1.214307314","-0.423093845","-0.204578497","0.093520205","0.17549309","-1.08598705949097","2",276
"1325","PBANKA_0711000.1","0.028295886","-0.078440071","0.115583871","-0.08379169","0.263640491","0.254295146","0.704991858","3.687513831","5.057306817","5.065137898","3.575203138","4.91943658551305","47",4026
"1326","PBANKA_0711100.1","-0.045964663","-0.010720172","0.124022463","0.036253633","0.321641691","-0.243894723","-0.00037333","-0.866471484","-1.089301608","-0.20211014","-0.833022031","0.833744463278266","52",1590
"1327","PBANKA_0711200.1","0.105134868","-0.109038127","-0.154304219","-0.147395589","-0.356274869","-0.727732196","-0.328048091","-0.498743639","-0.752425798","-0.279232546","-0.270882319","-1.50770848048502","2",1140
"1328","PBANKA_0711300.1","-0.165154509","-0.046308328","0.162411809","0.068431735","1.454797553","1.880289045","2.333580389","4.339837496","7.811514568","7.23255615","7.22190304","-1.30183944912026","16",1140
"1329","PBANKA_0711400.1","-0.223238623","0.016467388","0.15859734","-0.071637273","0.085468299","0.051921321","-0.001919526","0.696555819","1.654563133","3.529317511","4.484949405","-2.74333527696164","6",2049
"1330","PBANKA_0711500.1","0.255543884","-0.002787122","-0.082864252","0.066302547","0.168412031","-0.130578538","-0.131691234","-0.364394976","0.590234188","0.620751936","0.258197341","1.36709408485719","36",2877
"1331","PBANKA_0711600.1","0.042204761","-0.01424013","0.046270513","-0.030592809","-0.10950988","0.253282624","0.06748093","0.96095457","2.318686348","2.423408645","1.052290652","-4.20651188496886","5",2064
"1332","PBANKA_0711700.1","0.070778563","0.052401126","-0.187511067","0.029073217","-0.358284197","-0.055921103","-0.566291721","-0.524256827","-0.510844731","-0.149277969","0.026921471","-3.48252586204097","3",876
"1333","PBANKA_0711800.1","0.062126358","0.046843024","-0.226442413","-0.138392949","-0.491574662","-0.407587758","-0.215587559","-0.845854369","-2.480230851","-2.57252793","-2.007446486","0.472073922310072","50",3525
"1334","PBANKA_0711900.1","0.030077136","0.074242055","0.062982184","0.2666221","0.095887541","0.149797267","-0.248796086","0.128575654","-1.223560241","-1.553668524","-1.230108756","0.759586926608403","43",2082
"1335","PBANKA_0712000.1","0.018955642","0.109371347","-0.071840232","-0.011292282","-0.343154425","0.026859805","-0.482756213","-0.147220848","-0.57439713","-0.439630841","-0.15350163","-1.99392315939398","2",1032
"1336","PBANKA_0712100.1","-0.143703216","-0.002667468","0.047908288","-0.256441861","0.00262906","-0.211352696","0.304823891","0.337736721","1.274752004","1.444233396","1.396116403","2.82275324163565","53",3057
"1337","PBANKA_0712200.1","0.056458094","0.043692186","-0.067911501","0.065602973","-0.324326708","0.039125665","-0.523815061","1.833104445","3.255035885","4.376690475","4.225606785","-3.6547416013415","6",864
"1338","PBANKA_0712300.1","-0.048943396","0.047079622","-0.01331845","0.109237508","-0.177230812","0.048710787","-0.094029026","0.330134697","0.469357462","0.364385019","-0.223718757","1.64218489053841","36",681
"1339","PBANKA_0712400.1","-0.091296474","0.110287752","-0.0802947","0.003112329","-0.483416161","-0.002663244","-0.836224128","0.013430377","-0.457188573","0.035558382","-0.449480228","-1.56390660334206","2",582
"1340","PBANKA_0712500.1","0.105774319","-0.14278748","0.015349075","-0.095732987","0.247372596","0.683037739","-0.059818396","1.683380941","2.517054433","2.475504358","3.676321312","0.282981964805616","39",1629
"1341","PBANKA_0712600.1","0.086820687","-0.041154663","0.108886577","0.127890107","0.055713074","-0.340661677","-0.599391787","0.442257999","0.793692559","1.284138995","0.088600409","1.66331788491421","36",789
"1342","PBANKA_0712700.1","-0.16142073","0.007086858","-0.017298188","0.095119461","-0.015565524","0.265519897","0.444679954","-0.922897918","-0.630487983","0.808143897","1.224923563","-3.02420753959085","3",1839
"1343","PBANKA_0712800.1","0.185317641","0.043666959","0.019075233","-0.02316079","-0.593854535","-0.120554127","-0.259790497","-0.346676753","-1.510326687","-2.174526902","-1.581566892","-0.994573504202787","33",1086
"1344","PBANKA_0712900.1","0.09266184","0.097949004","-0.120379765","-0.002711049","-0.605963638","0.136476275","-0.870760537","1.188765419","2.860550505","3.114128632","3.65149299","-4.59939443967307","6",297
"1345","PBANKA_0713000.1","0.1092087","-0.058758689","0.11336217","0.069006214","0.167626995","-0.138709537","-0.500285667","0.136671383","0.644005594","1.874612476","1.462369519","-1.52622572714811","13",165
"1346","PBANKA_0713100.1","-0.309126219","-0.015437536","0.038154728","0.058297486","-0.107561097","-0.356069487","1.022298427","-2.036252055","-2.070972615","-1.02697972","-0.05780688","0.71600926243774","11",3447
"1347","PBANKA_0713200.1","-0.23364387","-0.002467872","0.093075461","0.035032672","-0.153265414","-0.27690954","0.912229047","0.735673378","0.675412184","2.513443109","3.369210442","-3.77598334852154","5",2889
"1348","PBANKA_0713300.1","0.208341809","-0.03849136","0.014503984","0.088732334","0.121610111","-0.447844661","-0.688327495","-0.028914123","-0.670646299","-0.032205359","-0.608997556","-0.0562798595135923","27",561
"1349","PBANKA_0713400.1","0.090118372","-0.040779258","0.015245962","0.0511038","0.537205518","0.171887472","0.252705756","-0.510510186","-0.674678487","-1.282491444","-0.954045968","1.38440566408799","43",1659
"1350","PBANKA_0713500.1","0.046909282","-0.015955288","0.225932382","0.226364067","1.143558531","1.594642714","2.415813075","1.503329005","0.832629809","-0.212639477","0.637496017","-1.55627357405568","46",5649
"1351","PBANKA_0713600.1","-0.014252197","0.090574226","0.000695088","-0.015625515","-0.374206407","0.143658157","-0.172431396","0.010030858","-0.063285608","0.318412427","0.382381952","-2.34429243149457","3",1881
"1352","PBANKA_0713700.1","0.067759207","0.016851584","0.069956558","0.147892817","0.273426927","-0.046178577","0.026393232","-0.573385006","-0.780019692","-0.7785433","0.363932733","-2.0935947396669","2",2208
"1353","PBANKA_0713800.1","0.060521716","-0.128736569","0.060170067","-0.153196659","0.319259553","0.056884992","0.284257621","0.237158746","1.054898215","1.606893874","0.8694123","0.857639576017335","37",1221
"1354","PBANKA_0713900.1","-0.104170037","-0.002020355","0.061953893","-0.125861493","-0.019611802","0.010576757","0.863580606","1.187963732","1.446799639","3.412969728","2.015989728","2.31845816069374","54",828
"1355","PBANKA_0714000.1","-0.065453687","0.011045804","0.112856505","-0.053199314","-0.430179342","0.720741358","1.542437131","3.931431097","8.309414142","9.647738961","8.989356874","-5.83165824097405","8",1041
"1356","PBANKA_0714100.1","0.119920862","-0.00486597","0.06694158","0.062336899","-0.163901053","-0.453568665","-0.878854499","0.098919234","-1.623111319","-1.597199845","-1.48382238","-0.377963429433312","26",432
"1357","PBANKA_0714200.1","0.049760037","0.01486608","-0.075367053","-0.077418329","0.171792186","0.020964551","0.060794531","-0.339007064","-0.744616838","-0.996528095","-0.751862434","-1.96443385138029","1",3135
"1358","PBANKA_0714300.1","0.044137927","-0.000733379","-0.059595366","0.01457","-0.414790645","0.158127256","0.355287669","2.987283254","6.60408131","7.831387787","5.979651802","-5.98376762536294","15",516
"1359","PBANKA_0714400.1","0.104364557","-0.04192018","0.033652836","0.038528454","0.006088109","-0.193187318","-0.605763945","0.311852514","1.553556429","1.945224458","1.334979935","1.2821445038653","38",744
"1360","PBANKA_0714500.1","-0.103009201","0.049396282","0.037911179","-0.071808412","0.417663172","0.335047992","0.485969978","3.498666675","6.484890096","7.905344057","7.480093373","2.61327850225676","48",2238
"1361","PBANKA_0714600.1","-0.124921129","-0.014667679","0.088428893","-0.133321134","0.058728073","0.319342928","0.458620577","0.91576185","2.681609057","5.444934294","4.909699984","-3.7825440652007","23",630
"1362","PBANKA_0714700.1","0.097762027","-0.054822652","-0.147857765","0.049092456","-0.292904943","-0.235404259","-0.859609839","-0.599726838","-2.119152531","-2.02769659","-1.882202372","0.766293506726482","50",555
"1363","PBANKA_0714800.1","0.065511325","0.085078421","-0.217719549","0.062364897","-0.216126686","0.143622103","-0.560849355","-0.803060826","-3.457272362","-3.040839517","-2.172007042","-0.554326945631928","41",1335
"1364","PBANKA_0714900.1","-0.168500986","-0.105710427","-0.172737426","0.193293076","0.118031551","0.670009257","1.184411401","0.314264698","-1.348185093","-0.71017963","-1.96963338","2.27642287888262","34",2058
"1365","PBANKA_0715000.1","-0.122293749","0.006422016","-0.202063932","-0.205470234","-0.344295375","-0.118486276","0.2640299","1.072896803","0.871288316","0.762828096","0.934030928","0.327939667697014","37",4467
"1366","PBANKA_0715100.1","0.157882302","-0.019721079","-0.02509364","-0.090184068","-0.010885916","-0.428810199","-0.388955004","-0.863590775","-1.577982874","-1.374456224","-1.294560317","0.274189954648879","26",1101
"1367","PBANKA_0715200.1","0.210302789","0.077507732","-0.046922715","0.049271324","-0.54394524","-0.203093381","-0.642823479","-0.445529766","-1.006383448","-1.008457123","-1.001140492","-0.683997637692409","10",810
"1368","PBANKA_0715300.1","-0.322525816","0.015128936","0.128471966","-0.153753382","-0.277773","-0.023981955","0.421118073","-0.666774087","0.081586959","1.89815512","0.550110176","2.10166883359806","29",1455
"1369","PBANKA_0715400.1","0.140173019","-0.023884748","0.099926592","0.06541477","0.018842698","-0.556974216","-0.952321611","-0.39655707","0.307813461","1.577628218","1.177706419","-0.516466716073764","20",486
"1370","PBANKA_0715500.1","-0.012334126","-0.017760407","0.118136982","0.133202576","0.223395996","-0.212220721","-0.277607072","-0.039392556","0.2609127","1.571046284","0.791393821","1.26686526372987","37",897
"1371","PBANKA_0715600.1","0.057352106","-0.008719882","0.11142139","0.167679934","0.056745834","-0.178142488","-0.506377838","-0.260141383","-0.208732772","0.275936311","-0.775513928","0.639996775439625","52",1188
"1372","PBANKA_0715700.1","-0.134986438","0.018729033","0.003507091","0.052682617","-0.120564028","0.369049323","0.034874824","-0.251626477","-0.725894574","-0.439972355","0.316332018","-1.07490805686434","18",1044
"1373","PBANKA_0715800.1","-0.003954433","-0.027337469","0.123442618","0.087829133","0.01642637","-0.129238081","-0.252389439","-0.543688951","-0.5826794","0.035823817","-0.279208462","-1.10443987332618","2",834
"1374","PBANKA_0715900.1","0.019841789","-0.040838929","-0.069488585","-0.163268375","0.200488499","-0.025808185","0.223182003","-0.252199331","-0.286936997","-0.367339966","-0.454323626","0.861301125126401","52",2592
"1375","PBANKA_0716000.1","-0.090901783","-0.033627433","0.098473022","-0.307828485","0.425836815","0.265387731","0.681459022","0.951080672","1.095864862","1.481989483","1.171652742","-0.280983098763433","30",3528
"1376","PBANKA_0716100.1","0.246200036","-0.008138699","-0.011521018","-0.007324929","0.227028523","0.224030831","0.219020811","0.391739879","0.163251532","-0.351612686","-0.682881094","0.228494233952094","45",4338
"1377","PBANKA_0716200.1","0.083298137","-0.060049544","0.09822842","-0.06583343","-0.143689836","0.049616202","-0.793118778","-0.114189222","0.685681545","3.227346532","2.696229068","-3.14214105739984","5",453
"1378","PBANKA_0716300.1","0.083340653","0.033003859","-0.01455696","0.205774663","-0.123962188","-0.137724068","-1.014016903","-0.360633804","0.268288717","1.123043706","0.723376124","-0.18204993913273","20",330
"1379","PBANKA_0716400.1","0.333548388","-0.05556072","-0.014290057","-0.032986195","-0.165382456","0.234356243","0.207745916","-0.051846998","0.778306586","1.745256624","2.360570359","0.825360595411938","29",966
"1380","PBANKA_0716500.1","-0.084898724","-0.031441389","0.248129006","0.578553673","1.717913656","1.907003843","1.891608206","3.973373976","4.430780309","5.328443193","4.072110037","2.97032583696235","47",1167
"1381","PBANKA_0716600.1","-0.231402886","-0.016441482","0.015672528","0.085740226","0.255779469","0.267452512","-0.103345944","2.219899678","2.392079756","3.908482431","2.825587097","-0.616358088901399","39",768
"1382","PBANKA_0716700.1","-0.00902882","-0.013336423","0.00709759","-0.09611074","0.228355076","-0.077006541","0.189884635","0.806458373","1.657433936","1.567717955","1.310254126","0.645672732401845","30",1806
"1383","PBANKA_0716900.1","-0.130555988","0.007553079","-0.06669347","0.038434644","-0.038177693","0.113303495","0.080784494","-1.128373336","-0.949628995","1.73870563","1.031645334","-2.31588973545074","12",825
"1384","PBANKA_0717000.1","0.164917175","0.05317866","0.054889991","0.214361046","0.08718284","-0.063722006","-0.059385779","-0.220927528","-1.539450235","-1.697549432","-1.663803252","1.10920343755688","43",1140
"1385","PBANKA_0717100.1","0.131535269","0.049945306","0.002600408","0.05040282","-0.182712842","0.032379091","-0.086553165","0.134252649","-0.763955451","-1.141664196","-0.539984983","0.157244535332711","35",1131
"1386","PBANKA_0717200.1","-0.052041883","-0.000434797","0.037134588","-0.201297755","-0.067331314","-0.041860963","0.385794905","0.853826038","1.712213021","1.332408116","0.957961612","3.49035462986366","62",4797
"1387","PBANKA_0717300.1","0.009145107","0.068021572","-0.091428979","-0.185446424","-0.352165948","-0.138718336","0.033175767","0.77127115","0.857777088","0.003044868","0.062905792","2.79184971227312","61",3645
"1388","PBANKA_0717400.1","0.158339486","-0.00137121","0.035841202","0.14638591","-0.083863719","-0.281032156","-0.555949137","-0.079910971","0.005553603","0.171295854","-0.027065433","-0.151553325260482","28",660
"1389","PBANKA_0717500.1","0.141119671","0.031514577","-0.057482249","0.118146516","-0.450176377","-0.212399865","-0.897769946","-0.388758561","-0.468461664","-0.33073958","-0.681147026","-0.263997733114824","27",720
"1390","PBANKA_0717600.1","0.280050029","-0.015305018","0.032080796","0.087096727","-0.057166457","-0.117118896","-0.589086762","0.385380665","1.350377835","1.118239183","2.051079375","-1.7345823620136","13",681
"1391","PBANKA_0717700.1","-0.052300967","-0.026978254","0.158257195","0.130396549","0.155282439","0.164023538","0.00536743","-0.808903567","-1.422899493","-0.827523068","-0.308220984","-2.11578465938541","1",1314
"1392","PBANKA_0717800.1","0.131204193","0.124335424","-0.013801094","0.079060911","-0.269734061","-0.037221303","-0.756584436","-0.250641225","-0.783592066","-1.299944779","-1.139907167","0.143159677482839","27",618
"1393","PBANKA_0717900.1","-0.113372713","0.046675211","0.153432352","0.065770311","-0.278435348","0.079623377","0.002861054","-0.370397142","-1.249933002","-1.79382045","-1.224069718","1.11550393381241","43",1344
"1394","PBANKA_0718000.1","-0.073283494","-0.014338647","0.258036126","0.167849575","0.321278194","0.588095298","0.949820058","0.02529683","-1.599437287","-2.343402296","-1.27755172","-0.806703469993962","17",1584
"1395","PBANKA_0718100.1","0.1296749","0.024561376","-0.017074112","0.049768724","0.162112663","0.23045153","0.365265657","-0.559197152","-1.984600279","-2.439479715","-2.104148083","-0.957005619817586","33",1971
"1396","PBANKA_0718200.1","0.021787696","0.061303036","-0.057449145","-0.007739404","-0.495094776","-0.468802908","-0.562290882","-0.184699222","-0.765013667","-0.846771604","-0.668374351","-0.240409648670876","27",636
"1397","PBANKA_0718300.1","0.106158718","-0.077768678","0.221690964","-0.429529741","-0.054074347","-0.753034097","-0.250536339","-1.307342394","-2.63886911","-2.497568037","-2.446017154","-0.566119232541841","41",3645
"1398","PBANKA_0718400.1","0.006332839","-0.014912576","0.00989845","-0.339530742","-0.064022737","-0.698020765","-0.234761201","-1.004953012","-1.133890522","-0.836240554","-0.713173529","-1.45207332062815","1",2958
"1399","PBANKA_0718500.1","0.250463004","-0.037187549","0.118668787","0.134098762","-0.195275859","-0.306693473","-0.463173793","0.469551516","1.050327411","2.064745667","2.409934779","-2.51217623801571","5",735
"1400","PBANKA_0718600.1","0.055305079","0.009758093","0.064055563","0.224178065","0.184501906","0.117699628","0.031736626","0.336619612","0.766273693","0.228034062","0.151931365","0.965098417611393","36",876
"1401","PBANKA_0718700.1","0.058390237","0.006623763","-0.039781689","0.262016305","0.06746895","0.125874491","-0.24081278","0.762088353","1.85668614","2.051363175","1.592885583","0.795920459993324","38",267
"1402","PBANKA_0718800.1","-0.006010176","0.012642456","-0.04291248","0.082748562","-0.236354406","-0.275953419","-1.161128164","0.974324658","1.448248286","1.866566904","1.297138509","0.903339412385454","38",576
"1403","PBANKA_0718900.1","0.153392802","0.001003164","0.034607432","-0.086846737","0.042565452","0.066290752","0.362595197","0.104706831","0.358945264","-0.981703165","-0.247376116","-2.50889344339495","1",5559
"1404","PBANKA_0719100.1","0.055954547","-0.002274969","0.012200917","0.030631193","0.16224444","1.580007946","1.399031706","4.886430431","6.917452313","7.262789493","6.088189952","-3.32997115906365","16",846
"1405","PBANKA_0719200.1","0.28489252","-0.02461296","0.143583156","-0.149269283","-0.383822085","0.111935819","0.061390734","0.946699156","1.912335614","4.003068547","2.056676487","0.56893691429506","39",1434
"1406","PBANKA_0719300.1","0.088689186","-0.093329646","0.07521435","-0.101986903","0.007937654","-0.69047608","-0.559769284","0.273739472","0.769081385","2.776195707","0.377529915","1.16206372804112","37",1764
"1407","PBANKA_0719400.1","0.092225725","0.01360493","0.028924596","-0.037487178","-0.152417967","0.154038066","0.435843126","0.003052084","-0.314898105","-1.045751839","-0.668237757","0.16528255178575","35",2004
"1408","PBANKA_0719500.1","0.012921205","0.007931137","0.066717497","-0.077917232","-0.026760924","0.173030141","0.767755831","0.199847084","0.062537815","-1.932942747","-0.568044222","-0.539751726219098","35",14493
"1409","PBANKA_0719600.1","0.218879445","0.002293182","-0.042412279","0.226054482","0.044979178","-0.104742464","-0.235097701","-0.312396704","-0.98758941","-2.005746908","-1.636921584","1.18834153696349","43",891
"1410","PBANKA_0719700.1","-0.58500179","0.001084133","0.230553212","-0.279815551","0.170754821","1.582766589","2.129195903","6.867670123","7.376440978","8.282579459","8.045939175","1.74073798326876","56",2268
"1411","PBANKA_0719800.1","-0.107326165","-0.003584862","0.111879665","0.099958781","0.760748383","1.832505657","1.563394653","5.425886929","8.431609153","8.629844177","7.930585192","-2.34393296256205","16",1329
