pool,pool_row,pool_col,plate,plate_row,plate_col,stored_materials_id,PbGEM-ID,gene_id,design_type
"barseq_0072 plate 1",A,1,Rec00012-tar,B,3,21835,PbGEM-043881,PBANKA_112710,ko
"barseq_0072 plate 1",A,2,Rec00012-tar,B,12,21841,PbGEM-121290,PBANKA_092660,ko
"barseq_0072 plate 1",A,3,Rec00015-tar,B,10,21894,PbGEM-010861,PBANKA_031580,ko
"barseq_0072 plate 1",A,4,Rec00018-tar,F,6,22156,PbGEM-053796,PBANKA_130520,ko
"barseq_0072 plate 1",A,5,Rec00020-tar,A,12,22277,PbGEM-017603,PBANKA_060440,ko
"barseq_0072 plate 1",A,6,Rec00021-tar,C,10,22387,PbGEM-022265,PBANKA_071400,ko
"barseq_0072 plate 1",A,7,Rec00022-tar,A,2,22440,PbGEM-010745,PBANKA_031480,ko
"barseq_0072 plate 1",A,8,Rec00022-tar,A,5,22443,PbGEM-015561,PBANKA_051500,ko
"barseq_0072 plate 1",A,9,Rec00022-tar,G,8,22517,PbGEM-080906,PBANKA_146130,ko
"barseq_0072 plate 1",A,10,Rec00024-tar,E,4,22660,PbGEM-015012,PBANKA_051100,ko
"barseq_0072 plate 1",A,11,Rec00025-tar,G,1,22768,PbGEM-032706,PBANKA_093290,ko
"barseq_0072 plate 1",A,12,Rec00026-tar,G,3,22859,PbGEM-061754,PBANKA_136190,ko
"barseq_0072 plate 1",B,1,Rec00026-tar,H,2,22870,PbGEM-071005,PBANKA_146060,ko
"barseq_0072 plate 1",B,2,Rec00027-tar,B,5,22891,PbGEM-026648,PBANKA_082520,ko
"barseq_0072 plate 1",B,3,Rec00028-tar,D,5,23005,PbGEM-087828,PBANKA_061540,ko
"barseq_0072 plate 1",B,4,Rec00031-tar,A,12,23235,PbGEM-036210,PBANKA_101330,ko
"barseq_0072 plate 1",B,5,Rec00032-tar,B,8,23326,PbGEM-052974,PBANKA_124670,ko
"barseq_0072 plate 1",B,6,Rec00032-tar,B,11,23329,PbGEM-016675,PBANKA_052230,ko
"barseq_0072 plate 1",B,7,Rec00032-tar,F,7,23373,PbGEM-055262,PBANKA_131530,ko
"barseq_0072 plate 1",B,8,Rec00032-tar,G,2,23380,PbGEM-059519,PBANKA_134630,ko
"barseq_0072 plate 1",B,9,Rec00033-tar,C,1,23420,PbGEM-047172,PBANKA_120530,ko
"barseq_0072 plate 1",B,10,Rec00033-tar,D,2,23433,PbGEM-087185,PBANKA_060620,ko
"barseq_0072 plate 1",B,11,rec110_gw_trans2,E,9,289515,PbGEM-533331,PBANKA_021030,ko
"barseq_0072 plate 1",B,12,rec112_gw_trans1,G,3,291672,PbGEM-534387,PBANKA_071720,ko
"barseq_0072 plate 1",C,1,rec36_gw_trans2,G,5,144750,PbGEM-237100,PBANKA_072090,ko
"barseq_0072 plate 1",C,2,rec40_gw_trans1,A,4,178394,PbGEM-261596,PBANKA_123880,ko
"barseq_0072 plate 1",C,3,rec40_gw_trans2,F,7,178550,PbGEM-257980,PBANKA_144070,ko
"barseq_0072 plate 1",C,4,rec41_gw_trans1,E,9,178819,PbGEM-228894,PBANKA_040460,ko
"barseq_0072 plate 1",C,5,rec41_gw_trans2,C,1,178880,PbGEM-228772,PBANKA_020650,ko
"barseq_0072 plate 1",C,6,rec42_gw_trans1,D,5,180663,PbGEM-260028,PBANKA_083170,ko
"barseq_0072 plate 1",C,7,rec42_gw_trans2,A,8,180723,PbGEM-233197,PBANKA_052180,ko
"barseq_0072 plate 1",C,8,rec45_gw_trans2,C,4,142841,PbGEM-264796,PBANKA_141330,ko
"barseq_0072 plate 1",C,9,rec50_gw_trans2,C,2,134355,PbGEM-337899,PBANKA_131910,ko
"barseq_0072 plate 1",C,10,rec51_gw_trans3,E,3,152257,PbGEM-325539,PBANKA_145540,ko
"barseq_0072 plate 1",C,11,rec54_gw_trans1,F,2,154314,PbGEM-319715,PBANKA_140920,ko
"barseq_0072 plate 1",C,12,rec54_gw_trans1,F,10,154322,PbGEM-269163,PBANKA_021450,ko
"barseq_0072 plate 1",D,1,rec55_gw_trans1,D,6,134650,PbGEM-238659,PBANKA_092970,ko
"barseq_0072 plate 1",D,2,rec56_gw_trans1,A,7,182829,PbGEM-247136,PBANKA_112390,ko
"barseq_0072 plate 1",D,3,rec56_gw_trans1,C,10,182856,PbGEM-264508,PBANKA_051770,ko
"barseq_0072 plate 1",D,4,rec56_gw_trans1,D,5,182863,PbGEM-265276,PBANKA_070440,ko
"barseq_0072 plate 1",D,5,rec57_gw_trans3,D,5,187035,PbGEM-321587,PBANKA_142520,ko
