pool,pool_row,pool_col,plate,plate_row,plate_col,stored_materials_id,PbGEM-ID,gene_id,design_type
"barseq_0069 plate 1",C,11,rec39_gw_trans1,E,8,143892,PbGEM-242532,PBANKA_103360,ko
"barseq_0069 plate 1",C,12,rec39_gw_trans1,E,10,143894,PbGEM-244426,PBANKA_111470,ko
"barseq_0069 plate 1",D,1,rec39_gw_trans1,F,4,143900,PbGEM-256341,PBANKA_143400,ko
"barseq_0069 plate 1",D,2,rec39_gw_trans2,F,5,143994,PbGEM-245297,PBANKA_110480,ko
"barseq_0069 plate 1",D,3,rec41_gw_trans2,E,10,178913,PbGEM-243822,PBANKA_100550,ko
"barseq_0069 plate 1",D,4,rec42_gw_trans1,B,12,180646,PbGEM-232086,PBANKA_051535,ko
"barseq_0069 plate 1",D,5,rec42_gw_trans1,E,10,180680,PbGEM-263492,PBANKA_102020,ko
"barseq_0069 plate 1",D,6,rec45_gw_trans1,E,4,142772,PbGEM-264780,PBANKA_061960,ko
"barseq_0069 plate 1",D,7,rec46_gw_trans1,C,5,141535,PbGEM-228846,PBANKA_040430,ko
"barseq_0069 plate 1",D,8,rec49_gw_trans1,D,8,144252,PbGEM-322203,PBANKA_143090,ko
"barseq_0069 plate 1",D,9,rec49_gw_trans4,E,6,144541,PbGEM-298173,PBANKA_110330,ko
"barseq_0069 plate 1",D,10,rec50_gw_trans1,A,2,134238,PbGEM-328843,PBANKA_040470,ko
"barseq_0069 plate 1",D,11,rec50_gw_trans2,A,6,134335,PbGEM-329163,PBANKA_041710,ko
"barseq_0069 plate 1",D,12,rec51_gw_trans2,B,1,152126,PbGEM-338923,PBANKA_135460,ko
"barseq_0069 plate 1",E,1,rec51_gw_trans3,A,12,152218,PbGEM-322939,PBANKA_143590,ko
"barseq_0069 plate 1",E,2,rec51_gw_trans4,D,2,152337,PbGEM-252132,PBANKA_133820,ko
"barseq_0069 plate 1",E,3,rec52_gw_trans1,G,9,152473,PbGEM-290089,PBANKA_092600,ko
"barseq_0069 plate 1",E,4,rec52_gw_trans1,H,2,152478,PbGEM-335707,PBANKA_113280,ko
"barseq_0069 plate 1",E,5,rec52_gw_trans4,B,8,152691,PbGEM-274330,PBANKA_050720,ko
"barseq_0069 plate 1",E,6,rec53_gw_trans1,B,9,182299,PbGEM-298997,PBANKA_110990,ko
"barseq_0069 plate 1",E,7,rec53_gw_trans4,G,12,182641,PbGEM-336467,PBANKA_121440,ko
"barseq_0069 plate 1",E,8,rec54_gw_trans1,A,2,154254,PbGEM-332595,PBANKA_091510,ko
"barseq_0069 plate 1",E,9,rec54_gw_trans1,B,5,154269,PbGEM-290936,PBANKA_093190,ko
"barseq_0069 plate 1",E,10,rec54_gw_trans1,B,8,154272,PbGEM-330539,PBANKA_070200,ko
"barseq_0069 plate 1",E,11,rec54_gw_trans2,B,10,154367,PbGEM-292784,PBANKA_100250,ko
"barseq_0069 plate 1",E,12,rec57_gw_trans1,G,9,186895,PbGEM-335947,PBANKA_114320,ko
"barseq_0069 plate 1",F,1,rec57_gw_trans4,A,12,187096,PbGEM-313077,PBANKA_132330,ko
"barseq_0069 plate 1",F,2,rec59_gw_trans1,A,1,189079,PbGEM-269179,PBANKA_021460,ko
"barseq_0069 plate 1",F,3,rec59_gw_trans1,G,11,189161,PbGEM-338811,PBANKA_134980,ko
"barseq_0069 plate 1",F,4,rec59_gw_trans1,H,6,189168,PbGEM-340155,PBANKA_143320,ko
"barseq_0069 plate 1",F,5,rec59_gw_trans3,H,9,189357,PbGEM-341107,PBANKA_146100,ko
"barseq_0069 plate 1",F,6,rec60_gw_trans1,B,4,208867,PbGEM-287242,PBANKA_090250,ko
"barseq_0069 plate 1",F,7,rec60_gw_trans2,B,6,208962,PbGEM-330011,PBANKA_060380,ko
"barseq_0069 plate 1",F,8,rec60_gw_trans3,A,6,209043,PbGEM-334667,PBANKA_110150,ko
"barseq_0069 plate 1",F,9,rec61_gw_trans2,G,6,210129,PbGEM-309377,PBANKA_124400,ko
"barseq_0069 plate 1",F,10,rec63_gw_trans1,C,12,207431,PbGEM-238655,PBANKA_081680,ko
"barseq_0069 plate 1",F,11,rec63_gw_trans1,G,5,207472,PbGEM-343052,PBANKA_132360,ko
"barseq_0069 plate 1",F,12,rec63_gw_trans2,B,11,207511,PbGEM-342108,PBANKA_081420,ko
"barseq_0069 plate 1",G,1,rec63_gw_trans4,C,10,207708,PbGEM-232621,PBANKA_051850,ko
"barseq_0069 plate 1",G,2,rec65_gw_trans2,H,2,212366,PbGEM-333539,PBANKA_100590,ko
"barseq_0069 plate 1",G,3,rec67_gw_trans1,C,6,218612,PbGEM-282394,PBANKA_071960,ko
"barseq_0069 plate 1",G,4,rec67_gw_trans1,E,8,218638,PbGEM-248759,PBANKA_112900,ko
"barseq_0069 plate 1",G,5,rec67_gw_trans2,E,6,218729,PbGEM-321843,PBANKA_142810,ko
"barseq_0069 plate 1",G,6,rec67_gw_trans2,H,4,218763,PbGEM-292384,PBANKA_094390,ko
"barseq_0069 plate 1",G,7,rec74_gw_trans1,B,6,229333,PbGEM-328387,PBANKA_030210,ko
"barseq_0069 plate 1",G,8,rec74_gw_trans1,G,8,229395,PbGEM-328507,PBANKA_030660,ko
"barseq_0069 plate 1",G,9,rec74_gw_trans2,F,12,229480,PbGEM-271858,PBANKA_040590,ko
"barseq_0069 plate 1",G,10,rec75_gw_trans2,G,2,231714,PbGEM-334907,PBANKA_110820,ko
"barseq_0069 plate 1",G,11,rec75_gw_trans3,E,4,231785,PbGEM-327755,PBANKA_010720,ko
"barseq_0069 plate 1",G,12,rec75_gw_trans3,E,9,231790,PbGEM-331387,PBANKA_080610,ko
"barseq_0069 plate 1",H,1,rec76_gw_trans2,E,7,235043,PbGEM-267131,PBANKA_010960,ko
"barseq_0069 plate 1",H,2,rec76_gw_trans2,G,1,235061,PbGEM-270690,PBANKA_031130,ko
"barseq_0069 plate 1",H,3,rec77_gw_trans2,B,7,232775,PbGEM-267067,PBANKA_010890,ko
"barseq_0069 plate 1",H,4,rec78_gw_trans1,F,11,233850,PbGEM-272986,PBANKA_041540,ko
"barseq_0069 plate 1",H,5,rec78_gw_trans3,D,4,234005,PbGEM-278298,PBANKA_061300,ko
"barseq_0069 plate 1",H,6,rec79_gw_trans1,C,2,239589,PbGEM-281914,PBANKA_071540,ko
"barseq_0069 plate 1",H,7,rec80_gw_trans1,A,2,240681,PbGEM-299315,PBANKA_111270,ko
"barseq_0069 plate 1",H,8,rec82_gw_trans3,G,2,257485,PbGEM-285842,PBANKA_082820,ko
"barseq_0069 plate 1",H,9,rec84_gw_trans3,H,5,243186,PbGEM-297446,PBANKA_103850,ko
"barseq_0069 plate 1",H,10,rec84_gw_trans4,D,2,243228,PbGEM-335779,PBANKA_113590,ko
"barseq_0069 plate 1",H,11,rec85_gw_trans1,A,5,253324,PbGEM-340195,PBANKA_143430,ko
"barseq_0069 plate 1",H,12,rec85_gw_trans1,A,10,253329,PbGEM-286738,PBANKA_083550,ko
"barseq_0069 plate 2",A,1,rec85_gw_trans1,B,10,253341,PbGEM-334475,PBANKA_103480,ko
"barseq_0069 plate 2",A,2,rec86_gw_trans1,B,3,245158,PbGEM-334571,PBANKA_103870,ko
"barseq_0069 plate 2",A,3,rec86_gw_trans4,D,4,245462,PbGEM-340587,PBANKA_144590,ko
"barseq_0069 plate 2",A,4,rec94_gw_trans1,A,6,270086,PbGEM-330907,PBANKA_071440,ko
"barseq_0069 plate 2",A,5,rec99_gw_trans1,B,10,287155,PbGEM-280330,PBANKA_070350,ko
"barseq_0069 plate 2",A,6,rec99_gw_trans1,B,12,287157,PbGEM-334747,PBANKA_110410,ko
