pool,pool_row,pool_col,plate,plate_row,plate_col,stored_materials_id,PbGEM-ID,gene_id,design_type
"barseq_0066 plate 1",F,11,rec61_gw_trans1,E,4,210011,PbGEM-286250,PBANKA_083180,ko
"barseq_0066 plate 1",F,12,rec64_gw_trans2,G,8,207932,PbGEM-343452,PBANKA_145920,ko
"barseq_0066 plate 1",G,1,rec65_gw_trans1,D,6,212229,PbGEM-271442,PBANKA_040240,ko
"barseq_0066 plate 1",G,2,rec65_gw_trans3,B,9,212394,PbGEM-328747,PBANKA_040060,ko
"barseq_0066 plate 1",G,3,rec66_gw_trans1,A,3,215853,PbGEM-318395,PBANKA_140020,ko
"barseq_0066 plate 1",G,4,rec66_gw_trans1,A,10,215860,PbGEM-286938,PBANKA_090030,ko
"barseq_0066 plate 1",G,5,rec68_gw_trans4,A,2,211352,PbGEM-334035,PBANKA_102070,ko
"barseq_0066 plate 1",G,6,rec73_gw_trans1,F,3,228262,PbGEM-277090,PBANKA_060300,ko
"barseq_0066 plate 1",G,7,rec74_gw_trans2,H,9,229501,PbGEM-268195,PBANKA_020670,ko
"barseq_0066 plate 1",G,8,rec76_gw_trans1,E,5,234948,PbGEM-272202,PBANKA_040950,ko
"barseq_0066 plate 1",G,9,rec76_gw_trans2,E,4,235040,PbGEM-277818,PBANKA_060880,ko
"barseq_0066 plate 1",G,10,rec77_gw_trans1,H,8,232755,PbGEM-336427,PBANKA_121320,ko
"barseq_0066 plate 1",G,11,rec78_gw_trans1,D,2,233817,PbGEM-329075,PBANKA_041340,ko
"barseq_0066 plate 1",G,12,rec78_gw_trans1,F,12,233851,PbGEM-335099,PBANKA_111520,ko
"barseq_0066 plate 1",H,1,rec78_gw_trans1,G,1,233852,PbGEM-288737,PBANKA_091410,ko
"barseq_0066 plate 1",H,2,rec78_gw_trans1,H,4,233867,PbGEM-336539,PBANKA_121630,ko
"barseq_0066 plate 1",H,3,rec79_gw_trans1,B,7,239582,PbGEM-330915,PBANKA_071450,ko
"barseq_0066 plate 1",H,4,rec79_gw_trans2,E,11,239715,PbGEM-329707,PBANKA_051710,ko
"barseq_0066 plate 1",H,5,rec80_gw_trans2,F,3,240835,PbGEM-331683,PBANKA_081940,ko
"barseq_0066 plate 1",H,6,rec81_gw_trans1,C,8,244059,PbGEM-337939,PBANKA_132010,ko
"barseq_0066 plate 1",H,7,rec81_gw_trans1,G,2,244101,PbGEM-336811,PBANKA_122510,ko
"barseq_0066 plate 1",H,8,rec82_gw_trans2,C,9,257351,PbGEM-289969,PBANKA_092500,ko
"barseq_0066 plate 1",H,9,rec83_gw_trans1,A,12,246271,PbGEM-285522,PBANKA_082530,ko
"barseq_0066 plate 1",H,10,rec83_gw_trans2,E,7,246407,PbGEM-335691,PBANKA_113240,ko
"barseq_0066 plate 1",H,11,rec84_gw_trans2,F,7,243071,PbGEM-314709,PBANKA_133650,ko
"barseq_0066 plate 1",H,12,rec85_gw_trans1,G,9,253400,PbGEM-324235,PBANKA_144570,ko
"barseq_0066 plate 2",A,1,rec85_gw_trans2,B,8,253432,PbGEM-337115,PBANKA_123590,ko
"barseq_0066 plate 2",A,2,rec88_gw_trans1,D,5,260134,PbGEM-307226,PBANKA_122680,ko
"barseq_0066 plate 2",A,3,Rec_kinome-tar,B,4,23598,PbGEM-072502,PBANKA_082710,ko
