pool,pool_row,pool_col,plate,plate_row,plate_col,stored_materials_id,PbGEM-ID,gene_id,design_type
"barseq_0068 plate 1",A,1,Rec00012-tar,E,7,21858,PbGEM-121322,PBANKA_041050,ko
"barseq_0068 plate 1",A,2,Rec00015-tar,D,9,21903,PbGEM-018144,PBANKA_060800,ko
"barseq_0068 plate 1",A,3,Rec00018-tar,G,12,22174,PbGEM-030772,PBANKA_091860,ko
"barseq_0068 plate 1",A,4,Rec00021-tar,D,5,22394,PbGEM-011394,PBANKA_040410,ko
"barseq_0068 plate 1",A,5,Rec00021-tar,D,6,22395,PbGEM-030788,PBANKA_091870,ko
"barseq_0068 plate 1",A,6,Rec00021-tar,E,9,22410,PbGEM-086151,PBANKA_051520,ko
"barseq_0068 plate 1",A,7,Rec00021-tar,F,4,22417,PbGEM-103704,PBANKA_123730,ko
"barseq_0068 plate 1",A,8,Rec00022-tar,B,6,22456,PbGEM-026405,PBANKA_082320,ko
"barseq_0068 plate 1",A,9,Rec00022-tar,B,7,22457,PbGEM-026560,PBANKA_082430,ko
"barseq_0068 plate 1",A,10,Rec00022-tar,B,8,22458,PbGEM-027375,PBANKA_083040,ko
"barseq_0068 plate 1",A,11,Rec00022-tar,D,8,22482,PbGEM-058133,PBANKA_133660,ko
"barseq_0068 plate 1",A,12,Rec00022-tar,H,1,22522,PbGEM-080757,PBANKA_145770,ko
"barseq_0068 plate 1",B,1,Rec00023-tar,A,10,22533,PbGEM-036774,PBANKA_101700,ko
"barseq_0068 plate 1",B,2,Rec00024-tar,F,4,22671,PbGEM-022409,PBANKA_071490,ko
"barseq_0068 plate 1",B,3,Rec00025-tar,A,3,22700,PbGEM-043599,PBANKA_112510,ko
"barseq_0068 plate 1",B,4,Rec00025-tar,B,4,22713,PbGEM-051034,PBANKA_123230,ko
"barseq_0068 plate 1",B,5,Rec00025-tar,F,5,22760,PbGEM-042878,PBANKA_112020,ko
"barseq_0068 plate 1",B,6,Rec00026-tar,C,7,22816,PbGEM-030028,PBANKA_091260,ko
"barseq_0068 plate 1",B,7,Rec00027-tar,F,8,22942,PbGEM-041992,PBANKA_111370,ko
"barseq_0068 plate 1",B,8,Rec00027-tar,G,4,22950,PbGEM-048328,PBANKA_121340,ko
"barseq_0068 plate 1",B,9,Rec00029-tar,A,8,23062,PbGEM-110413,PBANKA_141910,ko
"barseq_0068 plate 1",B,10,Rec00029-tar,F,6,23120,PbGEM-101938,PBANKA_120800,ko
"barseq_0068 plate 1",B,11,Rec00032-tar,D,8,23350,PbGEM-069268,PBANKA_144900,ko
"barseq_0068 plate 1",B,12,Rec00032-tar,E,8,23362,PbGEM-064944,PBANKA_141930,ko
"barseq_0068 plate 1",C,1,Rec00033-tar,G,9,23476,PbGEM-100629,PBANKA_113740,ko
"barseq_0068 plate 1",C,2,rec101_gw_trans1,B,10,286039,PbGEM-257060,PBANKA_142150,ko
"barseq_0068 plate 1",C,3,rec112_gw_trans1,H,6,291687,PbGEM-533923,PBANKA_051950,ko
"barseq_0068 plate 1",C,4,rec36_gw_trans1,G,2,144654,PbGEM-258884,PBANKA_145910,ko
"barseq_0068 plate 1",C,5,rec39_gw_trans1,C,7,143867,PbGEM-239637,PBANKA_082030,ko
"barseq_0068 plate 1",C,6,rec39_gw_trans2,E,2,143979,PbGEM-258539,PBANKA_144490,ko
"barseq_0068 plate 1",C,7,rec40_gw_trans3,G,9,178657,PbGEM-241496,PBANKA_102970,ko
"barseq_0068 plate 1",C,8,rec41_gw_trans1,B,6,178780,PbGEM-254500,PBANKA_142750,ko
"barseq_0068 plate 1",C,9,rec42_gw_trans1,A,3,180625,PbGEM-258421,PBANKA_144400,ko
"barseq_0068 plate 1",C,10,rec43_gw_trans1,B,3,181009,PbGEM-237372,PBANKA_081110,ko
"barseq_0068 plate 1",C,11,rec44_gw_trans3,D,6,142228,PbGEM-264084,PBANKA_110320,ko
"barseq_0068 plate 1",C,12,rec45_gw_trans1,B,8,142740,PbGEM-265612,PBANKA_071830,ko
