pool,pool_row,pool_col,plate,plate_row,plate_col,stored_materials_id,PbGEM-ID,gene_id,design_type
"barseq_0068 plate 1",D,1,rec45_gw_trans1,C,6,142750,PbGEM-265044,PBANKA_071750,ko
"barseq_0068 plate 1",D,2,rec45_gw_trans4,H,9,143092,PbGEM-264324,PBANKA_134650,ko
"barseq_0068 plate 1",D,3,rec47_gw_trans1,D,2,142410,PbGEM-238901,PBANKA_081760,ko
"barseq_0068 plate 1",D,4,rec48_gw_trans1,A,4,143468,PbGEM-280034,PBANKA_070130,ko
"barseq_0068 plate 1",D,5,rec48_gw_trans1,A,12,143476,PbGEM-277538,PBANKA_060610,ko
"barseq_0068 plate 1",D,6,rec48_gw_trans4,F,3,143806,PbGEM-317331,PBANKA_135750,ko
"barseq_0068 plate 1",D,7,rec49_gw_trans1,D,4,144248,PbGEM-282066,PBANKA_071650,ko
"barseq_0068 plate 1",D,8,rec50_gw_trans1,A,1,134237,PbGEM-276786,PBANKA_052480,ko
"barseq_0068 plate 1",D,9,rec50_gw_trans3,C,6,134452,PbGEM-327715,PBANKA_010620,ko
"barseq_0068 plate 1",D,10,rec52_gw_trans1,F,2,152454,PbGEM-291216,PBANKA_093380,ko
"barseq_0068 plate 1",D,11,rec52_gw_trans2,B,2,152499,PbGEM-336355,PBANKA_121140,ko
"barseq_0068 plate 1",D,12,rec53_gw_trans1,B,5,182295,PbGEM-299651,PBANKA_111610,ko
"barseq_0068 plate 1",E,1,rec57_gw_trans4,C,11,187119,PbGEM-305842,PBANKA_121680,ko
"barseq_0068 plate 1",E,2,rec59_gw_trans2,B,2,189185,PbGEM-337299,PBANKA_124380,ko
"barseq_0068 plate 1",E,3,rec60_gw_trans1,D,7,208894,PbGEM-328947,PBANKA_040780,ko
"barseq_0068 plate 1",E,4,rec60_gw_trans2,F,6,209010,PbGEM-329547,PBANKA_051060,ko
"barseq_0068 plate 1",E,5,rec60_gw_trans3,E,10,209095,PbGEM-299083,PBANKA_111050,ko
"barseq_0068 plate 1",E,6,rec62_gw_trans1,A,10,207033,PbGEM-341908,PBANKA_050230,ko
"barseq_0068 plate 1",E,7,rec62_gw_trans2,A,12,207128,PbGEM-341828,PBANKA_040220,ko
"barseq_0068 plate 1",E,8,rec62_gw_trans4,A,6,207308,PbGEM-341900,PBANKA_050170,ko
"barseq_0068 plate 1",E,9,rec63_gw_trans1,C,11,207430,PbGEM-341892,PBANKA_041770,ko
"barseq_0068 plate 1",E,10,rec63_gw_trans1,G,7,207474,PbGEM-342636,PBANKA_112670,ko
"barseq_0068 plate 1",E,11,rec63_gw_trans2,A,8,207496,PbGEM-342804,PBANKA_121040,ko
"barseq_0068 plate 1",E,12,rec63_gw_trans2,G,1,207561,PbGEM-343316,PBANKA_142530,ko
"barseq_0068 plate 1",F,1,rec63_gw_trans2,G,2,207562,PbGEM-342140,PBANKA_082380,ko
"barseq_0068 plate 1",F,2,rec64_gw_trans1,D,12,207815,PbGEM-342364,PBANKA_094010,ko
"barseq_0068 plate 1",F,3,rec64_gw_trans4,A,6,208028,PbGEM-343036,PBANKA_131870,ko
"barseq_0068 plate 1",F,4,rec65_gw_trans1,D,5,212228,PbGEM-333419,PBANKA_100210,ko
"barseq_0068 plate 1",F,5,rec67_gw_trans4,C,8,218893,PbGEM-276002,PBANKA_051900,ko
"barseq_0068 plate 1",F,6,rec67_gw_trans4,H,2,218947,PbGEM-303170,PBANKA_114370,ko
"barseq_0068 plate 1",F,7,rec68_gw_trans3,A,6,211263,PbGEM-287946,PBANKA_090780,ko
"barseq_0068 plate 1",F,8,rec74_gw_trans2,A,7,229415,PbGEM-329923,PBANKA_060090,ko
"barseq_0068 plate 1",F,9,rec74_gw_trans3,G,3,229576,PbGEM-266691,PBANKA_010580,ko
"barseq_0068 plate 1",F,10,rec75_gw_trans1,A,3,231550,PbGEM-303650,PBANKA_120110,ko
"barseq_0068 plate 1",F,11,rec75_gw_trans1,C,7,231578,PbGEM-270099,PBANKA_030650,ko
"barseq_0068 plate 1",F,12,rec75_gw_trans1,D,11,231594,PbGEM-336251,PBANKA_120710,ko
"barseq_0068 plate 1",G,1,rec75_gw_trans1,H,9,231640,PbGEM-298853,PBANKA_110890,ko
"barseq_0068 plate 1",G,2,rec76_gw_trans1,B,1,234908,PbGEM-329395,PBANKA_050630,ko
"barseq_0068 plate 1",G,3,rec76_gw_trans1,G,2,234969,PbGEM-283762,PBANKA_080810,ko
"barseq_0068 plate 1",G,4,rec76_gw_trans1,H,1,234980,PbGEM-334995,PBANKA_111090,ko
"barseq_0068 plate 1",G,5,rec76_gw_trans2,A,3,234991,PbGEM-304362,PBANKA_120570,ko
"barseq_0068 plate 1",G,6,rec76_gw_trans2,H,9,235081,PbGEM-270810,PBANKA_031210,ko
"barseq_0068 plate 1",G,7,rec77_gw_trans2,B,1,232769,PbGEM-329451,PBANKA_050790,ko
"barseq_0068 plate 1",G,8,rec77_gw_trans2,G,1,232829,PbGEM-299227,PBANKA_111210,ko
"barseq_0068 plate 1",G,9,rec79_gw_trans1,A,6,239569,PbGEM-288322,PBANKA_091100,ko
"barseq_0068 plate 1",G,10,rec79_gw_trans2,G,6,239734,PbGEM-289193,PBANKA_091690,ko
"barseq_0068 plate 1",G,11,rec80_gw_trans1,E,1,240728,PbGEM-331667,PBANKA_081840,ko
"barseq_0068 plate 1",G,12,rec80_gw_trans1,G,1,240752,PbGEM-337907,PBANKA_131940,ko
"barseq_0068 plate 1",H,1,rec81_gw_trans1,D,5,244068,PbGEM-337971,PBANKA_132100,ko
"barseq_0068 plate 1",H,2,rec81_gw_trans2,G,5,244197,PbGEM-313053,PBANKA_132320,ko
"barseq_0068 plate 1",H,3,rec83_gw_trans1,E,5,246312,PbGEM-334315,PBANKA_103040,ko
"barseq_0068 plate 1",H,4,rec83_gw_trans1,H,8,246351,PbGEM-334403,PBANKA_103330,ko
"barseq_0068 plate 1",H,5,rec83_gw_trans2,G,4,246428,PbGEM-322779,PBANKA_143500,ko
"barseq_0068 plate 1",H,6,rec84_gw_trans2,E,4,243056,PbGEM-334467,PBANKA_103460,ko
"barseq_0068 plate 1",H,7,rec85_gw_trans2,G,6,253490,PbGEM-336035,PBANKA_114550,ko
"barseq_0068 plate 1",H,8,rec87_gw_trans1,C,9,258918,PbGEM-330067,PBANKA_060690,ko
"barseq_0068 plate 1",H,9,rec87_gw_trans4,D,12,259212,PbGEM-336347,PBANKA_121090,ko
"barseq_0068 plate 1",H,10,rec89_gw_trans1,E,1,261258,PbGEM-317507,PBANKA_135870,ko
"barseq_0068 plate 1",H,11,rec89_gw_trans4,G,3,261563,PbGEM-316451,PBANKA_134970,ko
"barseq_0068 plate 1",H,12,rec92_gw_trans2,C,5,263563,PbGEM-273898,PBANKA_050330,ko
"barseq_0068 plate 2",A,1,rec94_gw_trans3,G,8,270346,PbGEM-342756,PBANKA_114140,ko
"barseq_0068 plate 2",A,2,rec99_gw_trans1,D,2,287171,PbGEM-330635,PBANKA_070490,ko
"barseq_0068 plate 2",A,3,RecAP2_primer-tar,A,3,26814,PbGEM-226373,PBANKA_093230,ko
"barseq_0068 plate 2",A,4,RecAP2_primer-tar,C,10,26849,PbGEM-226413,PBANKA_136370,ko
