pool,pool_row,pool_col,plate,plate_row,plate_col,stored_materials_id,PbGEM-ID,gene_id,design_type
"barseq_0076 plate 1",D,1,rec55_gw_trans4,E,7,134942,PbGEM-229574,PBANKA_040750,ko
"barseq_0076 plate 1",D,2,rec59_gw_trans1,A,4,189082,PbGEM-297678,PBANKA_104030,ko
"barseq_0076 plate 1",D,3,rec59_gw_trans4,H,5,189446,PbGEM-340043,PBANKA_142890,ko
"barseq_0076 plate 1",D,4,rec60_gw_trans1,E,3,208902,PbGEM-267147,PBANKA_010970,ko
"barseq_0076 plate 1",D,5,rec60_gw_trans1,F,10,208921,PbGEM-288370,PBANKA_091130,ko
"barseq_0076 plate 1",D,6,rec60_gw_trans1,G,5,208928,PbGEM-272858,PBANKA_041450,ko
"barseq_0076 plate 1",D,7,rec60_gw_trans1,G,12,208935,PbGEM-284146,PBANKA_081280,ko
"barseq_0076 plate 1",D,8,rec61_gw_trans1,C,5,209988,PbGEM-306778,PBANKA_122410,ko
"barseq_0076 plate 1",D,9,rec61_gw_trans3,B,4,210159,PbGEM-284922,PBANKA_081910,ko
"barseq_0076 plate 1",D,10,rec62_gw_trans2,F,1,207177,PbGEM-341860,PBANKA_040930,ko
"barseq_0076 plate 1",D,11,rec62_gw_trans2,H,1,207201,PbGEM-341820,PBANKA_031380,ko
"barseq_0076 plate 1",D,12,rec63_gw_trans1,E,5,207448,PbGEM-342244,PBANKA_092010,ko
"barseq_0076 plate 1",E,1,rec64_gw_trans3,F,7,208004,PbGEM-343156,PBANKA_134720,ko
"barseq_0076 plate 1",E,2,rec67_gw_trans2,C,12,218711,PbGEM-329195,PBANKA_041830,ko
"barseq_0076 plate 1",E,3,rec71_gw_trans3,E,8,230673,PbGEM-313181,PBANKA_132400,ko
"barseq_0076 plate 1",E,4,rec74_gw_trans2,A,1,229409,PbGEM-331139,PBANKA_080040,ko
"barseq_0076 plate 1",E,5,rec77_gw_trans1,E,8,232719,PbGEM-328643,PBANKA_031220,ko
"barseq_0076 plate 1",E,6,rec77_gw_trans1,F,7,232730,PbGEM-332483,PBANKA_091140,ko
"barseq_0076 plate 1",E,7,rec77_gw_trans2,H,6,232846,PbGEM-329067,PBANKA_041320,ko
"barseq_0076 plate 1",E,8,rec78_gw_trans2,D,6,233914,PbGEM-305410,PBANKA_121380,ko
"barseq_0076 plate 1",E,9,rec78_gw_trans3,B,1,233978,PbGEM-270858,PBANKA_031230,ko
"barseq_0076 plate 1",E,10,rec79_gw_trans1,G,7,239642,PbGEM-312157,PBANKA_131670,ko
"barseq_0076 plate 1",E,11,rec83_gw_trans1,G,7,246338,PbGEM-337075,PBANKA_123380,ko
"barseq_0076 plate 1",E,12,rec83_gw_trans1,H,1,246344,PbGEM-332107,PBANKA_083510,ko
"barseq_0076 plate 1",F,1,rec84_gw_trans4,A,5,243195,PbGEM-285962,PBANKA_082940,ko
"barseq_0076 plate 1",F,2,rec86_gw_trans4,C,6,245452,PbGEM-335979,PBANKA_114430,ko
"barseq_0076 plate 1",F,3,rec89_gw_trans3,E,4,261447,PbGEM-317603,PBANKA_135940,ko
"barseq_0076 plate 1",F,4,rec95_gw_trans1,D,8,275583,PbGEM-338243,PBANKA_132980,ko
"barseq_0076 plate 1",F,5,rec95_gw_trans1,G,6,275617,PbGEM-234172,PBANKA_070620,ko
"barseq_0076 plate 1",F,6,rec95_gw_trans2,C,2,275658,PbGEM-334459,PBANKA_103430,ko
