pool,pool_row,pool_col,plate,plate_row,plate_col,stored_materials_id,PbGEM-ID,gene_id,design_type
"barseq_0067 plate 1",A,1,Rec00012-tar,D,9,21852,PbGEM-026174,PBANKA_082040,ko
"barseq_0067 plate 1",A,2,Rec00015-tar,F,11,21916,PbGEM-050079,PBANKA_122550,ko
"barseq_0067 plate 1",A,3,Rec00017-tar,C,2,22031,PbGEM-105530,PBANKA_131800,ko
"barseq_0067 plate 1",A,4,Rec00017-tar,G,12,22086,PbGEM-045681,PBANKA_113980,ko
"barseq_0067 plate 1",A,5,Rec00021-tar,B,7,22372,PbGEM-029200,PBANKA_090710,ko
"barseq_0067 plate 1",A,6,Rec00021-tar,C,5,22382,PbGEM-062978,PBANKA_140500,ko
"barseq_0067 plate 1",A,7,Rec00021-tar,F,3,22416,PbGEM-086037,PBANKA_051300,ko
"barseq_0067 plate 1",A,8,Rec00022-tar,A,7,22445,PbGEM-018233,PBANKA_060860,ko
"barseq_0067 plate 1",A,9,Rec00022-tar,C,8,22470,PbGEM-042760,PBANKA_111920,ko
"barseq_0067 plate 1",A,10,Rec00023-tar,A,9,22532,PbGEM-014629,PBANKA_050830,ko
"barseq_0067 plate 1",A,11,Rec00024-tar,F,11,22678,PbGEM-016150,PBANKA_051880,ko
"barseq_0067 plate 1",A,12,Rec00025-tar,B,1,22710,PbGEM-066047,PBANKA_142720,ko
"barseq_0067 plate 1",B,1,Rec00027-tar,D,4,22914,PbGEM-010777,PBANKA_031500,ko
"barseq_0067 plate 1",B,2,Rec00028-tar,A,8,22972,PbGEM-026453,PBANKA_082350,ko
"barseq_0067 plate 1",B,3,Rec00030-tar,A,11,23151,PbGEM-083698,PBANKA_031180,ko
"barseq_0067 plate 1",B,4,Rec00031-tar,C,1,23248,PbGEM-062339,PBANKA_140070,ko
"barseq_0067 plate 1",B,5,Rec00031-tar,E,2,23273,PbGEM-110533,PBANKA_142160,ko
"barseq_0067 plate 1",B,6,Rec00032-tar,G,5,23383,PbGEM-060427,PBANKA_135250,ko
"barseq_0067 plate 1",B,7,Rec00032-tar,H,2,23392,PbGEM-020924,PBANKA_070470,ko
"barseq_0067 plate 1",B,8,Rec00033-tar,A,6,23401,PbGEM-038941,PBANKA_103240,ko
"barseq_0067 plate 1",B,9,Rec00033-tar,C,9,23428,PbGEM-099647,PBANKA_112470,ko
"barseq_0067 plate 1",B,10,Rec00033-tar,D,8,23439,PbGEM-079841,PBANKA_144480,ko
"barseq_0067 plate 1",B,11,Rec00033-tar,E,2,23445,PbGEM-109573,PBANKA_140790,ko
"barseq_0067 plate 1",B,12,Rec00033-tar,F,12,23467,PbGEM-109406,PBANKA_140480,ko
"barseq_0067 plate 1",C,1,Rec00033-tar,G,5,23472,PbGEM-100268,PBANKA_113230,ko
"barseq_0067 plate 1",C,2,rec110_gw_trans1,A,5,289370,PbGEM-534451,PBANKA_080030,ko
"barseq_0067 plate 1",C,3,rec36_gw_trans1,A,12,144592,PbGEM-258996,PBANKA_146070,ko
"barseq_0067 plate 1",C,4,rec36_gw_trans1,G,4,144656,PbGEM-234257,PBANKA_070660,ko
"barseq_0067 plate 1",C,5,rec38_gw_trans3,A,12,143290,PbGEM-262724,PBANKA_100990,ko
"barseq_0067 plate 1",C,6,rec38_gw_trans3,C,5,143307,PbGEM-260164,PBANKA_083330,ko
"barseq_0067 plate 1",C,7,rec39_gw_trans1,B,10,143858,PbGEM-229258,PBANKA_031000,ko
"barseq_0067 plate 1",C,8,rec39_gw_trans1,C,6,143866,PbGEM-241174,PBANKA_093980,ko
"barseq_0067 plate 1",C,9,rec39_gw_trans1,H,4,143924,PbGEM-251670,PBANKA_133720,ko
"barseq_0067 plate 1",C,10,rec39_gw_trans2,F,7,143996,PbGEM-241251,PBANKA_094020,ko
"barseq_0067 plate 1",C,11,rec40_gw_trans1,B,4,178406,PbGEM-263388,PBANKA_101910,ko
"barseq_0067 plate 1",C,12,rec46_gw_trans1,A,9,141495,PbGEM-267803,PBANKA_020350,ko
"barseq_0067 plate 1",D,1,rec46_gw_trans3,E,9,141818,PbGEM-266515,PBANKA_010430,ko
"barseq_0067 plate 1",D,2,rec47_gw_trans1,E,8,142428,PbGEM-244771,PBANKA_111620,ko
"barseq_0067 plate 1",D,3,rec47_gw_trans2,F,9,142528,PbGEM-242008,PBANKA_092900,ko
"barseq_0067 plate 1",D,4,rec48_gw_trans1,F,6,143530,PbGEM-300411,PBANKA_112140,ko
"barseq_0067 plate 1",D,5,rec49_gw_trans1,B,5,144225,PbGEM-286362,PBANKA_083250,ko
"barseq_0067 plate 1",D,6,rec49_gw_trans1,F,5,144273,PbGEM-227009,PBANKA_021230,ko
"barseq_0067 plate 1",D,7,rec50_gw_trans1,C,4,134264,PbGEM-331075,PBANKA_072070,ko
"barseq_0067 plate 1",D,8,rec51_gw_trans4,A,4,152303,PbGEM-332011,PBANKA_083210,ko
"barseq_0067 plate 1",D,9,rec52_gw_trans1,A,11,152403,PbGEM-332211,PBANKA_090180,ko
"barseq_0067 plate 1",D,10,rec52_gw_trans1,D,2,152430,PbGEM-267115,PBANKA_010940,ko
"barseq_0067 plate 1",D,11,rec52_gw_trans1,D,4,152432,PbGEM-320083,PBANKA_141230,ko
"barseq_0067 plate 1",D,12,rec52_gw_trans1,E,2,152442,PbGEM-328363,PBANKA_030140,ko
"barseq_0067 plate 1",E,1,rec52_gw_trans1,G,8,152472,PbGEM-333755,PBANKA_101210,ko
