pool,pool_row,pool_col,plate,plate_row,plate_col,stored_materials_id,PbGEM-ID,gene_id,design_type
"barseq_0067 plate 1",E,2,rec52_gw_trans1,H,1,152477,PbGEM-253428,PBANKA_134230,ko
"barseq_0067 plate 1",E,3,rec52_gw_trans2,C,5,152514,PbGEM-335547,PBANKA_112920,ko
"barseq_0067 plate 1",E,4,rec52_gw_trans2,G,6,152563,PbGEM-340435,PBANKA_144170,ko
"barseq_0067 plate 1",E,5,rec52_gw_trans3,F,5,152643,PbGEM-315755,PBANKA_134420,ko
"barseq_0067 plate 1",E,6,rec53_gw_trans1,B,2,182292,PbGEM-332523,PBANKA_091240,ko
"barseq_0067 plate 1",E,7,rec53_gw_trans2,G,4,182447,PbGEM-283042,PBANKA_080250,ko
"barseq_0067 plate 1",E,8,rec53_gw_trans4,G,3,182632,PbGEM-323355,PBANKA_143910,ko
"barseq_0067 plate 1",E,9,rec53_gw_trans4,H,6,182647,PbGEM-298629,PBANKA_110700,ko
"barseq_0067 plate 1",E,10,rec55_gw_trans2,H,2,134787,PbGEM-236306,PBANKA_080600,ko
"barseq_0067 plate 1",E,11,rec58_gw_trans1,C,11,187953,PbGEM-340307,PBANKA_143750,ko
"barseq_0067 plate 1",E,12,rec58_gw_trans1,D,11,187965,PbGEM-337923,PBANKA_131970,ko
"barseq_0067 plate 1",F,1,rec58_gw_trans1,D,12,187966,PbGEM-275466,PBANKA_051530,ko
"barseq_0067 plate 1",F,2,rec58_gw_trans1,E,10,187976,PbGEM-336643,PBANKA_121960,ko
"barseq_0067 plate 1",F,3,rec58_gw_trans3,D,9,188149,PbGEM-286154,PBANKA_083110,ko
"barseq_0067 plate 1",F,4,rec59_gw_trans1,A,2,189080,PbGEM-333587,PBANKA_100760,ko
"barseq_0067 plate 1",F,5,rec59_gw_trans1,C,10,189112,PbGEM-329227,PBANKA_050100,ko
"barseq_0067 plate 1",F,6,rec59_gw_trans2,A,7,189178,PbGEM-336675,PBANKA_122090,ko
"barseq_0067 plate 1",F,7,rec60_gw_trans1,B,5,208868,PbGEM-337419,PBANKA_130230,ko
"barseq_0067 plate 1",F,8,rec60_gw_trans1,C,1,208876,PbGEM-304306,PBANKA_120540,ko
"barseq_0067 plate 1",F,9,rec60_gw_trans1,E,6,208905,PbGEM-268731,PBANKA_021010,ko
"barseq_0067 plate 1",F,10,rec61_gw_trans2,C,10,210085,PbGEM-334091,PBANKA_102390,ko
"barseq_0067 plate 1",F,11,rec61_gw_trans3,E,10,210201,PbGEM-334379,PBANKA_103270,ko
"barseq_0067 plate 1",F,12,rec61_gw_trans4,B,7,210254,PbGEM-300363,PBANKA_112120,ko
"barseq_0067 plate 1",G,1,rec62_gw_trans1,F,3,207086,PbGEM-342188,PBANKA_090950,ko
"barseq_0067 plate 1",G,2,rec62_gw_trans4,C,4,207330,PbGEM-342556,PBANKA_110490,ko
"barseq_0067 plate 1",G,3,rec63_gw_trans1,F,6,207461,PbGEM-342468,PBANKA_102260,ko
"barseq_0067 plate 1",G,4,rec64_gw_trans2,C,2,207878,PbGEM-342684,PBANKA_113420,ko
"barseq_0067 plate 1",G,5,rec64_gw_trans2,G,11,207935,PbGEM-343468,PBANKA_146220,ko
"barseq_0067 plate 1",G,6,rec65_gw_trans1,C,6,212217,PbGEM-297805,PBANKA_110090,ko
"barseq_0067 plate 1",G,7,rec65_gw_trans1,G,2,212261,PbGEM-310535,PBANKA_130440,ko
"barseq_0067 plate 1",G,8,rec73_gw_trans1,C,1,228224,PbGEM-269451,PBANKA_030180,ko
"barseq_0067 plate 1",G,9,rec74_gw_trans1,A,3,229318,PbGEM-328355,PBANKA_030100,ko
"barseq_0067 plate 1",G,10,rec74_gw_trans2,B,3,229423,PbGEM-280066,PBANKA_070160,ko
"barseq_0067 plate 1",G,11,rec76_gw_trans1,C,8,234927,PbGEM-274386,PBANKA_050780,ko
"barseq_0067 plate 1",G,12,rec76_gw_trans4,C,2,235200,PbGEM-337539,PBANKA_130670,ko
"barseq_0067 plate 1",H,1,rec76_gw_trans4,D,11,235221,PbGEM-293744,PBANKA_100860,ko
"barseq_0067 plate 1",H,2,rec77_gw_trans1,E,7,232718,PbGEM-272458,PBANKA_041160,ko
"barseq_0067 plate 1",H,3,rec78_gw_trans1,G,9,233860,PbGEM-336523,PBANKA_121590,ko
"barseq_0067 plate 1",H,4,rec78_gw_trans4,H,6,234148,PbGEM-320435,PBANKA_141590,ko
"barseq_0067 plate 1",H,5,rec79_gw_trans2,B,10,239678,PbGEM-288594,PBANKA_091300,ko
"barseq_0067 plate 1",H,6,rec80_gw_trans1,B,11,240702,PbGEM-332659,PBANKA_091650,ko
"barseq_0067 plate 1",H,7,rec80_gw_trans1,E,2,240729,PbGEM-331083,PBANKA_072100,ko
"barseq_0067 plate 1",H,8,rec80_gw_trans2,A,4,240776,PbGEM-272770,PBANKA_041380,ko
"barseq_0067 plate 1",H,9,rec80_gw_trans4,C,4,240986,PbGEM-275882,PBANKA_051830,ko
"barseq_0067 plate 1",H,10,rec81_gw_trans2,G,7,244199,PbGEM-285386,PBANKA_082420,ko
"barseq_0067 plate 1",H,11,rec81_gw_trans2,G,11,244203,PbGEM-321675,PBANKA_142610,ko
"barseq_0067 plate 1",H,12,rec83_gw_trans1,C,6,246289,PbGEM-285946,PBANKA_082930,ko
"barseq_0067 plate 2",A,1,rec83_gw_trans1,F,7,246326,PbGEM-337027,PBANKA_123280,ko
"barseq_0067 plate 2",A,2,rec83_gw_trans3,C,1,246470,PbGEM-334219,PBANKA_102720,ko
"barseq_0067 plate 2",A,3,rec84_gw_trans3,F,11,243168,PbGEM-335859,PBANKA_113870,ko
"barseq_0067 plate 2",A,4,rec86_gw_trans1,D,5,245184,PbGEM-309681,PBANKA_124570,ko
