pool,pool_row,pool_col,plate,plate_row,plate_col,stored_materials_id,PbGEM-ID,gene_id,design_type
"barseq_0073 plate 1",A,1,Rec00012-tar,C,8,21846,PbGEM-121306,PBANKA_052020,ko
"barseq_0073 plate 1",A,2,Rec00012-tar,E,10,21859,PbGEM-006154,PBANKA_010770,ko
"barseq_0073 plate 1",A,3,Rec00017-tar,A,6,22011,PbGEM-111674,PBANKA_122500,ko
"barseq_0073 plate 1",A,4,Rec00018-tar,F,4,22154,PbGEM-023655,PBANKA_080220,ko
"barseq_0073 plate 1",A,5,Rec00022-tar,A,4,22442,PbGEM-015181,PBANKA_051210,ko
"barseq_0073 plate 1",A,6,Rec00022-tar,A,12,22450,PbGEM-021641,PBANKA_070940,ko
"barseq_0073 plate 1",A,7,Rec00024-tar,D,8,22652,PbGEM-037559,PBANKA_102230,ko
"barseq_0073 plate 1",A,8,Rec00024-tar,G,4,22683,PbGEM-027695,PBANKA_083260,ko
"barseq_0073 plate 1",A,9,Rec00025-tar,F,7,22762,PbGEM-022521,PBANKA_071560,ko
"barseq_0073 plate 1",A,10,Rec00026-tar,F,6,22850,PbGEM-043567,PBANKA_112490,ko
"barseq_0073 plate 1",A,11,Rec00027-tar,B,9,22895,PbGEM-069893,PBANKA_145330,ko
"barseq_0073 plate 1",A,12,Rec00028-tar,D,11,23011,PbGEM-083773,PBANKA_031240,ko
"barseq_0073 plate 1",B,1,Rec00028-tar,D,12,23012,PbGEM-081763,PBANKA_011010,ko
"barseq_0073 plate 1",B,2,Rec00032-tar,H,3,23393,PbGEM-013945,PBANKA_050350,ko
"barseq_0073 plate 1",B,3,rec38_gw_trans1,D,6,143134,PbGEM-235866,PBANKA_062270,ko
"barseq_0073 plate 1",B,4,rec39_gw_trans3,A,5,144027,PbGEM-260988,PBANKA_123000,ko
"barseq_0073 plate 1",B,5,rec39_gw_trans3,B,8,144042,PbGEM-239468,PBANKA_093250,ko
"barseq_0073 plate 1",B,6,rec39_gw_trans3,F,8,144090,PbGEM-246799,PBANKA_113720,ko
"barseq_0073 plate 1",B,7,rec39_gw_trans4,A,8,144123,PbGEM-251753,PBANKA_131480,ko
"barseq_0073 plate 1",B,8,rec40_gw_trans1,A,11,178401,PbGEM-259156,PBANKA_146340,ko
"barseq_0073 plate 1",B,9,rec40_gw_trans1,D,7,178433,PbGEM-253763,PBANKA_132050,ko
"barseq_0073 plate 1",B,10,rec40_gw_trans4,E,11,178728,PbGEM-244963,PBANKA_111710,ko
"barseq_0073 plate 1",B,11,rec41_gw_trans2,A,7,178862,PbGEM-243206,PBANKA_103640,ko
"barseq_0073 plate 1",B,12,rec41_gw_trans2,G,2,178929,PbGEM-228889,PBANKA_030840,ko
"barseq_0073 plate 1",C,1,rec42_gw_trans2,G,10,180797,PbGEM-252781,PBANKA_134020,ko
"barseq_0073 plate 1",C,2,rec43_gw_trans1,E,4,181046,PbGEM-262740,PBANKA_101010,ko
"barseq_0073 plate 1",C,3,rec43_gw_trans1,E,9,181051,PbGEM-243939,PBANKA_103930,ko
"barseq_0073 plate 1",C,4,rec43_gw_trans1,F,1,181055,PbGEM-236470,PBANKA_071810,ko
"barseq_0073 plate 1",C,5,rec44_gw_trans1,E,12,142060,PbGEM-264132,PBANKA_103620,ko
"barseq_0073 plate 1",C,6,rec44_gw_trans4,A,6,142285,PbGEM-236468,PBANKA_080660,ko
"barseq_0073 plate 1",C,7,rec45_gw_trans1,F,1,142781,PbGEM-265652,PBANKA_122670,ko
"barseq_0073 plate 1",C,8,rec46_gw_trans1,D,1,141551,PbGEM-266931,PBANKA_010730,ko
"barseq_0073 plate 1",C,9,rec46_gw_trans2,B,7,141647,PbGEM-283354,PBANKA_080490,ko
