pool,pool_row,pool_col,plate,plate_row,plate_col,stored_materials_id,PbGEM-ID,gene_id,design_type
"barseq_0073 plate 1",C,10,rec46_gw_trans3,G,5,141852,PbGEM-304074,PBANKA_120390,ko
"barseq_0073 plate 1",C,11,rec46_gw_trans4,H,8,141999,PbGEM-279650,PBANKA_062180,ko
"barseq_0073 plate 1",C,12,rec49_gw_trans1,B,8,144228,PbGEM-324875,PBANKA_145070,ko
"barseq_0073 plate 1",D,1,rec49_gw_trans2,D,10,144347,PbGEM-232916,PBANKA_052040,ko
"barseq_0073 plate 1",D,2,rec49_gw_trans3,C,8,144426,PbGEM-326131,PBANKA_146110,ko
"barseq_0073 plate 1",D,3,rec51_gw_trans1,A,1,152021,PbGEM-333427,PBANKA_100230,ko
"barseq_0073 plate 1",D,4,rec52_gw_trans1,A,1,152393,PbGEM-328971,PBANKA_040830,ko
"barseq_0073 plate 1",D,5,rec52_gw_trans2,F,1,152546,PbGEM-290680,PBANKA_092940,ko
"barseq_0073 plate 1",D,6,rec52_gw_trans2,H,4,152573,PbGEM-336099,PBANKA_120160,ko
"barseq_0073 plate 1",D,7,rec55_gw_trans1,C,9,134641,PbGEM-263692,PBANKA_102320,ko
"barseq_0073 plate 1",D,8,rec55_gw_trans3,G,4,134870,PbGEM-240365,PBANKA_092090,ko
"barseq_0073 plate 1",D,9,rec56_gw_trans2,C,1,182933,PbGEM-265364,PBANKA_133460,ko
"barseq_0073 plate 1",D,10,rec57_gw_trans2,B,10,186926,PbGEM-304250,PBANKA_120500,ko
"barseq_0073 plate 1",D,11,rec58_gw_trans1,D,3,187957,PbGEM-290480,PBANKA_092820,ko
"barseq_0073 plate 1",D,12,rec58_gw_trans2,E,12,188071,PbGEM-313581,PBANKA_132700,ko
"barseq_0073 plate 1",E,1,rec60_gw_trans1,C,9,208884,PbGEM-280690,PBANKA_070630,ko
"barseq_0073 plate 1",E,2,rec60_gw_trans1,E,12,208911,PbGEM-283794,PBANKA_080870,ko
"barseq_0073 plate 1",E,3,rec60_gw_trans4,C,4,209158,PbGEM-327683,PBANKA_010550,ko
"barseq_0073 plate 1",E,4,rec60_gw_trans4,H,3,209217,PbGEM-335115,PBANKA_111550,ko
"barseq_0073 plate 1",E,5,rec61_gw_trans1,A,6,209965,PbGEM-273242,PBANKA_041740,ko
"barseq_0073 plate 1",E,6,rec64_gw_trans2,C,8,207884,PbGEM-343364,PBANKA_143610,ko
"barseq_0073 plate 1",E,7,rec64_gw_trans2,E,7,207907,PbGEM-342540,PBANKA_104010,ko
"barseq_0073 plate 1",E,8,rec65_gw_trans1,E,6,212241,PbGEM-329307,PBANKA_050320,ko
"barseq_0073 plate 1",E,9,rec65_gw_trans3,F,6,212439,PbGEM-332307,PBANKA_090430,ko
"barseq_0073 plate 1",E,10,rec73_gw_trans2,E,12,228352,PbGEM-271498,PBANKA_040290,ko
"barseq_0073 plate 1",E,11,rec73_gw_trans2,F,9,228361,PbGEM-271546,PBANKA_040340,ko
"barseq_0073 plate 1",E,12,rec73_gw_trans2,G,11,228375,PbGEM-267843,PBANKA_020390,ko
"barseq_0073 plate 1",F,1,rec74_gw_trans1,H,4,229403,PbGEM-329379,PBANKA_050590,ko
"barseq_0073 plate 1",F,2,rec76_gw_trans1,D,3,234934,PbGEM-283610,PBANKA_080730,ko
"barseq_0073 plate 1",F,3,rec76_gw_trans3,D,9,235126,PbGEM-277810,PBANKA_060870,ko
"barseq_0073 plate 1",F,4,rec76_gw_trans4,C,1,235199,PbGEM-288018,PBANKA_090820,ko
"barseq_0073 plate 1",F,5,rec77_gw_trans3,D,9,232894,PbGEM-319995,PBANKA_141120,ko
"barseq_0073 plate 1",F,6,rec79_gw_trans1,F,11,239634,PbGEM-312029,PBANKA_131610,ko
"barseq_0073 plate 1",F,7,rec86_gw_trans1,H,1,245228,PbGEM-317363,PBANKA_135780,ko
