pool,pool_row,pool_col,plate,plate_row,plate_col,stored_materials_id,PbGEM-ID,gene_id,design_type
"barseq_0064 plate 1",D,7,rec36_gw_trans4,F,12,144931,PbGEM-253484,PBANKA_134250,ko
"barseq_0064 plate 1",D,8,rec38_gw_trans3,A,10,143288,PbGEM-259700,PBANKA_082740,ko
"barseq_0064 plate 1",D,9,rec39_gw_trans1,B,4,143852,PbGEM-263196,PBANKA_101640,ko
"barseq_0064 plate 1",D,10,rec39_gw_trans4,C,12,144151,PbGEM-246288,PBANKA_112110,ko
"barseq_0064 plate 1",D,11,rec39_gw_trans4,D,8,144159,PbGEM-261452,PBANKA_123640,ko
"barseq_0064 plate 1",D,12,rec41_gw_trans3,D,11,178995,PbGEM-228523,PBANKA_040280,ko
"barseq_0064 plate 1",E,1,rec42_gw_trans1,B,4,180638,PbGEM-237378,PBANKA_072200,ko
"barseq_0064 plate 1",E,2,rec44_gw_trans3,C,3,142213,PbGEM-265660,PBANKA_144110,ko
"barseq_0064 plate 1",E,3,rec45_gw_trans1,D,10,142766,PbGEM-265404,PBANKA_020510,ko
"barseq_0064 plate 1",E,4,rec45_gw_trans1,H,8,142812,PbGEM-264140,PBANKA_040840,ko
"barseq_0064 plate 1",E,5,rec45_gw_trans2,D,8,142857,PbGEM-265388,PBANKA_010920,ko
"barseq_0064 plate 1",E,6,rec45_gw_trans4,D,4,143039,PbGEM-265460,PBANKA_081950,ko
"barseq_0064 plate 1",E,7,rec46_gw_trans1,A,11,141499,PbGEM-310183,PBANKA_130190,ko
"barseq_0064 plate 1",E,8,rec46_gw_trans1,D,8,141567,PbGEM-341555,PBANKA_061590,ko
"barseq_0064 plate 1",E,9,rec46_gw_trans2,B,4,141644,PbGEM-341547,PBANKA_081240,ko
"barseq_0064 plate 1",E,10,rec47_gw_trans3,C,9,142579,PbGEM-258076,PBANKA_144140,ko
"barseq_0064 plate 1",E,11,rec48_gw_trans1,A,8,143472,PbGEM-266563,PBANKA_010470,ko
"barseq_0064 plate 1",E,12,rec48_gw_trans2,C,7,143588,PbGEM-287226,PBANKA_090240,ko
"barseq_0064 plate 1",F,1,rec48_gw_trans2,C,11,143592,PbGEM-294240,PBANKA_101230,ko
"barseq_0064 plate 1",F,2,rec48_gw_trans2,E,6,143611,PbGEM-301794,PBANKA_113190,ko
"barseq_0064 plate 1",F,3,rec48_gw_trans2,E,9,143614,PbGEM-308410,PBANKA_123560,ko
"barseq_0064 plate 1",F,4,rec48_gw_trans4,A,5,143748,PbGEM-294448,PBANKA_101410,ko
"barseq_0064 plate 1",F,5,rec49_gw_trans1,C,9,144241,PbGEM-299539,PBANKA_111500,ko
"barseq_0064 plate 1",F,6,rec49_gw_trans1,D,11,144255,PbGEM-234694,PBANKA_061680,ko
"barseq_0064 plate 1",F,7,rec50_gw_trans1,B,8,134256,PbGEM-330283,PBANKA_061570,ko
"barseq_0064 plate 1",F,8,rec50_gw_trans2,D,1,134366,PbGEM-293440,PBANKA_100630,ko
"barseq_0064 plate 1",F,9,rec50_gw_trans3,B,11,134445,PbGEM-327699,PBANKA_010600,ko
"barseq_0064 plate 1",F,10,rec52_gw_trans4,A,7,152678,PbGEM-332883,PBANKA_092770,ko
"barseq_0064 plate 1",F,11,rec53_gw_trans2,D,11,182418,PbGEM-288058,PBANKA_090840,ko
"barseq_0064 plate 1",F,12,rec55_gw_trans1,A,2,134610,PbGEM-250360,PBANKA_122230,ko
"barseq_0064 plate 1",G,1,rec58_gw_trans3,C,9,188137,PbGEM-337003,PBANKA_123160,ko
"barseq_0064 plate 1",G,2,rec58_gw_trans4,H,8,188289,PbGEM-313293,PBANKA_132470,ko
"barseq_0064 plate 1",G,3,rec59_gw_trans2,C,12,189207,PbGEM-232399,PBANKA_051720,ko
"barseq_0064 plate 1",G,4,rec59_gw_trans3,E,1,189313,PbGEM-337699,PBANKA_131200,ko
"barseq_0064 plate 1",G,5,rec60_gw_trans2,E,9,209001,PbGEM-277930,PBANKA_060990,ko
"barseq_0064 plate 1",G,6,rec60_gw_trans2,G,11,209027,PbGEM-330963,PBANKA_071600,ko
"barseq_0064 plate 1",G,7,rec61_gw_trans1,C,6,209989,PbGEM-331755,PBANKA_082300,ko
"barseq_0064 plate 1",G,8,rec62_gw_trans2,A,11,207127,PbGEM-342172,PBANKA_090210,ko
"barseq_0064 plate 1",G,9,rec64_gw_trans1,A,11,207778,PbGEM-342300,PBANKA_092870,ko
"barseq_0064 plate 1",G,10,rec64_gw_trans2,D,11,207899,PbGEM-342532,PBANKA_103820,ko
"barseq_0064 plate 1",G,11,rec65_gw_trans3,F,9,212442,PbGEM-328491,PBANKA_030600,ko
"barseq_0064 plate 1",G,12,rec65_gw_trans4,A,6,212472,PbGEM-331123,PBANKA_080010,ko
"barseq_0064 plate 1",H,1,rec65_gw_trans4,D,11,212513,PbGEM-336139,PBANKA_120260,ko
"barseq_0064 plate 1",H,2,rec68_gw_trans1,H,8,211163,PbGEM-339403,PBANKA_140330,ko
"barseq_0064 plate 1",H,3,rec76_gw_trans1,B,9,234916,PbGEM-336283,PBANKA_120820,ko
"barseq_0064 plate 1",H,4,rec76_gw_trans1,E,1,234944,PbGEM-328107,PBANKA_020960,ko
"barseq_0064 plate 1",H,5,rec76_gw_trans1,E,10,234953,PbGEM-328595,PBANKA_031050,ko
"barseq_0064 plate 1",H,6,rec76_gw_trans1,G,9,234976,PbGEM-329507,PBANKA_050970,ko
"barseq_0064 plate 1",H,7,rec76_gw_trans2,D,10,235034,PbGEM-281298,PBANKA_070990,ko
"barseq_0064 plate 1",H,8,rec77_gw_trans1,F,1,232724,PbGEM-274890,PBANKA_051080,ko
"barseq_0064 plate 1",H,9,rec78_gw_trans1,B,2,233793,PbGEM-329539,PBANKA_051050,ko
"barseq_0064 plate 1",H,10,rec79_gw_trans3,H,6,239839,PbGEM-329187,PBANKA_041810,ko
"barseq_0064 plate 1",H,11,rec80_gw_trans1,E,3,240730,PbGEM-329795,PBANKA_052010,ko
"barseq_0064 plate 1",H,12,rec81_gw_trans1,D,10,244073,PbGEM-295390,PBANKA_102210,ko
"barseq_0064 plate 2",A,1,rec81_gw_trans2,F,3,244183,PbGEM-338003,PBANKA_132220,ko
"barseq_0064 plate 2",A,2,rec83_gw_trans1,D,3,246298,PbGEM-336947,PBANKA_123030,ko
"barseq_0064 plate 2",A,3,rec83_gw_trans1,G,9,246340,PbGEM-340251,PBANKA_143540,ko
"barseq_0064 plate 2",A,4,rec85_gw_trans1,D,11,253366,PbGEM-338515,PBANKA_133950,ko
