pool,pool_row,pool_col,plate,plate_row,plate_col,stored_materials_id,PbGEM-ID,gene_id,design_type
"barseq_0064 plate 1",A,1,Rec00011-tar,A,9,21818,PbGEM-121242,PBANKA_031260,ko
"barseq_0064 plate 1",A,2,Rec00012-tar,E,3,21856,PbGEM-017291,PBANKA_060240,ko
"barseq_0064 plate 1",A,3,Rec00017-tar,C,4,22033,PbGEM-111754,PBANKA_040940,ko
"barseq_0064 plate 1",A,4,Rec00017-tar,E,7,22059,PbGEM-099789,PBANKA_112690,ko
"barseq_0064 plate 1",A,5,Rec00019-tar,B,9,22200,PbGEM-026600,PBANKA_082490,ko
"barseq_0064 plate 1",A,6,Rec00019-tar,E,12,22239,PbGEM-088411,PBANKA_062320,ko
"barseq_0064 plate 1",A,7,Rec00019-tar,F,7,22246,PbGEM-096504,PBANKA_101750,ko
"barseq_0064 plate 1",A,8,Rec00021-tar,B,4,22369,PbGEM-041570,PBANKA_111080,ko
"barseq_0064 plate 1",A,9,Rec00021-tar,C,3,22380,PbGEM-046708,PBANKA_120200,ko
"barseq_0064 plate 1",A,10,Rec00022-tar,G,5,22514,PbGEM-103970,PBANKA_124220,ko
"barseq_0064 plate 1",A,11,Rec00024-tar,B,12,22632,PbGEM-043101,PBANKA_112190,ko
"barseq_0064 plate 1",A,12,Rec00024-tar,D,2,22646,PbGEM-052290,PBANKA_124200,ko
"barseq_0064 plate 1",B,1,Rec00024-tar,D,5,22649,PbGEM-055524,PBANKA_131720,ko
"barseq_0064 plate 1",B,2,Rec00024-tar,G,6,22685,PbGEM-018598,PBANKA_061140,ko
"barseq_0064 plate 1",B,3,Rec00026-tar,A,9,22794,PbGEM-036523,PBANKA_101530,ko
"barseq_0064 plate 1",B,4,Rec00026-tar,A,12,22797,PbGEM-050127,PBANKA_122580,ko
"barseq_0064 plate 1",B,5,Rec00027-tar,F,5,22939,PbGEM-036667,PBANKA_101620,ko
"barseq_0064 plate 1",B,6,Rec00028-tar,C,4,22992,PbGEM-086320,PBANKA_051760,ko
"barseq_0064 plate 1",B,7,Rec00028-tar,H,6,23054,PbGEM-090509,PBANKA_080650,ko
"barseq_0064 plate 1",B,8,Rec00029-tar,E,10,23112,PbGEM-079665,PBANKA_144160,ko
"barseq_0064 plate 1",B,9,Rec00029-tar,F,1,23115,PbGEM-085541,PBANKA_050500,ko
"barseq_0064 plate 1",B,10,Rec00031-tar,A,11,23234,PbGEM-055230,PBANKA_131510,ko
"barseq_0064 plate 1",B,11,Rec00033-tar,B,2,23409,PbGEM-068823,PBANKA_144600,ko
"barseq_0064 plate 1",B,12,Rec00033-tar,E,11,23454,PbGEM-091835,PBANKA_082800,ko
"barseq_0064 plate 1",C,1,Rec00033-tar,F,11,23466,PbGEM-095192,PBANKA_094340,ko
"barseq_0064 plate 1",C,2,rec110_gw_trans1,B,9,289386,PbGEM-534019,PBANKA_060390,ko
"barseq_0064 plate 1",C,3,rec110_gw_trans3,B,5,289568,PbGEM-533723,PBANKA_050300,ko
"barseq_0064 plate 1",C,4,rec110_gw_trans4,F,3,289707,PbGEM-536571,PBANKA_130960,ko
"barseq_0064 plate 1",C,5,rec111_gw_trans1,B,2,290495,PbGEM-537195,PBANKA_141770,ko
"barseq_0064 plate 1",C,6,rec111_gw_trans1,F,3,290544,PbGEM-535555,PBANKA_103220,ko
"barseq_0064 plate 1",C,7,rec111_gw_trans2,D,11,290621,PbGEM-535011,PBANKA_092690,ko
"barseq_0064 plate 1",C,8,rec111_gw_trans2,E,1,290623,PbGEM-538891,PBANKA_122820,ko
"barseq_0064 plate 1",C,9,rec112_gw_trans1,G,2,291671,PbGEM-534555,PBANKA_081300,ko
"barseq_0064 plate 1",C,10,rec112_gw_trans2,A,11,291701,PbGEM-533115,PBANKA_010190,ko
"barseq_0064 plate 1",C,11,rec113_gw_trans1,B,12,292737,PbGEM-539091,PBANKA_132210,ko
"barseq_0064 plate 1",C,12,rec113_gw_trans1,C,6,292743,PbGEM-536307,PBANKA_122480,ko
"barseq_0064 plate 1",D,1,rec113_gw_trans1,E,10,292771,PbGEM-535875,PBANKA_113490,ko
"barseq_0064 plate 1",D,2,rec113_gw_trans1,H,5,292802,PbGEM-536459,PBANKA_124600,ko
"barseq_0064 plate 1",D,3,rec113_gw_trans4,A,5,292997,PbGEM-534219,PBANKA_062070,ko
"barseq_0064 plate 1",D,4,rec113_gw_trans4,B,1,293005,PbGEM-538163,PBANKA_052240,ko
"barseq_0064 plate 1",D,5,rec36_gw_trans1,C,8,144612,PbGEM-263460,PBANKA_101980,ko
"barseq_0064 plate 1",D,6,rec36_gw_trans4,C,5,144888,PbGEM-228946,PBANKA_030850,ko
