pool,pool_row,pool_col,plate,plate_row,plate_col,stored_materials_id,PbGEM-ID,gene_id,design_type
"barseq_0075 plate 1",A,1,Rec00012-tar,A,7,21828,PbGEM-068513,PBANKA_144380,ko
"barseq_0075 plate 1",A,2,Rec00015-tar,H,1,21919,PbGEM-014061,PBANKA_050440,ko
"barseq_0075 plate 1",A,3,Rec00017-tar,E,6,22058,PbGEM-084034,PBANKA_040110,ko
"barseq_0075 plate 1",A,4,Rec00020-tar,G,3,22340,PbGEM-088402,PBANKA_062310,ko
"barseq_0075 plate 1",A,5,Rec00023-tar,B,6,22541,PbGEM-027597,PBANKA_083190,ko
"barseq_0075 plate 1",A,6,Rec00024-tar,G,10,22689,PbGEM-011169,PBANKA_040230,ko
"barseq_0075 plate 1",A,7,Rec00024-tar,H,3,22694,PbGEM-057165,PBANKA_132950,ko
"barseq_0075 plate 1",A,8,Rec00026-tar,A,11,22796,PbGEM-047958,PBANKA_121100,ko
"barseq_0075 plate 1",A,9,Rec00026-tar,G,2,22858,PbGEM-036749,PBANKA_101680,ko
"barseq_0075 plate 1",A,10,Rec00027-tar,D,2,22912,PbGEM-019636,PBANKA_061880,ko
"barseq_0075 plate 1",A,11,Rec00028-tar,C,6,22994,PbGEM-087402,PBANKA_061040,ko
"barseq_0075 plate 1",A,12,Rec00028-tar,E,3,23015,PbGEM-103204,PBANKA_122840,ko
"barseq_0075 plate 1",B,1,Rec00028-tar,F,9,23033,PbGEM-088775,PBANKA_070410,ko
"barseq_0075 plate 1",B,2,Rec00028-tar,G,12,23048,PbGEM-108739,PBANKA_136050,ko
"barseq_0075 plate 1",B,3,Rec00029-tar,C,11,23089,PbGEM-100993,PBANKA_114240,ko
"barseq_0075 plate 1",B,4,Rec00033-tar,G,1,23468,PbGEM-087565,PBANKA_061240,ko
"barseq_0075 plate 1",B,5,rec110_gw_trans1,B,2,289379,PbGEM-533243,PBANKA_020160,ko
"barseq_0075 plate 1",B,6,rec110_gw_trans1,D,3,289404,PbGEM-533443,PBANKA_030780,ko
"barseq_0075 plate 1",B,7,rec110_gw_trans2,E,4,289510,PbGEM-533627,PBANKA_040910,ko
"barseq_0075 plate 1",B,8,rec111_gw_trans1,E,2,290531,PbGEM-534683,PBANKA_082790,ko
"barseq_0075 plate 1",B,9,rec112_gw_trans3,D,6,291825,PbGEM-534507,PBANKA_080580,ko
"barseq_0075 plate 1",B,10,rec113_gw_trans2,C,12,292842,PbGEM-537283,PBANKA_142680,ko
"barseq_0075 plate 1",B,11,rec36_gw_trans1,C,1,144605,PbGEM-241597,PBANKA_092700,ko
"barseq_0075 plate 1",B,12,rec38_gw_trans1,D,4,143132,PbGEM-254316,PBANKA_142690,ko
"barseq_0075 plate 1",C,1,rec39_gw_trans1,D,2,143874,PbGEM-232532,PBANKA_051780,ko
"barseq_0075 plate 1",C,2,rec39_gw_trans1,F,1,143897,PbGEM-236235,PBANKA_080570,ko
"barseq_0075 plate 1",C,3,rec40_gw_trans1,G,1,178463,PbGEM-245936,PBANKA_120870,ko
"barseq_0075 plate 1",C,4,rec41_gw_trans3,C,12,178984,PbGEM-236237,PBANKA_071670,ko
"barseq_0075 plate 1",C,5,rec42_gw_trans1,A,10,180632,PbGEM-243448,PBANKA_103760,ko
"barseq_0075 plate 1",C,6,rec42_gw_trans1,C,8,180654,PbGEM-236544,PBANKA_071840,ko
"barseq_0075 plate 1",C,7,rec44_gw_trans1,D,11,142047,PbGEM-264404,PBANKA_146350,ko
"barseq_0075 plate 1",C,8,rec46_gw_trans2,F,6,141694,PbGEM-293552,PBANKA_100730,ko
"barseq_0075 plate 1",C,9,rec47_gw_trans1,E,7,142427,PbGEM-236907,PBANKA_080890,ko
"barseq_0075 plate 1",C,10,rec48_gw_trans1,G,11,143547,PbGEM-298981,PBANKA_110980,ko
"barseq_0075 plate 1",C,11,rec49_gw_trans1,A,7,144215,PbGEM-276866,PBANKA_060120,ko
"barseq_0075 plate 1",C,12,rec49_gw_trans2,B,9,144322,PbGEM-263084,PBANKA_101480,ko
"barseq_0075 plate 1",D,1,rec49_gw_trans3,G,10,144476,PbGEM-276178,PBANKA_051990,ko
"barseq_0075 plate 1",D,2,rec51_gw_trans2,A,6,152119,PbGEM-328099,PBANKA_020900,ko
"barseq_0075 plate 1",D,3,rec52_gw_trans1,A,4,152396,PbGEM-338563,PBANKA_134050,ko
"barseq_0075 plate 1",D,4,rec52_gw_trans1,D,5,152433,PbGEM-327787,PBANKA_010820,ko
"barseq_0075 plate 1",D,5,rec53_gw_trans1,H,8,182370,PbGEM-329643,PBANKA_051390,ko
"barseq_0075 plate 1",D,6,rec53_gw_trans4,F,5,182622,PbGEM-332739,PBANKA_092170,ko
"barseq_0075 plate 1",D,7,rec56_gw_trans1,B,11,182845,PbGEM-264972,PBANKA_020300,ko
"barseq_0075 plate 1",D,8,rec56_gw_trans1,D,1,182859,PbGEM-265308,PBANKA_100720,ko
"barseq_0075 plate 1",D,9,rec57_gw_trans1,D,4,186854,PbGEM-286426,PBANKA_083300,ko
"barseq_0075 plate 1",D,10,rec58_gw_trans2,C,3,188038,PbGEM-328299,PBANKA_021440,ko
"barseq_0075 plate 1",D,11,rec62_gw_trans1,A,2,207025,PbGEM-342964,PBANKA_130080,ko
"barseq_0075 plate 1",D,12,rec62_gw_trans2,F,10,207186,PbGEM-342396,PBANKA_100950,ko
"barseq_0075 plate 1",E,1,rec63_gw_trans1,C,8,207427,PbGEM-343268,PBANKA_141780,ko
"barseq_0075 plate 1",E,2,rec64_gw_trans4,A,8,208030,PbGEM-342868,PBANKA_122250,ko
