pool,pool_row,pool_col,plate,plate_row,plate_col,stored_materials_id,PbGEM-ID,gene_id,design_type
"barseq_0075 plate 1",E,3,rec66_gw_trans1,H,4,215938,PbGEM-330979,PBANKA_071620,ko
"barseq_0075 plate 1",E,4,rec66_gw_trans2,C,3,215970,PbGEM-334819,PBANKA_110630,ko
"barseq_0075 plate 1",E,5,rec67_gw_trans4,E,7,218916,PbGEM-331875,PBANKA_082780,ko
"barseq_0075 plate 1",E,6,rec69_gw_trans1,H,4,222593,PbGEM-267187,PBANKA_011000,ko
"barseq_0075 plate 1",E,7,rec74_gw_trans4,F,10,229664,PbGEM-329363,PBANKA_050530,ko
"barseq_0075 plate 1",E,8,rec76_gw_trans1,B,6,234913,PbGEM-270235,PBANKA_030810,ko
"barseq_0075 plate 1",E,9,rec76_gw_trans1,G,3,234970,PbGEM-339643,PBANKA_141060,ko
"barseq_0075 plate 1",E,10,rec76_gw_trans1,G,10,234977,PbGEM-305122,PBANKA_121160,ko
"barseq_0075 plate 1",E,11,rec76_gw_trans3,D,7,235124,PbGEM-339579,PBANKA_140890,ko
"barseq_0075 plate 1",E,12,rec77_gw_trans3,H,4,232937,PbGEM-278202,PBANKA_061230,ko
"barseq_0075 plate 1",F,1,rec78_gw_trans2,F,7,233939,PbGEM-330971,PBANKA_071610,ko
"barseq_0075 plate 1",F,2,rec81_gw_trans1,G,12,244111,PbGEM-338059,PBANKA_132420,ko
"barseq_0075 plate 1",F,3,rec87_gw_trans1,B,2,258899,PbGEM-328451,PBANKA_030480,ko
"barseq_0075 plate 1",F,4,rec91_gw_trans1,A,6,259319,PbGEM-456598,PBANKA_110130,ko
"barseq_0075 plate 1",F,5,rec99_gw_trans2,H,6,287316,PbGEM-341724,PBANKA_021060,ko
"barseq_0075 plate 1",F,6,RecAP2_primer-tar,B,8,26835,PbGEM-226469,PBANKA_090590,ko
