pool,pool_row,pool_col,plate,plate_row,plate_col,stored_materials_id,PbGEM-ID,gene_id,design_type
"barseq_0065 plate 1",B,11,Rec00033-tar,A,5,23400,PbGEM-045551,PBANKA_113890,ko
"barseq_0065 plate 1",B,12,Rec00033-tar,A,11,23406,PbGEM-042088,PBANKA_111430,ko
"barseq_0065 plate 1",C,1,Rec00033-tar,E,3,23446,PbGEM-099377,PBANKA_112100,ko
"barseq_0065 plate 1",C,2,rec110_gw_trans1,A,4,289369,PbGEM-534763,PBANKA_090020,ko
"barseq_0065 plate 1",C,3,rec110_gw_trans1,B,7,289384,PbGEM-533123,PBANKA_010330,ko
"barseq_0065 plate 1",C,4,rec110_gw_trans1,B,10,289387,PbGEM-536083,PBANKA_120420,ko
"barseq_0065 plate 1",C,5,rec110_gw_trans1,C,9,289398,PbGEM-537843,PBANKA_010590,ko
"barseq_0065 plate 1",C,6,rec110_gw_trans1,D,4,289405,PbGEM-537083,PBANKA_140700,ko
"barseq_0065 plate 1",C,7,rec110_gw_trans1,D,8,289409,PbGEM-538579,PBANKA_100710,ko
"barseq_0065 plate 1",C,8,rec110_gw_trans1,E,1,289414,PbGEM-534515,PBANKA_080670,ko
"barseq_0065 plate 1",C,9,rec110_gw_trans2,B,8,289478,PbGEM-537067,PBANKA_140300,ko
"barseq_0065 plate 1",C,10,rec110_gw_trans3,A,3,289554,PbGEM-533227,PBANKA_020020,ko
"barseq_0065 plate 1",C,11,rec110_gw_trans4,F,11,289715,PbGEM-533523,PBANKA_031360,ko
"barseq_0065 plate 1",C,12,rec111_gw_trans1,C,9,290514,PbGEM-539339,PBANKA_142280,ko
"barseq_0065 plate 1",D,1,rec111_gw_trans3,F,9,290736,PbGEM-536795,PBANKA_133390,ko
"barseq_0065 plate 1",D,2,rec112_gw_trans1,B,10,291619,PbGEM-536075,PBANKA_120370,ko
"barseq_0065 plate 1",D,3,rec112_gw_trans1,H,5,291686,PbGEM-533899,PBANKA_051930,ko
"barseq_0065 plate 1",D,4,rec113_gw_trans4,E,2,293042,PbGEM-537347,PBANKA_143190,ko
"barseq_0065 plate 1",D,5,rec36_gw_trans2,A,6,144679,PbGEM-238732,PBANKA_081700,ko
"barseq_0065 plate 1",D,6,rec36_gw_trans2,C,11,144708,PbGEM-235245,PBANKA_071220,ko
"barseq_0065 plate 1",D,7,rec38_gw_trans2,B,12,143209,PbGEM-263324,PBANKA_101830,ko
"barseq_0065 plate 1",D,8,rec38_gw_trans2,C,11,143220,PbGEM-253702,PBANKA_135920,ko
"barseq_0065 plate 1",D,9,rec40_gw_trans2,F,10,178553,PbGEM-263764,PBANKA_102410,ko
"barseq_0065 plate 1",D,10,rec41_gw_trans1,E,2,178812,PbGEM-257165,PBANKA_145000,ko
"barseq_0065 plate 1",D,11,rec42_gw_trans1,D,4,180662,PbGEM-244357,PBANKA_111440,ko
"barseq_0065 plate 1",D,12,rec44_gw_trans2,B,5,142110,PbGEM-264156,PBANKA_083460,ko
"barseq_0065 plate 1",E,1,rec45_gw_trans1,A,10,142730,PbGEM-248549,PBANKA_132890,ko
"barseq_0065 plate 1",E,2,rec45_gw_trans2,F,4,142877,PbGEM-265572,PBANKA_091230,ko
"barseq_0065 plate 1",E,3,rec46_gw_trans1,B,5,141511,PbGEM-318755,PBANKA_140270,ko
"barseq_0065 plate 1",E,4,rec46_gw_trans1,C,6,141537,PbGEM-267699,PBANKA_020270,ko
"barseq_0065 plate 1",E,5,rec46_gw_trans1,D,7,141565,PbGEM-270434,PBANKA_030970,ko
"barseq_0065 plate 1",E,6,rec46_gw_trans2,D,9,141673,PbGEM-267883,PBANKA_020420,ko
"barseq_0065 plate 1",E,7,rec47_gw_trans1,G,2,142446,PbGEM-230013,PBANKA_041010,ko
"barseq_0065 plate 1",E,8,rec47_gw_trans3,G,6,142624,PbGEM-241608,PBANKA_103010,ko
"barseq_0065 plate 1",E,9,rec48_gw_trans2,G,3,143632,PbGEM-269819,PBANKA_030470,ko
"barseq_0065 plate 1",E,10,rec49_gw_trans1,A,10,144218,PbGEM-288170,PBANKA_090980,ko
"barseq_0065 plate 1",E,11,rec50_gw_trans1,A,4,134240,PbGEM-321267,PBANKA_142210,ko
"barseq_0065 plate 1",E,12,rec50_gw_trans2,C,3,134356,PbGEM-289385,PBANKA_091890,ko
"barseq_0065 plate 1",F,1,rec51_gw_trans1,A,3,152023,PbGEM-336595,PBANKA_121810,ko
"barseq_0065 plate 1",F,2,rec51_gw_trans1,A,8,152028,PbGEM-334115,PBANKA_102460,ko
"barseq_0065 plate 1",F,3,rec52_gw_trans1,C,11,152427,PbGEM-336155,PBANKA_120400,ko
"barseq_0065 plate 1",F,4,rec52_gw_trans3,A,6,152584,PbGEM-290856,PBANKA_093100,ko
"barseq_0065 plate 1",F,5,rec53_gw_trans1,E,6,182332,PbGEM-337723,PBANKA_131280,ko
"barseq_0065 plate 1",F,6,rec53_gw_trans1,F,11,182349,PbGEM-325915,PBANKA_145870,ko
"barseq_0065 plate 1",F,7,rec53_gw_trans2,E,2,182421,PbGEM-310399,PBANKA_130340,ko
"barseq_0065 plate 1",F,8,rec54_gw_trans1,D,6,154294,PbGEM-340635,PBANKA_144720,ko
"barseq_0065 plate 1",F,9,rec55_gw_trans1,A,7,134615,PbGEM-227028,PBANKA_010520,ko
"barseq_0065 plate 1",F,10,rec57_gw_trans2,B,7,186923,PbGEM-293312,PBANKA_100570,ko
"barseq_0065 plate 1",F,11,rec58_gw_trans1,C,4,187946,PbGEM-329059,PBANKA_041300,ko
"barseq_0065 plate 1",F,12,rec58_gw_trans1,D,8,187962,PbGEM-290512,PBANKA_092840,ko
"barseq_0065 plate 1",G,1,rec58_gw_trans3,C,12,188140,PbGEM-327555,PBANKA_010240,ko
"barseq_0065 plate 1",G,2,rec60_gw_trans1,E,1,208900,PbGEM-331419,PBANKA_080710,ko
"barseq_0065 plate 1",G,3,rec60_gw_trans2,C,8,208976,PbGEM-268131,PBANKA_020610,ko
"barseq_0065 plate 1",G,4,rec61_gw_trans1,E,11,210018,PbGEM-337083,PBANKA_123430,ko
"barseq_0065 plate 1",G,5,rec63_gw_trans1,A,5,207400,PbGEM-342572,PBANKA_110800,ko
"barseq_0065 plate 1",G,6,rec64_gw_trans1,D,6,207809,PbGEM-257581,PBANKA_143890,ko
"barseq_0065 plate 1",G,7,rec66_gw_trans1,A,11,215861,PbGEM-328739,PBANKA_040050,ko
"barseq_0065 plate 1",G,8,rec67_gw_trans2,G,11,218758,PbGEM-297662,PBANKA_104020,ko
"barseq_0065 plate 1",G,9,rec67_gw_trans4,B,3,218876,PbGEM-330891,PBANKA_071350,ko
"barseq_0065 plate 1",G,10,rec69_gw_trans2,A,3,222601,PbGEM-328347,PBANKA_030060,ko
"barseq_0065 plate 1",G,11,rec70_gw_trans1,G,2,223695,PbGEM-331019,PBANKA_071870,ko
"barseq_0065 plate 1",G,12,rec73_gw_trans1,C,11,228234,PbGEM-328771,PBANKA_040170,ko
"barseq_0065 plate 1",H,1,rec73_gw_trans3,D,7,228428,PbGEM-334675,PBANKA_110230,ko
"barseq_0065 plate 1",H,2,rec74_gw_trans1,E,12,229375,PbGEM-327675,PBANKA_010530,ko
"barseq_0065 plate 1",H,3,rec77_gw_trans1,F,10,232733,PbGEM-268883,PBANKA_021200,ko
"barseq_0065 plate 1",H,4,rec77_gw_trans3,B,11,232872,PbGEM-334955,PBANKA_110960,ko
"barseq_0065 plate 1",H,5,rec79_gw_trans1,B,12,239587,PbGEM-336483,PBANKA_121470,ko
"barseq_0065 plate 1",H,6,rec79_gw_trans2,A,5,239661,PbGEM-337659,PBANKA_130980,ko
"barseq_0065 plate 1",H,7,rec80_gw_trans2,H,7,240863,PbGEM-285074,PBANKA_082130,ko
"barseq_0065 plate 1",H,8,rec81_gw_trans1,G,1,244100,PbGEM-321611,PBANKA_142540,ko
"barseq_0065 plate 1",H,9,rec82_gw_trans1,C,11,257260,PbGEM-321659,PBANKA_142580,ko
"barseq_0065 plate 1",H,10,rec82_gw_trans1,H,5,257314,PbGEM-332955,PBANKA_093010,ko
"barseq_0065 plate 1",H,11,rec82_gw_trans4,A,2,257506,PbGEM-312173,PBANKA_131690,ko
"barseq_0065 plate 1",H,12,rec83_gw_trans1,D,8,246303,PbGEM-336963,PBANKA_123070,ko
"barseq_0065 plate 2",A,1,rec83_gw_trans2,E,4,246404,PbGEM-338227,PBANKA_132960,ko
"barseq_0065 plate 2",A,2,rec84_gw_trans2,A,3,243007,PbGEM-296110,PBANKA_102730,ko
"barseq_0065 plate 2",A,3,rec86_gw_trans3,B,11,245352,PbGEM-323819,PBANKA_144240,ko
"barseq_0065 plate 2",A,4,rec99_gw_trans1,B,4,287149,PbGEM-231805,PBANKA_050265,ko
