gene,normd7toinputA
PBANKA_031310,2.9998855225490647e-4
PBANKA_031470,0.0012220944254249526
PBANKA_031520,0.017678976021210387
PBANKA_031600,8.56562965075395e-5
PBANKA_040150,7.423078925647372e-4
PBANKA_040280,0.07559381611045007
PBANKA_040650,1.9631613713492381e-4
PBANKA_041080,1.8119715426679234e-4
PBANKA_041820,1.3244720615843827e-5
PBANKA_052040,0.0013343546243062116
PBANKA_052100,1.377554309759748e-4
PBANKA_060680,4.938858423259133e-4
PBANKA_061060,3.845868959821318e-4
PBANKA_061500,6.708366812177742e-4
PBANKA_061680,0.012436382106908141
PBANKA_070370,0.0018850337869276293
PBANKA_071420,0.0017684865848780467
PBANKA_071510,0.003802215596582173
PBANKA_071810,0.0031862325105876136
PBANKA_071840,0.019904947224207083
PBANKA_072200,0.004317345449528937
PBANKA_080300,0.0015287205649068395
PBANKA_080310,0.003951031409444903
PBANKA_082000,0.0016093786425073024
PBANKA_082360,9.879558010354673e-4
PBANKA_082620,0.009439300541235358
PBANKA_082860,0.0019291255454316554
PBANKA_082880,2.81210911383816e-4
PBANKA_083490,0.00847752365590732
PBANKA_090390,2.1883477514545515e-4
PBANKA_091180,0.0013297002095978407
PBANKA_091970,0.003266623465426538
PBANKA_092290,1.6567428625838818e-4
PBANKA_092360,2.5093293623188286e-4
PBANKA_092490,6.052256953190849e-5
PBANKA_092950,0.0012543436466962488
PBANKA_093030,5.943801440939556e-4
PBANKA_093160,NaN
PBANKA_094090,1.2161357859443317e-5
PBANKA_094180,1.046849833697975e-4
PBANKA_094350,5.73802318757394e-4
PBANKA_100490,1.4421214377131745e-4
PBANKA_100670,0.03118259077243396
PBANKA_100810,7.631958533602019e-4
PBANKA_100980,4.7132842804735285e-4
PBANKA_101010,0.005438405645388575
PBANKA_101290,6.0276318271107464e-5
PBANKA_101490,1.1699193140145286e-4
PBANKA_101590,2.997866077053649e-4
PBANKA_102490,0.003047279361494454
PBANKA_102650,0.004746494166207112
PBANKA_103130,1.6846694311891913e-4
PBANKA_103470,0.0014886898546426209
PBANKA_103510,3.295517284156608e-4
PBANKA_103640,0.002914832162034496
PBANKA_103930,0.007161301798261717
PBANKA_110830,4.443630782745699e-4
PBANKA_110840,0.0037500551632973756
PBANKA_111710,0.0023750608893505737
PBANKA_111910,NaN
PBANKA_112260,0.0025874918642638843
PBANKA_112700,0.007784716431672859
PBANKA_113270,0.004241651001471252
PBANKA_113400,1.9392802194951824e-4
PBANKA_113560,4.4210463315053034e-4
PBANKA_113690,6.455945183292775e-4
PBANKA_114300,6.210156047924617e-5
PBANKA_120870,0.01423680887802882
PBANKA_121780,8.273616436004625e-4
PBANKA_122350,0.011378288584911907
PBANKA_123250,0.002147967107141919
PBANKA_123330,1.1539379605558366e-4
PBANKA_123880,8.352921786229884e-4
PBANKA_124460,0.0010152414293592038
PBANKA_130090,0.0013393388800363101
PBANKA_131060,3.1704792958613034e-4
PBANKA_132050,0.0033348193000347862
PBANKA_132270,2.5138116542174516e-4
PBANKA_132630,0.00244465797098364
PBANKA_132680,8.73102731915451e-4
PBANKA_133710,NaN
PBANKA_133760,3.325745048180212e-4
PBANKA_134020,0.0026311703439446696
PBANKA_134790,0.005894851297521371
PBANKA_134840,1.7746887480503336e-4
PBANKA_135110,2.3110656586667705e-4
PBANKA_135180,3.1189854699455574e-5
PBANKA_135400,1.1576091634602188e-4
PBANKA_135690,0.009191284876005972
PBANKA_135720,3.682130315090339e-5
PBANKA_135810,0.0015264424484815286
PBANKA_135840,9.687328970905295e-4
PBANKA_136260,3.910763405816745e-4
PBANKA_140250,2.0675672165442794e-4
PBANKA_140580,2.475479836824422e-4
PBANKA_141090,7.13228264707882e-4
PBANKA_141130,4.6014156702011306e-4
PBANKA_142640,0.014098725824940195
PBANKA_142650,2.8319950641190995e-4
PBANKA_144040,0.029797521107194278
PBANKA_144070,6.525613656493777e-4
PBANKA_144250,1.6752147212271184e-4
PBANKA_144410,2.317837444714332e-4
PBANKA_144760,0.005954562787292563
PBANKA_145730,3.6969070844507847e-4
PBANKA_146320,0.00930382315416549
PBANKA_146340,0.003708516703826232
PBANKA_010520,0.08705364686488302
PBANKA_010770,0.008889808396809184
PBANKA_011250,0.18709015048228447
PBANKA_020290,0.0015000464592086558
PBANKA_020300,0.05214255967960618
PBANKA_020370,NaN
PBANKA_020830,0.18856584564685047
PBANKA_030560,8.709511397558952e-4
PBANKA_030680,0.004261710591134326
PBANKA_030690,4.039585169182073e-4
PBANKA_040120,0.17201132967148006
PBANKA_040750,0.2591437634610128
PBANKA_041050,0.43936692271718497
PBANKA_041350,0.825701410713414
PBANKA_041470,0.004710108032584572
PBANKA_051770,1.6514403107497673
PBANKA_052020,0.023623796716080375
PBANKA_060240,0.06139281838567444
PBANKA_060440,1.4742958666661015
PBANKA_061860,0.0026429997649022293
PBANKA_070100,1.354690644961093
PBANKA_070440,1.5076870824697566
PBANKA_071080,4.873905890687629e-4
PBANKA_071470,0.7173280686199689
PBANKA_071700,0.07809291016267773
PBANKA_071740,0.0029725657264985214
PBANKA_080600,0.3832600450563613
PBANKA_080830,0.0023915883059520146
PBANKA_081180,0.924017332495715
PBANKA_081200,9.521251206866573e-4
PBANKA_082040,0.32494215604208954
PBANKA_082410,9.931899499606594e-4
PBANKA_090870,0.9255778942380987
PBANKA_092660,1.68430811777668
PBANKA_092810,0.0013343429265075802
PBANKA_093710,1.6866614347449107e-5
PBANKA_094280,0.0056496635719026946
PBANKA_100700,7.172607790419531e-4
PBANKA_100720,0.01077386209587059
PBANKA_101160,0.0450680332800914
PBANKA_101480,0.052667311768481925
PBANKA_101810,0.7120746745906678
PBANKA_102060,0.0014555494237751053
PBANKA_102320,0.006381116375997655
PBANKA_102920,7.891346553828831e-4
PBANKA_102990,6.731840064122164e-4
PBANKA_103530,0.0022804854314835673
PBANKA_110380,0.0016734135003391361
PBANKA_110900,2.9545116444095474e-5
PBANKA_111510,0.16106114208728767
PBANKA_112250,0.0034677051440066458
PBANKA_112710,2.192896780510914
PBANKA_112850,1.053928863301885e-4
PBANKA_113010,0.0016936160533880878
PBANKA_113340,0.18465580252409056
PBANKA_113410,0.002307747446747996
PBANKA_114120,8.198135868043289e-4
PBANKA_114250,3.8500988161223267e-4
PBANKA_114470,0.07223331352606141
PBANKA_120310,0.015170469000476607
PBANKA_121230,0.016337719572524036
PBANKA_121820,0.002530573422795749
PBANKA_121880,2.2541966394761548e-4
PBANKA_121950,0.003288008977425611
PBANKA_122230,0.053608891713766184
PBANKA_123740,0.8319525275815672
PBANKA_123970,0.0017340873505715213
PBANKA_123980,0.003918772715169665
PBANKA_124490,0.8730853817646255
PBANKA_130240,2.1209922418241812e-4
PBANKA_130460,8.04834755515329e-4
PBANKA_130470,0.07476832992552745
PBANKA_131230,6.173586692894662e-4
PBANKA_131600,0.14721731256289236
PBANKA_132090,0.2647063807784878
PBANKA_132170,0.02046051149801007
PBANKA_132330,0.49731065322118795
PBANKA_132530,0.0025342850232884942
PBANKA_133530,3.5705427332328375e-4
PBANKA_133740,0.001092969293974261
PBANKA_133820,0.7276367028117744
PBANKA_134240,0.0025502307727414695
PBANKA_134560,0.004094011310106755
PBANKA_134600,0.7823215528187139
PBANKA_135330,0.8185611916201307
PBANKA_135350,0.0017417424793192246
PBANKA_135410,3.940426092818209e-4
PBANKA_135900,5.134738705024227e-4
PBANKA_136480,0.0010020867957667727
PBANKA_140990,9.74673531891628e-4
PBANKA_141180,0.0017515070847133542
PBANKA_142210,0.1442858526529101
PBANKA_142380,0.0018407492625827446
PBANKA_142600,0.1843555668826916
PBANKA_143040,0.00140344507069842
PBANKA_143170,0.002912556690324491
PBANKA_143920,0.0017285079889849805
PBANKA_144380,0.006915640360037289
PBANKA_144680,7.59500463804892e-4
PBANKA_144940,0.0016392903897336163
PBANKA_010130,NaN
PBANKA_020970,0.665366271442924
PBANKA_050500,0.06488642816997926
PBANKA_052180,1.0489300081996253
PBANKA_060710,0.00120582029476256
PBANKA_061040,2.3560691015233156e-4
PBANKA_061360,0.2709917242811488
PBANKA_061510,0.10572484667389237
PBANKA_070620,0.13414113109595363
PBANKA_080270,8.932941004603404e-4
PBANKA_080650,0.029000505861972028
PBANKA_080930,NaN
PBANKA_081240,0.020205796115688436
PBANKA_082520,1.2536711507831289
PBANKA_090930,NaN
PBANKA_092370,3.305892473964258e-4
PBANKA_100270,0.008117612942310263
PBANKA_100650,NaN
PBANKA_103110,0.060780602856476684
PBANKA_110400,0.00148621502213617
PBANKA_110710,5.801389392831674e-4
PBANKA_111810,9.511292071259252e-4
PBANKA_113770,2.6112305603499185e-4
PBANKA_124340,0.0012524910362135691
PBANKA_130740,NaN
PBANKA_131750,0.012052240157204493
PBANKA_133040,0.5400117154428326
PBANKA_133060,0.06453421951523955
PBANKA_134000,1.583107558313911e-4
PBANKA_134400,8.239696636263346e-4
PBANKA_135080,3.401288627312558e-4
PBANKA_135200,2.4013322886732682e-4
PBANKA_136000,0.055899340927890666
PBANKA_141030,3.946797050578069e-4
PBANKA_141560,NaN
PBANKA_141910,0.4482877153431579
PBANKA_142220,0.7181644028070611
PBANKA_142720,0.39586654230059687
PBANKA_143270,0.47847228245827433
PBANKA_144000,1.2094159751528135e-4
PBANKA_144160,0.04748396288150149
PBANKA_145050,1.2770275437574695e-4
PBANKA_145600,NaN
PBANKA_010910,6.556200027977785e-4
PBANKA_020310,0.0010791439133239684
PBANKA_021150,0.006014893782163519
PBANKA_021360,0.00295112661151147
PBANKA_030270,0.008061892611730388
PBANKA_031190,0.1298402478528511
PBANKA_040220,0.4554610161392602
PBANKA_041680,0.6961542643069446
PBANKA_041770,0.4032661965041835
PBANKA_050170,0.4236580038946477
PBANKA_051850,0.5078985534064427
PBANKA_052000,0.005640970091800009
PBANKA_070290,NaN
PBANKA_080230,3.0842495884779973e-4
PBANKA_081420,0.5348829788276375
PBANKA_081490,0.0024802389128660003
PBANKA_081600,0.8257936925301149
PBANKA_081680,0.5799428109935099
PBANKA_082380,0.36435526303677684
PBANKA_083440,0.004615503224512199
PBANKA_090210,0.07940589592901748
PBANKA_091950,0.005104277270544458
PBANKA_092010,0.19709160955200358
PBANKA_092520,7.539560518485812e-4
PBANKA_092540,0.013357233150750365
PBANKA_092870,0.09075079564367623
PBANKA_093090,0.2879591496937666
PBANKA_093150,1.1109693126099989
PBANKA_093740,1.6570952201122954e-4
PBANKA_094010,0.40181059211759057
PBANKA_094190,2.1299559398219804e-5
PBANKA_100140,1.759570022260056e-4
PBANKA_101380,0.001005972072260961
PBANKA_101770,0.005884128826927573
PBANKA_102260,0.27305291351793226
PBANKA_102430,3.989074626886576e-4
PBANKA_102880,0.0029782674517433248
PBANKA_102980,2.2009832226333617e-4
PBANKA_103820,0.06961645929281048
PBANKA_110490,0.30992440651084874
PBANKA_110800,0.10267195959004438
PBANKA_111630,0.14893909655743534
PBANKA_111770,0.46122336869815317
PBANKA_111860,0.0029252337229305316
PBANKA_112670,0.415221472935268
PBANKA_112910,0.0017199433539377522
PBANKA_113140,0.3649506701393244
PBANKA_113180,0.17202744767150638
PBANKA_113420,0.30921515469822686
PBANKA_113670,0.01766570713087211
PBANKA_113700,0.0016763408956472455
PBANKA_113840,0.016656405136899262
PBANKA_114060,0.008056374310203866
PBANKA_114340,0.7229416758094469
PBANKA_121040,0.3955093985471332
PBANKA_121420,0.0028532701756360263
PBANKA_121650,0.008563007959966885
PBANKA_122250,0.0019086258107548386
PBANKA_122310,8.734958617955266e-4
PBANKA_122470,0.004965409502263747
PBANKA_123400,0.002672427388875547
PBANKA_124210,0.0011343828528486838
PBANKA_124450,0.0023565627651757305
PBANKA_130370,4.174204472390286e-4
PBANKA_131840,0.001542871398075701
PBANKA_131920,0.002691575194971321
PBANKA_132360,0.48260397335844724
PBANKA_132640,5.98568571805364e-4
PBANKA_133870,NaN
PBANKA_134300,1.9879877745132466
PBANKA_134430,4.411828600520431e-4
PBANKA_134720,0.14868513181697512
PBANKA_135660,0.48636751426000147
PBANKA_135970,2.4177312062571317
PBANKA_141470,0.8237089332456529
PBANKA_141780,0.005860046677636204
PBANKA_141840,NaN
PBANKA_142530,0.46391122069464663
PBANKA_142960,0.006720549690039974
PBANKA_143610,0.0022747802708238626
PBANKA_143890,0.11565707167698047
PBANKA_144770,0.0026467819210988564
PBANKA_145010,3.211463907489093e-4
PBANKA_145920,0.19091085711234218
PBANKA_146220,0.30660086084583704
PBANKA_010200,0.00197329594112472
PBANKA_010460,0.10878687040469678
PBANKA_020720,0.0013841281348981088
PBANKA_021040,0.0011963484463588052
PBANKA_021130,NaN
PBANKA_021350,5.445404771155529e-4
PBANKA_030430,0.0018475238252431288
PBANKA_030460,0.003608139465970475
PBANKA_030850,0.13867405680203038
PBANKA_031270,0.7436577680695693
PBANKA_031380,0.0546281658629221
PBANKA_040680,0.001781772718173193
PBANKA_040740,4.2637006635611235e-5
PBANKA_040930,0.09597971725437704
PBANKA_050230,0.43997840720499615
PBANKA_050740,0.009180291115581878
PBANKA_050810,5.335995420584373e-4
PBANKA_060480,0.0012012269272111884
PBANKA_061580,9.313686917028718e-4
PBANKA_070210,0.8212505590750515
PBANKA_070270,2.515717651283197
PBANKA_070450,0.0011615292871549614
PBANKA_070950,7.574769492892344e-4
PBANKA_071400,1.1265475899316784
PBANKA_071650,0.4256587590856218
PBANKA_080430,0.6929045475457485
PBANKA_080560,0.002996039157334045
PBANKA_080590,0.1832331590606867
PBANKA_080620,0.015585350883325688
PBANKA_080700,0.0013439725735324096
PBANKA_080800,9.079641278087618e-4
PBANKA_081900,2.207156244371138e-4
PBANKA_082450,0.0430572934045486
PBANKA_082690,0.007158847034455034
PBANKA_082800,0.058173978315003316
PBANKA_083190,0.016670741086474466
PBANKA_090410,0.002318395816979281
PBANKA_090950,0.30299091379010884
PBANKA_091270,5.620374050817494e-4
PBANKA_092700,0.027260290357706024
PBANKA_093860,0.0011072891859609125
PBANKA_100160,0.27549486428288034
PBANKA_100950,0.01694613006746755
PBANKA_101020,0.0012239815464474627
PBANKA_101080,0.31194202336340004
PBANKA_101330,1.8966618453172408
PBANKA_101700,0.37611910170602136
PBANKA_101980,0.029484699118282512
PBANKA_103680,0.7567676909492584
PBANKA_110360,0.0015729458993252506
PBANKA_110540,0.0021213839041135996
PBANKA_110730,0.0054382831082120725
PBANKA_110810,6.595203936999293e-4
PBANKA_111080,0.0705092710107568
PBANKA_112270,0.002550625697035937
PBANKA_112970,7.868223110799547e-4
PBANKA_121030,9.635000330582072e-4
PBANKA_121240,0.639303364587549
PBANKA_121400,7.73193536616242e-4
PBANKA_122770,0.00421948406560806
PBANKA_124300,0.0010225380278192978
PBANKA_130080,0.01103902910175994
PBANKA_130280,1.317136980853402
PBANKA_130680,3.940539418154421e-4
PBANKA_130860,0.002896630739972157
PBANKA_130970,0.015749283039773167
PBANKA_131070,0.8955122583209597
PBANKA_131510,0.06520387307422519
PBANKA_132800,6.84720038146935e-4
PBANKA_134380,0.9291342506496871
PBANKA_135090,0.010722964249594557
PBANKA_135960,0.9895586614896398
PBANKA_140170,1.0402921925666706
PBANKA_140410,0.3699983414130639
PBANKA_140480,0.24214913862690796
PBANKA_140800,3.3831870466587366e-4
PBANKA_140910,0.00473649959947516
PBANKA_141000,NaN
PBANKA_141360,1.0102217608579291
PBANKA_142090,0.0010123238540835345
PBANKA_142160,0.3742065023549984
PBANKA_143750,0.397493970693234
PBANKA_144540,7.223050098859047e-4
PBANKA_146070,0.392138529590739
PBANKA_010950,0.1757899079311024
PBANKA_011210,0.00215771957322671
PBANKA_020580,0.001973855382296751
PBANKA_021440,0.014698187845697083
PBANKA_031030,0.0011068152758218449
PBANKA_040110,0.011344615355547346
PBANKA_040820,0.5662129590027826
PBANKA_040940,0.04806197374270026
PBANKA_052050,0.0013003359604342932
PBANKA_060280,0.002053705474542435
PBANKA_061520,0.7093511745394862
PBANKA_061670,0.45386481124480493
PBANKA_071200,3.9721478254119114e-4
PBANKA_080320,3.686347873751131e-4
PBANKA_082710,0.14351743848188558
PBANKA_082960,0.19449831484545824
PBANKA_083110,0.3533958461797905
PBANKA_083520,0.001990931011810172
PBANKA_090110,5.01973073269286e-4
PBANKA_090960,0.021139125052084037
PBANKA_091210,4.232897851045313e-4
PBANKA_091870,0.39577590122904605
PBANKA_092180,0.169070535401755
PBANKA_092550,0.04593035164738275
PBANKA_093020,2.9723783335728184e-4
PBANKA_093230,0.4098363744862675
PBANKA_093300,0.0014835468993898955
PBANKA_093370,0.8761926783427272
PBANKA_093910,NaN
PBANKA_101710,0.0032067037930220456
PBANKA_101750,0.07040478970297069
PBANKA_103320,0.00524004923360912
PBANKA_110510,2.6815601819815113e-4
PBANKA_110940,0.0010269006809138794
PBANKA_111380,0.22868400282988835
PBANKA_111490,5.461984232709822e-4
PBANKA_112690,0.01533677484306643
PBANKA_121190,1.13815856005138e-4
PBANKA_122500,0.002810527106451039
PBANKA_122810,0.00246552500627714
PBANKA_123160,0.04734403319037678
PBANKA_130690,0.12896406170238375
PBANKA_130920,0.005006781818350567
PBANKA_131970,0.29256708634666806
PBANKA_132980,0.08678834012522037
PBANKA_135150,0.012833460606660522
PBANKA_135260,0.5848144676596803
PBANKA_136210,0.3181300142765
PBANKA_136370,0.47516519739546326
PBANKA_140370,0.003880664258986379
PBANKA_141460,0.18246623334936274
PBANKA_144560,0.0072746700225651524
PBANKA_146050,0.3294174576361009
PBANKA_011010,0.005293648783962149
PBANKA_020330,2.978459102558128e-4
PBANKA_021020,NaN
PBANKA_021140,0.2600988351393293
PBANKA_030510,0.14381074103139924
PBANKA_030860,0.004636305239309712
PBANKA_030980,0.10226702424721563
PBANKA_031240,NaN
PBANKA_031500,0.34751205750780506
PBANKA_031590,0.9633049071392791
PBANKA_040190,4.658514551501983e-4
PBANKA_040760,0.052192170302203585
PBANKA_041030,NaN
PBANKA_050260,0.003331161771002589
PBANKA_050700,0.0016151507930057942
PBANKA_051220,0.20357640396251303
PBANKA_051670,NaN
PBANKA_051760,0.09715992909794317
PBANKA_060100,0.001493523187473138
PBANKA_060350,0.001554318488304456
PBANKA_060520,NaN
PBANKA_061110,0.0894511132396883
PBANKA_061160,NaN
PBANKA_061430,NaN
PBANKA_061540,NaN
PBANKA_061880,0.018529692103987014
PBANKA_070250,NaN
PBANKA_070410,0.01547675541990667
PBANKA_070700,0.6427791197093251
PBANKA_071010,0.34733103819595745
PBANKA_071760,0.04424413139056802
PBANKA_080260,NaN
PBANKA_080630,0.25446503305273593
