"","interpro","Domain"
"31504","IPR023447","SSF55112"
"31505","IPR023449","PTHR30047:SF9"
"31506","IPR023449","MF_01049"
"31507","IPR023450","MF_01052"
"31508","IPR023451","PF00303"
"31509","IPR023451","G3DSA:3.30.572.10"
"31510","IPR023451","SSF55831"
"31511","IPR023451","cd00351"
"31512","IPR023452","MF_01050"
"31513","IPR023453","G3DSA:1.10.140.10"
"31514","IPR023454","MF_00291_A"
"31515","IPR023455","MF_01211"
"31516","IPR023456","MF_01524"
"31517","IPR023457","MF_01228"
"31518","IPR023458","MF_00098"
"31519","IPR023459","PIRSF006092"
"31520","IPR023460","MF_00574"
"31521","IPR023461","MF_01056"
"31522","IPR023463","MF_01055"
"31523","IPR023464","MF_00615"
"31524","IPR023465","G3DSA:2.40.30.30"
"31525","IPR023467","PF02007"
"31526","IPR023467","PIRSF004960"
"31527","IPR023467","PD009948"
"31528","IPR023467","TIGR01114"
"31529","IPR023468","PTHR22749"
"31530","IPR023470","MF_01285"
"31531","IPR023471","G3DSA:2.60.370.10"
"31532","IPR023471","SSF110111"
"31533","IPR023472","MF_00645"
"31534","IPR023473","PTHR13016"
"31535","IPR023473","TIGR00296"
"31536","IPR023474","MF_00623"
"31537","IPR023475","MF_00786"
"31538","IPR023476","G3DSA:3.40.1490.10"
"31539","IPR023476","SSF102462"
"31540","IPR023477","MF_00234"
"31541","IPR023479","MF_01638"
"31542","IPR023480","MF_00780"
"31543","IPR023481","MF_01626"
"31544","IPR023482","MF_01591"
"31545","IPR023483","MF_00746"
"31546","IPR023484","MF_00383"
"31547","IPR023485","PF01451"
"31548","IPR023485","SM00226"
"31549","IPR023485","SSF52788"
"31550","IPR023485","cd00115"
"31551","IPR023486","PS00782"
"31552","IPR023488","MF_01911"
"31553","IPR023489","MF_01230"
"31554","IPR023490","MF_00513"
"31555","IPR023491","MF_01950"
"31556","IPR023492","MF_01951"
"31557","IPR023493","MF_00515"
"31558","IPR023494","MF_01392"
"31559","IPR023495","MF_00517"
"31560","IPR023496","MF_00640"
"31561","IPR023497","MF_00546"
"31562","IPR023498","MF_00548"
"31563","IPR023499","MF_01952"
"31564","IPR023500","MF_00552"
"31565","IPR023501","MF_00553"
"31566","IPR023502","MF_01956"
"31567","IPR023503","MF_00554"
"31568","IPR023504","MF_00556"
"31569","IPR023505","MF_01271"
"31570","IPR023506","MF_00560"
"31571","IPR023507","MF_01957"
"31572","IPR023508","MF_01958"
"31573","IPR023509","G3DSA:3.50.80.10"
"31574","IPR023509","SSF69500"
"31575","IPR023510","MF_01670"
"31576","IPR023511","MF_00566"
"31577","IPR023512","MF_01281"
"31578","IPR023513","MF_00567"
"31579","IPR023514","MF_01666"
"31580","IPR023515","MF_00569"
"31581","IPR023516","MF_01834"
"31582","IPR023517","MF_01878"
"31583","IPR023518","MF_00573"
"31584","IPR023519","MF_00776"
"31585","IPR023520","MF_00606"
"31586","IPR023521","MF_01853"
"31587","IPR023522","MF_01170"
"31588","IPR023523","MF_00609"
"31589","IPR023524","MF_00745"
"31590","IPR023525","MF_00616"
"31591","IPR023526","MF_01564"
"31592","IPR023527","MF_01837"
"31593","IPR023528","MF_01044"
"31594","IPR023529","MF_00749"
"31595","IPR023530","PIRSF000032"
"31596","IPR023530","MF_00633"
"31597","IPR023531","MF_00751"
"31598","IPR023532","MF_00803"
"31599","IPR023533","MF_01552"
"31600","IPR023534","SSF101744"
"31601","IPR023535","MF_01852"
"31602","IPR023536","MF_01608"
"31603","IPR023537","MF_00635"
"31604","IPR023538","MF_00754"
"31605","IPR023539","MF_00756"
"31606","IPR023540","MF_00647"
"31607","IPR023541","MF_01856"
"31608","IPR023542","MF_01857"
"31609","IPR023543","MF_01862"
"31610","IPR023544","MF_01000"
"31611","IPR023545","MF_01579"
"31612","IPR023546","MF_00772"
"31613","IPR023547","MF_01286"
"31614","IPR023548","MF_00699"
"31615","IPR023549","PF00720"
"31616","IPR023549","PD004028"
"31617","IPR023549","G3DSA:3.30.350.10"
"31618","IPR023549","SSF55399"
"31619","IPR023550","MF_00657"
"31620","IPR023551","MF_01156"
"31621","IPR023552","MF_00779"
"31622","IPR023553","MF_02100"
"31623","IPR023554","MF_00661"
"31624","IPR023555","MF_01319"
"31625","IPR023556","MF_01120"
"31626","IPR023557","MF_01870"
"31627","IPR023558","PF02081"
"31628","IPR023558","G3DSA:2.60.40.50"
"31629","IPR023559","PF05247"
"31630","IPR023559","PD015582"
"31631","IPR023559","SSF63592"
"31632","IPR023559","MF_00725"
"31633","IPR023561","PTHR18952"
"31634","IPR023562","PTHR10381"
"31635","IPR023562","PF00574"
"31636","IPR023563","PS00783"
"31637","IPR023566","PTHR10516"
"31638","IPR023566","PTHR43811"
"31639","IPR023569","PF06607"
"31640","IPR023569","PD059788"
"31641","IPR023572","PF01951"
"31642","IPR023572","PD012969"
"31643","IPR023572","G3DSA:3.55.10.10"
"31644","IPR023572","SSF69819"
"31645","IPR023573","PF01775"
"31646","IPR023574","G3DSA:3.40.1370.10"
"31647","IPR023574","SSF52166"
"31648","IPR023575","G3DSA:3.30.860.10"
"31649","IPR023575","SSF54570"
"31650","IPR023576","PS01183"
"31651","IPR023576","PS01184"
"31652","IPR023577","PF01928"
"31653","IPR023577","PS51707"
"31654","IPR023577","SM01118"
"31655","IPR023578","SSF48366"
"31656","IPR023580","SSF46924"
"31657","IPR023581","PS00249"
"31658","IPR023582","PTHR16301"
"31659","IPR023584","PF01765"
"31660","IPR023584","SSF55194"
"31661","IPR023585","MF_02002"
"31662","IPR023586","MF_02003"
"31663","IPR023587","G3DSA:4.10.10.10"
"31664","IPR023588","MF_01277"
"31665","IPR023589","MF_01280"
"31666","IPR023590","MF_01287"
"31667","IPR023591","SSF52313"
"31668","IPR023592","SFLDF00003"
"31669","IPR023592","MF_01289"
"31670","IPR023592","cd03325"
"31671","IPR023593","MF_01290"
"31672","IPR023594","MF_01231"
"31673","IPR023596","PIRSF016933"
"31674","IPR023597","PIRSF020588"
"31675","IPR023599","PIRSF032522"
"31676","IPR023600","PTHR11136:SF13"
"31677","IPR023600","PIRSF038895"
"31678","IPR023601","PTHR21094"
"31679","IPR023601","PIRSF027109"
"31680","IPR023602","PF01982"
"31681","IPR023603","PTHR10289"
"31682","IPR023603","PIRSF017617"
"31683","IPR023604","PIRSF005011"
"31684","IPR023605","PIRSF004654"
"31685","IPR023606","G3DSA:3.40.50.10540"
"31686","IPR023606","SSF89796"
"31687","IPR023607","PIRSF000977"
"31688","IPR023608","PIRSF000459"
"31689","IPR023609","MF_01534"
"31690","IPR023610","PTHR23086"
"31691","IPR023611","PF10484"
"31692","IPR023612","PR00730"
"31693","IPR023612","cd09597"
"31694","IPR023613","PR00788"
"31695","IPR023615","PS00077"
"31696","IPR023616","PS50855"
"31697","IPR023616","G3DSA:1.20.210.10"
"31698","IPR023616","SSF81442"
"31699","IPR023617","PIRSF006588"
"31700","IPR023618","G3DSA:1.10.286.40"
"31701","IPR023620","G3DSA:2.40.280.10"
"31702","IPR023620","SSF74982"
"31703","IPR023621","G3DSA:3.10.440.10"
"31704","IPR023621","SSF54575"
"31705","IPR023623","PS00969"
"31706","IPR023626","G3DSA:1.10.1620.10"
"31707","IPR023626","SSF48662"
"31708","IPR023627","SSF111304"
"31709","IPR023628","PF02132"
"31710","IPR023631","PF01425"
"31711","IPR023631","G3DSA:3.90.1300.10"
"31712","IPR023631","SSF75304"
"31713","IPR023632","PS00153"
"31714","IPR023634","SSF64465"
"31715","IPR023635","PTHR10458"
"31716","IPR023635","PF01327"
"31717","IPR023635","PIRSF004749"
"31718","IPR023635","PR01576"
"31719","IPR023635","TIGR00079"
"31720","IPR023635","G3DSA:3.90.45.10"
"31721","IPR023635","SSF56420"
"31722","IPR023635","MF_00163"
"31723","IPR023635","cd00487"
"31724","IPR023636","PS01233"
"31725","IPR023637","PTHR12216"
"31726","IPR023637","PIRSF001423"
"31727","IPR023637","TIGR01228"
"31728","IPR023637","SSF111326"
"31729","IPR023637","MF_00577"
"31730","IPR023638","PS00526"
"31731","IPR023639","MF_00700"
"31732","IPR023642","MF_00701"
"31733","IPR023643","MF_01647"
"31734","IPR023644","TIGR04244"
"31735","IPR023644","MF_00716"
"31736","IPR023645","MF_01960"
"31737","IPR023646","PIRSF003135"
"31738","IPR023646","TIGR04418"
"31739","IPR023646","MF_00720"
"31740","IPR023648","PF03932"
"31741","IPR023648","SSF110395"
"31742","IPR023649","MF_00592"
"31743","IPR023650","PS00146"
"31744","IPR023651","MF_00721"
"31745","IPR023652","MF_00785"
"31746","IPR023653","MF_00597"
"31747","IPR023654","MF_00810"
"31748","IPR023655","MF_00594"
"31749","IPR023656","PIRSF004602"
"31750","IPR023656","MF_01163"
"31751","IPR023657","MF_00788"
"31752","IPR023658","MF_00792"
"31753","IPR023659","MF_01258"
"31754","IPR023660","MF_00602"
"31755","IPR023660","cd07930"
"31756","IPR023661","MF_01259"
"31757","IPR023662","TIGR04239"
"31758","IPR023662","MF_01594"
"31759","IPR023663","MF_01614"
"31760","IPR023664","MF_01616"
"31761","IPR023665","TIGR02535"
"31762","IPR023665","MF_01402_A"
"31763","IPR023665","MF_01402_B"
"31764","IPR023666","MF_01554_A"
"31765","IPR023667","MF_01619"
"31766","IPR023668","MF_00670"
"31767","IPR023669","MF_01318_A"
"31768","IPR023670","MF_01816"
"31769","IPR023671","MF_01625"
"31770","IPR023672","MF_01320_A"
"31771","IPR023673","PS01199"
"31772","IPR023674","SSF56808"
"31773","IPR023676","MF_01364_A"
"31774","IPR023677","MF_01636"
"31775","IPR023678","MF_02009"
"31776","IPR023679","MF_00672"
"31777","IPR023680","MF_01189"
"31778","IPR023684","MF_02008"
"31779","IPR023685","MF_01639"
"31780","IPR023686","MF_01510"
"31781","IPR023687","MF_01299"
"31782","IPR023688","MF_02013"
"31783","IPR023689","MF_00820"
"31784","IPR023690","MF_02017"
"31785","IPR023691","MF_01004"
"31786","IPR023692","MF_01528"
"31787","IPR023693","MF_01005"
"31788","IPR023694","MF_01418"
"31789","IPR023695","MF_01009"
"31790","IPR023697","MF_01530"
"31791","IPR023698","MF_01035"
"31792","IPR023699","MF_01533"
"31793","IPR023700","MF_01160"
"31794","IPR023701","MF_01292"
"31795","IPR023702","MF_01045"
"31796","IPR023703","MF_02016"
"31797","IPR023704","MF_01069"
"31798","IPR023705","TIGR04285"
"31799","IPR023705","MF_02015"
"31800","IPR023706","PTHR30509:SF17"
"31801","IPR023706","MF_01545"
"31802","IPR023707","PIRSF006076"
"31803","IPR023707","TIGR03303"
"31804","IPR023707","MF_01430"
"31805","IPR023709","MF_01550"
"31806","IPR023710","MF_01561"
"31807","IPR023711","MF_01563"
"31808","IPR023712","MF_01649"
"31809","IPR023713","MF_01253"
"31810","IPR023714","MF_01565"
"31811","IPR023715","MF_01059"
"31812","IPR023716","MF_01570"
"31813","IPR023717","PIRSF001535"
"31814","IPR023717","MF_01569"
"31815","IPR023719","MF_01242"
"31816","IPR023720","MF_01060"
"31817","IPR023721","MF_01577"
"31818","IPR023722","MF_01436"
"31819","IPR023723","MF_01066"
"31820","IPR023724","MF_01068"
"31821","IPR023725","MF_01072"
"31822","IPR023726","PTHR35334:SF6"
"31823","IPR023726","MF_01583"
"31824","IPR023727","MF_01585"
"31825","IPR023728","MF_02000"
"31826","IPR023729","MF_01075"
"31827","IPR023730","MF_01236"
"31828","IPR023731","MF_01132"
"31829","IPR023732","MF_01586"
"31830","IPR023733","MF_01250"
"31831","IPR023734","MF_01140"
"31832","IPR023735","MF_01592"
"31833","IPR023736","MF_01141"
"31834","IPR023737","PTHR30561:SF16"
"31835","IPR023737","MF_01597"
"31836","IPR023738","MF_01301"
"31837","IPR023739","MF_01650"
"31838","IPR023740","PTHR30561:SF12"
"31839","IPR023740","MF_01598"
"31840","IPR023741","PTHR12561:SF14"
"31841","IPR023741","MF_01602"
"31842","IPR023742","MF_01606"
"31843","IPR023743","MF_01146"
"31844","IPR023744","MF_01651"
"31845","IPR023745","MF_01149"
"31846","IPR023746","MF_01607"
"31847","IPR023747","MF_01903"
"31848","IPR023748","MF_01509"
"31849","IPR023749","MF_01153"
"31850","IPR023750","G3DSA:3.40.1650.10"
"31851","IPR023750","SSF102546"
"31852","IPR023751","MF_01662"
"31853","IPR023753","PF00070"
"31854","IPR023753","PF07992"
"31855","IPR023753","PF12831"
"31856","IPR023753","G3DSA:3.50.50.60"
"31857","IPR023753","SSF51905"
"31858","IPR023754","MF_01665"
"31859","IPR023755","MF_01664"
"31860","IPR023756","MF_01667"
"31861","IPR023757","MF_01669"
"31862","IPR023758","MF_01175"
"31863","IPR023760","MF_01143"
"31864","IPR023761","MF_01177"
"31865","IPR023762","MF_01437"
"31866","IPR023763","MF_01438"
"31867","IPR023764","MF_01190"
"31868","IPR023765","PS01040"
"31869","IPR023766","MF_01644"
"31870","IPR023767","MF_01449"
"31871","IPR023768","MF_01247"
"31872","IPR023769","MF_01839"
"31873","IPR023770","MF_01673"
"31874","IPR023771","MF_02012"
"31875","IPR023772","PS01081"
"31876","IPR023774","MF_01256"
"31877","IPR023775","MF_01162"
"31878","IPR023776","MF_02010"
"31879","IPR023777","MF_01880"
"31880","IPR023778","PTHR11654:SF224"
"31881","IPR023778","MF_01879"
"31882","IPR023779","PS00598"
"31883","IPR023780","PF00385"
"31884","IPR023781","MF_01846"
"31885","IPR023783","MF_01425"
"31886","IPR023784","MF_01169"
"31887","IPR023785","MF_01181"
"31888","IPR023786","MF_01652"
"31889","IPR023787","MF_01457"
"31890","IPR023788","MF_01293"
"31891","IPR023789","MF_01653"
"31892","IPR023789","cd07365"
"31893","IPR023790","MF_01203"
"31894","IPR023791","MF_01654"
"31895","IPR023792","MF_01311"
"31896","IPR023793","MF_01655"
"31897","IPR023794","MF_01671"
"31898","IPR023795","PS00284"
"31899","IPR023796","PF00079"
"31900","IPR023796","SM00093"
"31901","IPR023796","SSF56574"
"31902","IPR023797","PF01137"
"31903","IPR023797","G3DSA:3.65.10.20"
"31904","IPR023798","PF00177"
"31905","IPR023798","G3DSA:1.10.455.10"
"31906","IPR023798","SSF47973"
"31907","IPR023799","SSF89919"
"31908","IPR023800","PF00760"
"31909","IPR023800","G3DSA:2.60.120.530"
"31910","IPR023801","PF00850"
"31911","IPR023801","G3DSA:3.40.800.20"
"31912","IPR023802","PF01320"
"31913","IPR023802","G3DSA:1.10.1200.20"
"31914","IPR023802","SSF47345"
"31915","IPR023803","G3DSA:3.30.1320.10"
"31916","IPR023803","SSF54565"
"31917","IPR023804","PF12670"
"31918","IPR023804","TIGR04086"
"31919","IPR023805","TIGR03886"
"31920","IPR023806","TIGR03905"
"31921","IPR023807","TIGR04082"
"31922","IPR023808","TIGR03889"
"31923","IPR023809","PF14028"
"31924","IPR023809","TIGR03891"
"31925","IPR023810","TIGR03894"
"31926","IPR023811","TIGR04076"
"31927","IPR023812","TIGR04002"
"31928","IPR023813","TIGR03987"
"31929","IPR023814","TIGR03982"
"31930","IPR023815","TIGR03984"
"31931","IPR023816","TIGR03985"
"31932","IPR023817","TIGR03917"
"31933","IPR023818","TIGR03890"
"31934","IPR023819","TIGR04084"
"31935","IPR023820","TIGR03913"
"31936","IPR023821","TIGR04038"
"31937","IPR023821","SFLDG01111"
"31938","IPR023822","TIGR04100"
"31939","IPR023823","TIGR04066"
"31940","IPR023824","TIGR04073"
"31941","IPR023825","TIGR03986"
"31942","IPR023826","TIGR03902"
"31943","IPR023827","PS00136"
"31944","IPR023828","PS00138"
"31945","IPR023829","PF13994"
"31946","IPR023829","TIGR03940"
"31947","IPR023830","TIGR03895"
"31948","IPR023831","TIGR03900"
"31949","IPR023832","TIGR01363"
"31950","IPR023833","TIGR04088"
"31951","IPR023834","TIGR03921"
"31952","IPR023835","TIGR03922"
"31953","IPR023836","TIGR03924"
"31954","IPR023837","TIGR03925"
"31955","IPR023838","TIGR03929"
"31956","IPR023839","TIGR03928"
"31957","IPR023840","TIGR03931"
"31958","IPR023841","TIGR04000"
"31959","IPR023842","TIGR04001"
"31960","IPR023843","TIGR04093"
"31961","IPR023844","TIGR03983"
"31962","IPR023845","PF12823"
"31963","IPR023845","TIGR03954"
"31964","IPR023846","TIGR04042"
"31965","IPR023847","TIGR04044"
"31966","IPR023848","TIGR04087"
"31967","IPR023849","TIGR03934"
"31968","IPR023850","TIGR03967"
"31969","IPR023851","TIGR03968"
"31970","IPR023852","TIGR03952"
"31971","IPR023853","TIGR03937"
"31972","IPR023854","TIGR03938"
"31973","IPR023856","TIGR04018"
"31974","IPR023858","TIGR03957"
"31975","IPR023858","SFLDG01279"
"31976","IPR023859","MF_01154"
"31977","IPR023860","TIGR03959"
"31978","IPR023861","MF_01128"
"31979","IPR023862","TIGR03960"
"31980","IPR023863","TIGR03961"
"31981","IPR023865","PS01075"
"31982","IPR023865","PS01076"
"31983","IPR023866","TIGR03944"
"31984","IPR023867","TIGR03942"
"31985","IPR023867","SFLDG01072"
"31986","IPR023868","TIGR03963"
"31987","IPR023869","TIGR03941"
"31988","IPR023870","TIGR03939"
"31989","IPR023871","TIGR03964"
"31990","IPR023872","TIGR03933"
"31991","IPR023873","TIGR03918"
"31992","IPR023874","PTHR21180:SF34"
"31993","IPR023874","TIGR03916"
"31994","IPR023875","TIGR03915"
"31995","IPR023877","TIGR02367"
"31996","IPR023878","TIGR03912"
"31997","IPR023879","TIGR03907"
"31998","IPR023880","TIGR04003"
"31999","IPR023881","TIGR03999"
"32000","IPR023881","cd04962"
"32001","IPR023882","TIGR04004"
"32002","IPR023883","TIGR03980"
"32003","IPR023884","TIGR04005"
"32004","IPR023885","PF13186"
"32005","IPR023885","TIGR04085"
"32006","IPR023886","TIGR03906"
"32007","IPR023886","SFLDF00336"
"32008","IPR023887","TIGR03908"
"32009","IPR023888","TIGR04032"
"32010","IPR023889","TIGR03903"
"32011","IPR023890","TIGR03909"
"32012","IPR023891","TIGR03910"
"32013","IPR023891","SFLDF00349"
"32014","IPR023892","TIGR03896"
"32015","IPR023893","TIGR03981"
"32016","IPR023894","TIGR04033"
"32017","IPR023895","TIGR03892"
"32018","IPR023896","PIRSF021438"
"32019","IPR023896","TIGR04092"
"32020","IPR023897","TIGR04070"
"32021","IPR023897","SFLDG01079"
"32022","IPR023898","TIGR04077"
"32023","IPR023900","PIRSF001426"
"32024","IPR023901","TIGR03887"
"32025","IPR023902","PD034336"
"32026","IPR023902","TIGR04034"
"32027","IPR023903","TIGR04079"
"32028","IPR023904","TIGR04078"
"32029","IPR023905","PTHR11014:SF123"
"32030","IPR023905","MF_01692"
"32031","IPR023905","cd05670"
"32032","IPR023906","TIGR03995"
"32033","IPR023907","TIGR03885"
"32034","IPR023908","TIGR03057"
"32035","IPR023909","TIGR04024"
"32036","IPR023910","TIGR04007"
"32037","IPR023911","TIGR04050"
"32038","IPR023912","PTHR30352:SF18"
"32039","IPR023912","TIGR04041"
"32040","IPR023912","SFLDF00392"
"32041","IPR023913","TIGR03962"
"32042","IPR023914","TIGR03911"
"32043","IPR023915","TIGR03992"
"32044","IPR023916","TIGR04015"
"32045","IPR023917","PF13562"
"32046","IPR023917","TIGR03991"
"32047","IPR023918","TIGR04006"
"32048","IPR023919","TIGR04048"
"32049","IPR023920","TIGR04028"
"32050","IPR023921","TIGR03989"
"32051","IPR023922","TIGR04022"
"32052","IPR023923","TIGR04030"
"32053","IPR023927","PTHR10314:SF130"
"32054","IPR023927","TIGR03945"
"32055","IPR023928","TIGR03979"
"32056","IPR023929","TIGR04039"
"32057","IPR023930","TIGR04054"
"32058","IPR023931","MF_01424"
"32059","IPR023932","TIGR04037"
"32060","IPR023933","PTHR10066:SF75"
"32061","IPR023933","MF_01687"
"32062","IPR023934","TIGR04036"
"32063","IPR023935","MF_01508"
"32064","IPR023936","MF_01204"
"32065","IPR023936","cd02148"
"32066","IPR023937","MF_01443"
"32067","IPR023938","PTHR10000:SF35"
"32068","IPR023938","MF_01847"
"32069","IPR023939","MF_01832"
"32070","IPR023940","PTHR20836"
"32071","IPR023940","PIRSF000161"
"32072","IPR023940","TIGR00036"
"32073","IPR023940","MF_00102"
"32074","IPR023941","MF_01413"
"32075","IPR023942","MF_01267"
"32076","IPR023943","TIGR01691"
"32077","IPR023943","MF_01681"
"32078","IPR023944","MF_01314"
"32079","IPR023945","MF_01234"
"32080","IPR023946","MF_01381"
"32081","IPR023947","MF_01415"
"32082","IPR023948","PTHR10204:SF50"
"32083","IPR023948","MF_01414"
"32084","IPR023949","PTHR10799:SF808"
"32085","IPR023949","MF_01821"
"32086","IPR023950","MF_01252"
"32087","IPR023951","MF_01266"
"32088","IPR023952","MF_01672"
"32089","IPR023953","MF_01272"
"32090","IPR023954","MF_01300"
"32091","IPR023955","MF_01294"
"32092","IPR023956","MF_01682"
"32093","IPR023957","MF_01312"
"32094","IPR023958","MF_01516"
"32095","IPR023959","MF_01373"
"32096","IPR023960","PTHR10134:SF11"
"32097","IPR023960","MF_01335"
"32098","IPR023961","MF_01313"
"32099","IPR023962","MF_01403"
"32100","IPR023963","TIGR04071"
"32101","IPR023964","TIGR04067"
"32102","IPR023965","TIGR03947"
"32103","IPR023966","TIGR03946"
"32104","IPR023967","TIGR03996"
"32105","IPR023968","TIGR04065"
"32106","IPR023969","TIGR04072"
"32107","IPR023971","TIGR04081"
"32108","IPR023972","TIGR04069"
"32109","IPR023973","TIGR04061"
"32110","IPR023974","TIGR03976"
"32111","IPR023975","PF13165"
"32112","IPR023975","TIGR03973"
"32113","IPR023976","TIGR04031"
"32114","IPR023977","TIGR04052"
"32115","IPR023978","TIGR03970"
"32116","IPR023979","TIGR04014"
"32117","IPR023979","SFLDG01217"
"32118","IPR023980","TIGR04013"
"32119","IPR023981","TIGR03965"
"32120","IPR023982","TIGR04029"
"32121","IPR023983","TIGR04062"
"32122","IPR023984","TIGR03975"
"32123","IPR023984","SFLDF00324"
"32124","IPR023985","TIGR03971"
"32125","IPR023986","TIGR04047"
"32126","IPR023987","TIGR03997"
"32127","IPR023988","TIGR03969"
"32128","IPR023989","TIGR03966"
"32129","IPR023990","TIGR03948"
"32130","IPR023991","TIGR03949"
"32131","IPR023992","TIGR04051"
"32132","IPR023992","SFLDF00393"
"32133","IPR023993","TIGR03972"
"32134","IPR023993","MF_01921"
"32135","IPR023994","PF11939"
"32136","IPR023994","PD008308"
"32137","IPR023994","TIGR03993"
"32138","IPR023995","PTHR13932:SF10"
"32139","IPR023995","TIGR03994"
"32140","IPR023995","SFLDF00310"
"32141","IPR023996","TIGR04056"
"32142","IPR023997","TIGR04057"
"32143","IPR023998","TIGR03950"
"32144","IPR023999","TIGR04060"
"32145","IPR024000","TIGR04046"
"32146","IPR024001","TIGR04068"
"32147","IPR024002","PS01005"
"32148","IPR024002","PS01006"
"32149","IPR024003","TIGR04027"
"32150","IPR024004","TIGR04063"
"32151","IPR024005","TIGR04008"
"32152","IPR024006","TIGR04089"
"32153","IPR024007","PTHR43583:SF2"
"32154","IPR024007","TIGR03955"
"32155","IPR024007","SFLDF00319"
"32156","IPR024008","TIGR04090"
"32157","IPR024009","TIGR04017"
"32158","IPR024010","TIGR04009"
"32159","IPR024011","TIGR04020"
"32160","IPR024012","TIGR04095"
"32161","IPR024013","TIGR04010"
"32162","IPR024014","TIGR04021"
"32163","IPR024015","TIGR04026"
"32164","IPR024016","TIGR04064"
"32165","IPR024017","TIGR04080"
"32166","IPR024017","SFLDF00347"
"32167","IPR024018","TIGR04083"
"32168","IPR024019","TIGR04096"
"32169","IPR024020","TIGR03988"
"32170","IPR024021","TIGR03956"
"32171","IPR024021","SFLDF00348"
"32172","IPR024022","TIGR04094"
"32173","IPR024023","TIGR03978"
"32174","IPR024024","PIRSF500216"
"32175","IPR024024","TIGR04091"
"32176","IPR024025","TIGR03974"
"32177","IPR024026","TIGR04074"
"32178","IPR024027","TIGR04016"
"32179","IPR024028","TIGR04075"
"32180","IPR024029","TIGR04025"
"32181","IPR024030","TIGR04049"
"32182","IPR024031","TIGR04023"
"32183","IPR024032","TIGR03977"
"32184","IPR024032","SFLDG01103"
"32185","IPR024033","G3DSA:1.10.10.660"
"32186","IPR024034","G3DSA:1.10.1140.10"
"32187","IPR024035","TIGR04045"
"32188","IPR024036","G3DSA:1.10.1200.80"
"32189","IPR024037","TIGR03166"
"32190","IPR024038","TIGR03901"
"32191","IPR024041","PF00909"
"32192","IPR024041","SSF111352"
"32193","IPR024042","G3DSA:1.20.120.490"
"32194","IPR024044","G3DSA:2.40.50.240"
"32195","IPR024044","SSF159203"
"32196","IPR024045","PF07009"
"32197","IPR024046","G3DSA:2.30.290.10"
"32198","IPR024046","SSF141457"
"32199","IPR024047","G3DSA:3.10.290.30"
"32200","IPR024047","SSF159941"
"32201","IPR024048","G3DSA:1.10.750.10"
"32202","IPR024049","G3DSA:3.30.960.10"
"32203","IPR024049","SSF55481"
"32204","IPR024051","G3DSA:3.40.140.20"
"32205","IPR024052","G3DSA:3.30.70.1250"
"32206","IPR024052","SSF143856"
"32207","IPR024053","PF01847"
"32208","IPR024053","G3DSA:2.60.40.780"
"32209","IPR024054","G3DSA:1.10.150.190"
"32210","IPR024054","SSF116742"
"32211","IPR024055","G3DSA:3.30.70.1130"
"32212","IPR024055","SSF110993"
"32213","IPR024056","G3DSA:4.10.1010.10"
"32214","IPR024056","SSF82910"
"32215","IPR024057","PF03066"
"32216","IPR024057","SSF69203"
"32217","IPR024058","SSF103431"
"32218","IPR024059","G3DSA:2.60.430.10"
"32219","IPR024060","G3DSA:2.60.120.480"
"32220","IPR024061","PF05224"
"32221","IPR024061","PS51517"
"32222","IPR024061","G3DSA:2.60.40.1390"
"32223","IPR024062","SSF54441"
"32224","IPR024063","G3DSA:3.30.1040.10"
"32225","IPR024063","SSF57620"
"32226","IPR024064","G3DSA:3.90.1670.10"
"32227","IPR024064","SSF144020"
"32228","IPR024065","SSF140979"
"32229","IPR024066","G3DSA:1.10.196.10"
"32230","IPR024067","G3DSA:1.10.196.20"
"32231","IPR024068","G3DSA:3.90.1400.10"
"32232","IPR024068","SSF75574"
"32233","IPR024069","G3DSA:4.10.1150.10"
"32234","IPR024071","G3DSA:2.40.390.10"
"32235","IPR024072","G3DSA:3.40.430.10"
"32236","IPR024072","SSF53597"
"32237","IPR024073","G3DSA:1.10.287.400"
"32238","IPR024074","G3DSA:3.90.1260.10"
"32239","IPR024075","G3DSA:1.10.287.260"
"32240","IPR024076","G3DSA:3.30.428.20"
"32241","IPR024076","SSF75347"
"32242","IPR024078","G3DSA:3.40.50.10320"
"32243","IPR024078","SSF102588"
"32244","IPR024079","G3DSA:3.40.390.10"
"32245","IPR024080","G3DSA:1.20.1050.40"
"32246","IPR024082","PF14850"
"32247","IPR024083","G3DSA:1.10.275.10"
"32248","IPR024084","PF00180"
"32249","IPR024084","SM01329"
"32250","IPR024086","TIGR03990"
"32251","IPR024087","G3DSA:3.40.50.10310"
"32252","IPR024087","SSF102215"
"32253","IPR024088","PTHR11766"
"32254","IPR024089","SSF81935"
"32255","IPR024090","G3DSA:1.20.5.550"
"32256","IPR024093","PF07747"
"32257","IPR024093","G3DSA:1.10.238.80"
"32258","IPR024093","SSF69025"
"32259","IPR024094","PF16639"
"32260","IPR024094","G3DSA:2.60.40.830"
"32261","IPR024094","SSF49441"
"32262","IPR024096","SSF111126"
"32263","IPR024098","PTHR12565:SF273"
"32264","IPR024100","PTHR12565:SF263"
"32265","IPR024101","PTHR12565:SF282"
"32266","IPR024104","PTHR22961"
"32267","IPR024105","PTHR22961:SF18"
"32268","IPR024106","PTHR22961:SF21"
"32269","IPR024107","MF_02006"
"32270","IPR024108","PTHR11766:SF5"
"32271","IPR024108","MF_02007"
"32272","IPR024109","MF_00140_B"
"32273","IPR024110","PTHR10070"
