"","interpro","Domain"
"13315","IPR007727","PF05032"
"13316","IPR007728","PF05033"
"13317","IPR007728","PS50867"
"13318","IPR007728","SM00468"
"13319","IPR007729","PF05035"
"13320","IPR007730","PF05036"
"13321","IPR007730","PS51724"
"13322","IPR007730","G3DSA:3.30.70.1070"
"13323","IPR007730","SSF110997"
"13324","IPR007731","PF05037"
"13325","IPR007732","PTHR15168"
"13326","IPR007732","PF05038"
"13327","IPR007732","PIRSF019635"
"13328","IPR007733","PTHR16551"
"13329","IPR007733","PF05039"
"13330","IPR007733","SM00792"
"13331","IPR007734","PTHR12129"
"13332","IPR007735","PF05041"
"13333","IPR007736","PTHR31495"
"13334","IPR007736","PF05042"
"13335","IPR007737","PF05043"
"13336","IPR007738","PTHR12198:SF10"
"13337","IPR007739","PF05045"
"13338","IPR007740","PTHR13477"
"13339","IPR007740","PF05046"
"13340","IPR007741","PF05047"
"13341","IPR007741","SM00916"
"13342","IPR007742","PF05048"
"13343","IPR007743","PF05049"
"13344","IPR007745","PTHR16719"
"13345","IPR007745","PF05051"
"13346","IPR007745","PD014904"
"13347","IPR007746","PF05052"
"13348","IPR007746","PD007968"
"13349","IPR007747","PTHR12693"
"13350","IPR007747","PF05053"
"13351","IPR007747","cd14456"
"13352","IPR007748","PF05054"
"13353","IPR007749","PF05055"
"13354","IPR007750","PF05056"
"13355","IPR007751","PF05057"
"13356","IPR007752","PF05058"
"13357","IPR007753","PF05059"
"13358","IPR007754","PTHR12871"
"13359","IPR007754","PF05060"
"13360","IPR007755","PF05061"
"13361","IPR007756","PF05062"
"13362","IPR007756","PD008292"
"13363","IPR007757","PF05063"
"13364","IPR007757","PS51143"
"13365","IPR007758","PF05064"
"13366","IPR007759","PF05066"
"13367","IPR007760","PF05067"
"13368","IPR007761","PF05068"
"13369","IPR007763","PTHR12910"
"13370","IPR007763","PF05071"
"13371","IPR007764","PF05072"
"13372","IPR007765","PF05073"
"13373","IPR007767","PF05075"
"13374","IPR007768","PTHR10928:SF3"
"13375","IPR007769","PF05077"
"13376","IPR007769","PD015074"
"13377","IPR007770","PTHR31621"
"13378","IPR007770","PF05078"
"13379","IPR007771","PF05079"
"13380","IPR007772","PF05080"
"13381","IPR007773","PF05081"
"13382","IPR007774","PF05082"
"13383","IPR007774","PIRSF037676"
"13384","IPR007775","PTHR15452"
"13385","IPR007775","PF05083"
"13386","IPR007775","PIRSF037638"
"13387","IPR007777","PF05085"
"13388","IPR007778","PF05086"
"13389","IPR007778","PIRSF018468"
"13390","IPR007779","PF05087"
"13391","IPR007779","PD008866"
"13392","IPR007780","PIRSF036761"
"13393","IPR007781","PTHR12872"
"13394","IPR007782","PTHR12639"
"13395","IPR007782","PF05090"
"13396","IPR007783","PTHR12399"
"13397","IPR007783","PF05091"
"13398","IPR007783","PIRSF016281"
"13399","IPR007783","MF_03003"
"13400","IPR007784","PF05092"
"13401","IPR007785","PTHR13273"
"13402","IPR007785","PF05093"
"13403","IPR007785","MF_03115"
"13404","IPR007786","PF05094"
"13405","IPR007787","PF05095"
"13406","IPR007788","PTHR31270"
"13407","IPR007788","PF05096"
"13408","IPR007789","PF05097"
"13409","IPR007790","PF05098"
"13410","IPR007791","PF05099"
"13411","IPR007792","PF05101"
"13412","IPR007793","PF05103"
"13413","IPR007794","PF05104"
"13414","IPR007795","PF05108"
"13415","IPR007795","TIGR03919"
"13416","IPR007796","PF05109"
"13417","IPR007797","PTHR10528"
"13418","IPR007797","PF05110"
"13419","IPR007798","PTHR14115"
"13420","IPR007798","PF05111"
"13421","IPR007798","SM00817"
"13422","IPR007799","PF05112"
"13423","IPR007799","PD042306"
"13424","IPR007800","PF05113"
"13425","IPR007801","PF05114"
"13426","IPR007801","MF_00697"
"13427","IPR007802","PF05115"
"13428","IPR007802","MF_00433"
"13429","IPR007803","PF05118"
"13430","IPR007804","PF05120"
"13431","IPR007805","PF05121"
"13432","IPR007806","PF05122"
"13433","IPR007807","PF05127"
"13434","IPR007808","PTHR20934"
"13435","IPR007808","PF05129"
"13436","IPR007809","PF05130"
"13437","IPR007809","SSF140566"
"13438","IPR007810","PF05131"
"13439","IPR007811","PTHR13408"
"13440","IPR007811","PF05132"
"13441","IPR007812","PIRSF015761"
"13442","IPR007812","TIGR01709"
"13443","IPR007813","PF05137"
"13444","IPR007814","PF05138"
"13445","IPR007815","PF05139"
"13446","IPR007816","PF05140"
"13447","IPR007817","PF05141"
"13448","IPR007818","PTHR31604"
"13449","IPR007820","PTHR38457"
"13450","IPR007820","PF05145"
"13451","IPR007820","PIRSF038991"
"13452","IPR007822","PF05147"
"13453","IPR007822","PR01950"
"13454","IPR007822","SM01260"
"13455","IPR007823","PTHR12787"
"13456","IPR007823","PF05148"
"13457","IPR007824","PF05149"
"13458","IPR007825","PF05150"
"13459","IPR007825","PIRSF011407"
"13460","IPR007826","PF05151"
"13461","IPR007826","TIGR03038"
"13462","IPR007826","MF_00438"
"13463","IPR007827","PF05152"
"13464","IPR007827","TIGR01684"
"13465","IPR007828","PTHR12588"
"13466","IPR007828","PF05153"
"13467","IPR007829","PF05154"
"13468","IPR007831","PF05157"
"13469","IPR007832","PF05158"
"13470","IPR007832","PIRSF028763"
"13471","IPR007833","PF05159"
"13472","IPR007834","PF05160"
"13473","IPR007834","SM01385"
"13474","IPR007835","PF05161"
"13475","IPR007835","G3DSA:3.40.1480.10"
"13476","IPR007836","PF05162"
"13477","IPR007837","PF05163"
"13478","IPR007838","PF05164"
"13479","IPR007838","SSF102829"
"13480","IPR007839","PF05165"
"13481","IPR007839","PIRSF009265"
"13482","IPR007839","PD313320"
"13483","IPR007839","MF_00608"
"13484","IPR007841","PF05167"
"13485","IPR007841","MF_01221"
"13486","IPR007841","cd08025"
"13487","IPR007842","PF05168"
"13488","IPR007842","PS50910"
"13489","IPR007842","SM00748"
"13490","IPR007844","PF05170"
"13491","IPR007845","PF05171"
"13492","IPR007846","PF05172"
"13493","IPR007846","PS51472"
"13494","IPR007847","PF05174"
"13495","IPR007848","PF05175"
"13496","IPR007849","PF05176"
"13497","IPR007850","PF05177"
"13498","IPR007852","PTHR12466"
"13499","IPR007853","PF05180"
"13500","IPR007853","PS51501"
"13501","IPR007854","PF05182"
"13502","IPR007855","PTHR23079"
"13503","IPR007855","PF05183"
"13504","IPR007856","PF05184"
"13505","IPR007857","PTHR10738"
"13506","IPR007857","PIRSF015894"
"13507","IPR007858","PF05186"
"13508","IPR007860","PF05188"
"13509","IPR007860","G3DSA:3.30.420.110"
"13510","IPR007860","SSF53150"
"13511","IPR007861","PF05190"
"13512","IPR007862","PF05191"
"13513","IPR007862","SSF57774"
"13514","IPR007863","PF05193"
"13515","IPR007864","PF05194"
"13516","IPR007864","SSF69737"
"13517","IPR007865","PF05195"
"13518","IPR007865","SM01011"
"13519","IPR007866","PTHR12454"
"13520","IPR007866","PF05197"
"13521","IPR007867","PF05199"
"13522","IPR007868","PF05203"
"13523","IPR007869","PF05204"
"13524","IPR007870","PD086658"
"13525","IPR007871","PF05206"
"13526","IPR007872","PF05207"
"13527","IPR007872","PS51074"
"13528","IPR007872","G3DSA:3.10.660.10"
"13529","IPR007872","SSF144217"
"13530","IPR007873","PTHR12646"
"13531","IPR007873","PF05208"
"13532","IPR007874","PF05209"
"13533","IPR007875","PF05210"
"13534","IPR007875","PS51227"
"13535","IPR007876","PF05211"
"13536","IPR007876","PIRSF019714"
"13537","IPR007877","PF05212"
"13538","IPR007878","PIRSF003890"
"13539","IPR007879","PF05214"
"13540","IPR007880","PF05215"
"13541","IPR007880","PD007643"
"13542","IPR007881","PTHR12841"
"13543","IPR007881","PF05216"
"13544","IPR007882","PTHR14759"
"13545","IPR007883","PTHR21566"
"13546","IPR007883","PF05218"
"13547","IPR007884","PTHR12890"
"13548","IPR007884","PF05219"
"13549","IPR007885","PF05220"
"13550","IPR007886","PF05222"
"13551","IPR007886","SM01003"
"13552","IPR007887","PF05223"
"13553","IPR007889","PF04218"
"13554","IPR007889","PF05225"
"13555","IPR007889","PS50960"
"13556","IPR007890","PF05226"
"13557","IPR007890","SM01080"
"13558","IPR007891","PF05227"
"13559","IPR007892","PF05228"
"13560","IPR007893","PF05229"
"13561","IPR007893","SM00972"
"13562","IPR007894","PF05230"
"13563","IPR007895","PF05231"
"13564","IPR007896","PF05232"
"13565","IPR007897","PF05233"
"13566","IPR007898","PIRSF009867"
"13567","IPR007899","PF05235"
"13568","IPR007899","PS51708"
"13569","IPR007899","SM00880"
"13570","IPR007900","PF05236"
"13571","IPR007900","cd08045"
"13572","IPR007902","PF05238"
"13573","IPR007905","PTHR14207"
"13574","IPR007905","PF05241"
"13575","IPR007906","PF05242"
"13576","IPR007906","PD012695"
"13577","IPR007907","PD020910"
"13578","IPR007908","PF05244"
"13579","IPR007910","PF05246"
"13580","IPR007912","PF05248"
"13581","IPR007912","PD008125"
"13582","IPR007914","PF05250"
"13583","IPR007915","PF05251"
"13584","IPR007917","PTHR21402:SF15"
"13585","IPR007918","PF05254"
"13586","IPR007919","PTHR13180"
"13587","IPR007919","PF05255"
"13588","IPR007920","PF05256"
"13589","IPR007920","PIRSF037260"
"13590","IPR007920","PD062738"
"13591","IPR007920","MF_01041"
"13592","IPR007921","PF05257"
"13593","IPR007921","PS50911"
"13594","IPR007922","PF05258"
"13595","IPR007923","PF05259"
"13596","IPR007925","PF05261"
"13597","IPR007925","PD008204"
"13598","IPR007925","cd14804"
"13599","IPR007926","PF05262"
"13600","IPR007927","PF05263"
"13601","IPR007928","PF05264"
"13602","IPR007928","SSF51177"
"13603","IPR007929","PF05265"
"13604","IPR007930","PF05266"
"13605","IPR007931","PF05267"
"13606","IPR007932","PF05268"
"13607","IPR007933","PF05269"
"13608","IPR007934","PF05270"
"13609","IPR007934","SSF110221"
"13610","IPR007935","PF05271"
"13611","IPR007936","PF05272"
"13612","IPR007937","PF05273"
"13613","IPR007937","PIRSF000744"
"13614","IPR007937","PD011187"
"13615","IPR007938","PF05274"
"13616","IPR007938","PD023252"
"13617","IPR007939","PF05275"
"13618","IPR007940","PTHR19423"
"13619","IPR007940","PF05276"
"13620","IPR007941","PTHR17920"
"13621","IPR007941","PF05277"
"13622","IPR007942","PF05278"
"13623","IPR007943","PF05279"
"13624","IPR007944","PF05280"
"13625","IPR007944","PIRSF003159"
"13626","IPR007944","PD016592"
"13627","IPR007944","MF_01891"
"13628","IPR007945","PTHR12738"
"13629","IPR007945","PF05281"
"13630","IPR007946","PTHR12689"
"13631","IPR007946","PF05282"
"13632","IPR007947","PTHR11337"
"13633","IPR007947","PF05283"
"13634","IPR007947","PR01701"
"13635","IPR007948","PF05284"
"13636","IPR007949","PF05285"
"13637","IPR007951","PTHR19051"
"13638","IPR007951","PF05287"
"13639","IPR007952","PF05288"
"13640","IPR007952","PD014997"
"13641","IPR007953","PF05289"
"13642","IPR007954","PF05290"
"13643","IPR007955","PTHR12821"
"13644","IPR007955","PF05291"
"13645","IPR007956","PF05292"
"13646","IPR007957","PF05293"
"13647","IPR007958","PF05294"
"13648","IPR007958","PS51200"
"13649","IPR007959","PF05295"
"13650","IPR007960","PTHR11394"
"13651","IPR007960","PF05296"
"13652","IPR007961","PF05297"
"13653","IPR007962","PF05298"
"13654","IPR007963","PF05299"
"13655","IPR007964","PF05300"
"13656","IPR007965","PF05301"
"13657","IPR007965","PS51730"
"13658","IPR007965","MF_03130"
"13659","IPR007966","PF05302"
"13660","IPR007967","PTHR12490"
"13661","IPR007967","PF05303"
"13662","IPR007967","PD080843"
"13663","IPR007968","PF05304"
"13664","IPR007969","PF05305"
"13665","IPR007970","PF05306"
"13666","IPR007971","PF05307"
"13667","IPR007972","PF05308"
"13668","IPR007973","PF05309"
"13669","IPR007973","TIGR02761"
"13670","IPR007974","PF05310"
"13671","IPR007974","PD008458"
"13672","IPR007975","PF05311"
"13673","IPR007977","PF05313"
"13674","IPR007978","PF05314"
"13675","IPR007978","PD017661"
"13676","IPR007979","PF05315"
"13677","IPR007980","PF05316"
"13678","IPR007981","PF05317"
"13679","IPR007982","PF05318"
"13680","IPR007984","PF05320"
"13681","IPR007984","PIRSF000743"
"13682","IPR007984","PD012915"
"13683","IPR007985","PF05321"
"13684","IPR007985","G3DSA:1.20.1280.40"
"13685","IPR007985","SSF68989"
"13686","IPR007986","PF05322"
"13687","IPR007987","PF05323"
"13688","IPR007988","PF05324"
"13689","IPR007989","PF05325"
"13690","IPR007990","PTHR15096"
"13691","IPR007990","PF05326"
"13692","IPR007990","PIRSF002572"
"13693","IPR007990","PD021604"
"13694","IPR007991","PTHR12790"
"13695","IPR007991","PF05327"
"13696","IPR007992","PTHR13337"
"13697","IPR007992","cd03496"
"13698","IPR007995","PF05331"
"13699","IPR007996","PF05332"
"13700","IPR007998","PTHR12842"
"13701","IPR007998","PF05334"
"13702","IPR007999","PF05335"
"13703","IPR008000","PF05336"
"13704","IPR008001","PTHR10058"
"13705","IPR008001","PF05337"
"13706","IPR008001","PIRSF001948"
"13707","IPR008002","PF05338"
"13708","IPR008002","PD015060"
"13709","IPR008003","PF05339"
"13710","IPR008004","PF05340"
"13711","IPR008005","PF05341"
"13712","IPR008006","PF05342"
"13713","IPR008007","PF05343"
"13714","IPR008007","PIRSF001123"
"13715","IPR008008","PF05344"
"13716","IPR008009","PF05345"
"13717","IPR008010","PTHR13317"
"13718","IPR008010","PF05346"
"13719","IPR008011","PF05347"
"13720","IPR008011","PF13232"
"13721","IPR008012","PTHR12828"
"13722","IPR008013","PF05349"
"13723","IPR008014","PF05350"
"13724","IPR008015","PF05351"
"13725","IPR008015","G3DSA:2.70.50.40"
"13726","IPR008016","PF05352"
"13727","IPR008016","PD017810"
"13728","IPR008016","SSF56826"
"13729","IPR008017","PF05353"
"13730","IPR008017","PD026455"
"13731","IPR008017","PS60018"
"13732","IPR008018","PF05354"
"13733","IPR008018","PD031229"
"13734","IPR008019","PTHR16566"
"13735","IPR008019","PF05355"
"13736","IPR008020","PF05356"
"13737","IPR008020","PF05371"
"13738","IPR008020","PF10389"
"13739","IPR008020","PIRSF004117"
"13740","IPR008020","PD059964"
"13741","IPR008021","PF05357"
"13742","IPR008021","SSF50176"
"13743","IPR008022","PF05358"
"13744","IPR008022","PD053043"
"13745","IPR008023","PF05359"
"13746","IPR008024","PF05360"
"13747","IPR008025","PTHR16188"
"13748","IPR008025","PF05361"
"13749","IPR008025","G3DSA:1.10.150.220"
"13750","IPR008025","SSF81790"
"13751","IPR008026","PF05363"
"13752","IPR008027","PTHR12980"
"13753","IPR008027","PF05365"
"13754","IPR008027","G3DSA:1.20.5.260"
"13755","IPR008027","SSF81514"
"13756","IPR008028","PF05366"
"13757","IPR008029","PF05367"
"13758","IPR008030","PF05368"
"13759","IPR008031","PF05369"
"13760","IPR008031","G3DSA:3.20.20.460"
"13761","IPR008031","SSF75098"
"13762","IPR008032","PF05370"
"13763","IPR008032","SSF75412"
"13764","IPR008034","PF05372"
"13765","IPR008035","PF05373"
"13766","IPR008035","G3DSA:1.10.1720.10"
"13767","IPR008036","PF05374"
"13768","IPR008036","PS60013"
"13769","IPR008037","PF05375"
"13770","IPR008037","PS51446"
"13771","IPR008037","SSF57283"
"13772","IPR008040","PF05378"
"13773","IPR008041","PF05379"
"13774","IPR008041","PS51492"
"13775","IPR008042","PF05380"
"13776","IPR008043","PF05381"
"13777","IPR008043","PS51738"
"13778","IPR008044","PF05382"
"13779","IPR008045","PTHR11630:SF89"
"13780","IPR008045","PF12619"
"13781","IPR008045","PR01658"
"13782","IPR008046","PR01659"
"13783","IPR008047","PR01660"
"13784","IPR008048","PTHR11630:SF87"
"13785","IPR008048","PR01661"
"13786","IPR008049","PR01662"
"13787","IPR008050","PTHR11630:SF78"
"13788","IPR008050","PR01663"
"13789","IPR008051","PR01664"
"13790","IPR008052","PR01665"
"13791","IPR008053","PR01666"
"13792","IPR008054","PR01667"
"13793","IPR008055","PTHR15356"
"13794","IPR008055","PF07421"
"13795","IPR008055","PR01668"
"13796","IPR008055","PD016590"
"13797","IPR008056","PR01669"
"13798","IPR008057","PR01670"
"13799","IPR008058","PR01671"
"13800","IPR008059","PR01672"
"13801","IPR008060","PTHR18945:SF618"
"13802","IPR008060","PR01677"
"13803","IPR008061","PTHR11767:SF81"
"13804","IPR008061","PR01678"
"13805","IPR008062","PTHR11767:SF70"
"13806","IPR008062","PR01679"
"13807","IPR008063","PTHR23097:SF158"
"13808","IPR008063","PR01680"
"13809","IPR008064","PTHR11471:SF41"
"13810","IPR008065","PTHR15044"
"13811","IPR008065","PF15085"
"13812","IPR008065","PIRSF038092"
"13813","IPR008065","PR01682"
"13814","IPR008066","PR01683"
"13815","IPR008067","PR01684"
"13816","IPR008068","PR01685"
"13817","IPR008069","PR01686"
"13818","IPR008070","PR01687"
"13819","IPR008071","PR01688"
"13820","IPR008072","PR01689"
"13821","IPR008073","PR01690"
"13822","IPR008074","PR01691"
"13823","IPR008075","PTHR12625"
"13824","IPR008075","PR01692"
"13825","IPR008076","PTHR34186"
"13826","IPR008076","PIRSF001263"
"13827","IPR008076","PR01693"
"13828","IPR008076","TIGR00673"
"13829","IPR008076","MF_00535"
"13830","IPR008077","PR01694"
"13831","IPR008078","PR01695"
"13832","IPR008079","PR01696"
"13833","IPR008080","PTHR11653"
"13834","IPR008081","PTHR12195"
"13835","IPR008081","PF05994"
"13836","IPR008081","PIRSF008153"
"13837","IPR008081","PR01698"
"13838","IPR008083","PTHR16677"
"13839","IPR008083","PR01700"
"13840","IPR008086","PR01706"
"13841","IPR008087","PR01711"
"13842","IPR008088","PR01712"
"13843","IPR008089","PR01713"
"13844","IPR008090","PR01714"
"13845","IPR008090","TIGR03951"
"13846","IPR008091","PR01715"
"13847","IPR008092","PR01716"
"13848","IPR008093","PR01717"
"13849","IPR008094","PR01718"
"13850","IPR008095","PR01719"
"13851","IPR008096","PR01720"
"13852","IPR008097","PTHR12015:SF118"
"13853","IPR008098","PTHR18945:SF667"
"13854","IPR008098","PR01722"
"13855","IPR008099","PR01723"
"13856","IPR008100","PTHR18945:SF739"
"13857","IPR008100","PR01724"
"13858","IPR008101","PTHR18945:SF606"
"13859","IPR008101","PR01725"
"13860","IPR008102","PR01726"
"13861","IPR008103","PR01728"
"13862","IPR008104","PR01730"
"13863","IPR008105","PR01731"
"13864","IPR008105","cd00271"
"13865","IPR008106","PF06255"
"13866","IPR008106","PR01732"
"13867","IPR008107","PIRSF032900"
"13868","IPR008107","PR01733"
"13869","IPR008108","PF05925"
"13870","IPR008108","PR01734"
"13871","IPR008109","PR01735"
"13872","IPR008110","PR01737"
"13873","IPR008111","PR01738"
"13874","IPR008112","PR01739"
"13875","IPR008113","PR01740"
"13876","IPR008114","PR01741"
"13877","IPR008115","PR01742"
"13878","IPR008116","PR01743"
"13879","IPR008117","PR01744"
"13880","IPR008118","PIRSF007972"
"13881","IPR008118","PR01745"
"13882","IPR008119","PF05084"
"13883","IPR008119","PIRSF037504"
"13884","IPR008119","PR01746"
"13885","IPR008120","PR01747"
"13886","IPR008121","PTHR10812:SF27"
"13887","IPR008121","PR01749"
"13888","IPR008122","PTHR10812:SF24"
"13889","IPR008122","PR01750"
"13890","IPR008123","PR01751"
"13891","IPR008124","PR01753"
"13892","IPR008125","PR01754"
"13893","IPR008126","PR01756"
"13894","IPR008127","PR01673"
"13895","IPR008128","PR01674"
"13896","IPR008129","PR01675"
"13897","IPR008130","PR01676"
"13898","IPR008131","PF04834"
"13899","IPR008131","PD006585"
"13900","IPR008132","PR01708"
"13901","IPR008133","PR01709"
"13902","IPR008134","PR01710"
"13903","IPR008135","PIRSF006728"
"13904","IPR008135","TIGR00200"
"13905","IPR008135","MF_00226_B"
"13906","IPR008136","PF02464"
"13907","IPR008136","TIGR00199"
"13908","IPR008136","SSF142433"
"13909","IPR008138","PF03489"
"13910","IPR008139","PS50015"
"13911","IPR008139","SM00741"
"13912","IPR008141","PTHR42795"
"13913","IPR008141","PIRSF000183"
"13914","IPR008141","TIGR00518"
"13915","IPR008141","cd05305"
"13916","IPR008142","PS00836"
"13917","IPR008143","PS00837"
"13918","IPR008144","PS50052"
"13919","IPR008145","PF00625"
"13920","IPR008145","SM00072"
"13921","IPR008146","PF00120"
"13922","IPR008146","SM01230"
"13923","IPR008147","PF03951"
"13924","IPR008147","PF16952"
"13925","IPR008147","G3DSA:3.10.20.70"
"13926","IPR008147","SSF54368"
"13927","IPR008148","TIGR00591"
"13928","IPR008150","PS00982"
"13929","IPR008152","PF02883"
"13930","IPR008152","SM00809"
"13931","IPR008153","PS50180"
"13932","IPR008154","SM00006"
"13933","IPR008155","PR00203"
"13934","IPR008156","PTHR10502:SF164"
"13935","IPR008156","PR01809"
"13936","IPR008157","PTHR10502:SF136"
"13937","IPR008157","PR01810"
"13938","IPR008158","TIGR00327"
"13939","IPR008160","PF01391"
"13940","IPR008162","PTHR10286"
"13941","IPR008162","PF00719"
"13942","IPR008162","PS00387"
"13943","IPR008162","G3DSA:3.90.80.10"
"13944","IPR008162","SSF50324"
"13945","IPR008162","MF_00209"
"13946","IPR008162","cd00412"
"13947","IPR008164","PF01744"
"13948","IPR008166","PF01697"
"13949","IPR008168","PR00605"
"13950","IPR008173","PTHR21028"
"13951","IPR008173","TIGR00318"
"13952","IPR008173","cd07890"
"13953","IPR008174","PF01296"
"13954","IPR008174","PR00273"
"13955","IPR008174","PD005962"
"13956","IPR008174","PS00861"
"13957","IPR008175","SM00071"
"13958","IPR008176","PR00288"
"13959","IPR008176","PS00940"
"13960","IPR008179","TIGR03188"
"13961","IPR008179","MF_01020"
"13962","IPR008179","cd11534"
"13963","IPR008181","TIGR00576"
"13964","IPR008181","MF_00116"
"13965","IPR008183","PF01263"
"13966","IPR008187","PF00558"
"13967","IPR008189","PTHR21091:SF132"
"13968","IPR008189","PIRSF005917"
"13969","IPR008189","TIGR00096"
"13970","IPR008189","MF_01877"
"13971","IPR008189","cd11648"
"13972","IPR008193","PS01154"
"13973","IPR008195","PTHR10759"
"13974","IPR008195","PF01199"
"13975","IPR008195","PR01250"
"13976","IPR008195","MF_00349"
"13977","IPR008197","PF00095"
"13978","IPR008197","PR00003"
"13979","IPR008197","PS51390"
"13980","IPR008197","SM00217"
"13981","IPR008197","SSF57256"
"13982","IPR008200","PF02070"
"13983","IPR008200","SM00084"
"13984","IPR008201","PF01934"
"13985","IPR008201","G3DSA:1.20.120.580"
"13986","IPR008203","PF01954"
"13987","IPR008205","PF01884"
"13988","IPR008205","TIGR01768"
"13989","IPR008205","MF_00112"
"13990","IPR008205","cd02812"
"13991","IPR008207","PF01627"
"13992","IPR008207","PS50894"
"13993","IPR008207","SM00073"
"13994","IPR008207","SSF47226"
"13995","IPR008209","PTHR11561"
"13996","IPR008209","PIRSF001348"
"13997","IPR008209","MF_00452"
"13998","IPR008210","G3DSA:3.40.449.10"
"13999","IPR008210","SSF68923"
"14000","IPR008211","PF00055"
"14001","IPR008211","PS51117"
"14002","IPR008211","SM00136"
"14003","IPR008213","PF01383"
"14004","IPR008213","PS51441"
"14005","IPR008213","SM01094"
"14006","IPR008215","PF02202"
"14007","IPR008215","SM00203"
"14008","IPR008216","PTHR11250"
"14009","IPR008216","PR01829"
"14010","IPR008217","PF01988"
"14011","IPR008218","PF01990"
"14012","IPR008218","G3DSA:3.40.50.10580"
"14013","IPR008218","SSF159468"
"14014","IPR008219","PIRSF000196"
"14015","IPR008220","PIRSF000443"
"14016","IPR008220","TIGR01392"
"14017","IPR008221","PIRSF001222"
"14018","IPR008223","PIRSF001225"
"14019","IPR008223","MF_01955"
"14020","IPR008225","TIGR01916"
"14021","IPR008226","PIRSF005520"
"14022","IPR008226","MF_01468"
"14023","IPR008228","PIRSF006173"
"14024","IPR008228","MF_00676"
"14025","IPR008229","PIRSF005335"
"14026","IPR008229","TIGR03671"
"14027","IPR008229","MF_01264"
"14028","IPR008231","PTHR11586:SF25"
"14029","IPR008231","TIGR02222"
"14030","IPR008238","PTHR21145"
"14031","IPR008238","PIRSF017318"
"14032","IPR008238","PS51169"
"14033","IPR008238","TIGR01802"
"14034","IPR008238","G3DSA:1.10.590.10"
"14035","IPR008240","PIRSF026640"
"14036","IPR008240","TIGR01806"
"14037","IPR008241","PIRSF029775"
"14038","IPR008241","TIGR01803"
"14039","IPR008242","PIRSF001500"
"14040","IPR008243","PTHR21164"
"14041","IPR008243","PF07736"
"14042","IPR008243","PIRSF005965"
"14043","IPR008243","PD031888"
"14044","IPR008243","PS51167"
"14045","IPR008243","TIGR01796"
"14046","IPR008243","cd02185"
"14047","IPR008244","PIRSF001499"
"14048","IPR008248","PIRSF000876"
"14049","IPR008248","MF_00099"
"14050","IPR008249","PF06062"
"14051","IPR008249","PIRSF006287"
"14052","IPR008249","PD020773"
"14053","IPR008249","MF_01053"
"14054","IPR008250","SSF81653"
"14055","IPR008251","PF01393"
"14056","IPR008251","SM00300"
"14057","IPR008252","PR00923"
"14058","IPR008252","MF_00698"
"14059","IPR008253","PF01284"
"14060","IPR008253","PS51225"
"14061","IPR008254","PF00258"
"14062","IPR008254","PF12641"
"14063","IPR008254","PF12682"
"14064","IPR008254","PS50902"
"14065","IPR008255","PS00573"
"14066","IPR008256","PR00839"
"14067","IPR008257","PTHR10443"
"14068","IPR008257","PF01244"
"14069","IPR008257","PS51365"
"14070","IPR008257","cd01301"
"14071","IPR008258","PF01464"
"14072","IPR008259","PS00557"
"14073","IPR008261","PS01205"
"14074","IPR008263","PS01034"
"14075","IPR008264","PR00737"
"14076","IPR008265","PS01098"
"14077","IPR008266","PS00109"
"14078","IPR008268","PS01046"
"14079","IPR008269","PF05362"
"14080","IPR008269","PS51786"
"14081","IPR008270","PS00953"
"14082","IPR008271","PS00108"
"14083","IPR008272","PS01328"
"14084","IPR008274","PF02738"
"14085","IPR008274","G3DSA:3.30.365.10"
"14086","IPR008274","SSF56003"
"14087","IPR008275","TIGR00241"
"14088","IPR008276","PTHR10590"
"14089","IPR008278","PF01648"
"14090","IPR008278","G3DSA:3.90.470.20"
"14091","IPR008278","SSF56214"
"14092","IPR008279","PF00391"
"14093","IPR008279","G3DSA:3.50.30.10"
"14094","IPR008279","SSF52009"
"14095","IPR008280","SSF55307"
"14096","IPR008283","PF02789"
"14097","IPR008284","PS01078"
"14098","IPR008284","PS01079"
"14099","IPR008286","PF03711"
"14100","IPR008286","G3DSA:3.90.100.10"
"14101","IPR008286","SSF55904"
"14102","IPR008288","PIRSF000489"
"14103","IPR008289","PIRSF000514"
"14104","IPR008289","MF_03143"
"14105","IPR008291","PIRSF001031"
"14106","IPR008292","PTHR24256:SF389"
"14107","IPR008292","PIRSF001137"
"14108","IPR008294","PIRSF001196"
"14109","IPR008297","PIRSF002279"
"14110","IPR008299","PIRSF006549"
"14111","IPR008300","PF06130"
"14112","IPR008300","PIRSF010130"
"14113","IPR008302","PF07075"
"14114","IPR008302","PIRSF016719"
"14115","IPR008303","PF09887"
"14116","IPR008303","PIRSF016937"
"14117","IPR008303","TIGR03285"
"14118","IPR008304","PF06557"
"14119","IPR008304","PIRSF017998"
"14120","IPR008306","PIRSF018008"
"14121","IPR008307","PIRSF018957"
"14122","IPR008308","PIRSF021350"
"14123","IPR008309","PF07027"
"14124","IPR008309","PIRSF025560"
"14125","IPR008310","PIRSF025624"
"14126","IPR008310","MF_00707"
"14127","IPR008311","PF07433"
"14128","IPR008311","PIRSF028101"
"14129","IPR008312","PF05591"
"14130","IPR008312","PIRSF028301"
"14131","IPR008312","TIGR03358"
"14132","IPR008313","PTHR31047"
"14133","IPR008313","PF06824"
"14134","IPR008313","PIRSF028846"
"14135","IPR008313","SM01149"
"14136","IPR008314","PIRSF029143"
"14137","IPR008314","MF_00684"
"14138","IPR008316","PF06304"
"14139","IPR008316","PIRSF029876"
