GeneID	asexual1	asexual2	asexual3	female1	female2	female3	male1	male2	male3
PBANKA_1328900	2.29347488207496	7.31071075131546	2.65514479168094	3.7998887734971	3.71647082098964	4.04316890350153	44.7112956352265	34.1645702881479	42.8029783865016
PBANKA_1329000	17.6791078406033	45.8905938782252	15.0709437072645	24.4154450240326	20.3434193368542	24.7324487226296	512.740322513618	355.219697327349	457.117188811983
PBANKA_1329100	14.7872550879743	38.5164730775205	22.4379311803217	2433.62550651901	2436.0655385715	2501.48042325921	23.0829214356006	51.8166568639351	36.3241388694566
PBANKA_1329200	3.56539811682786	12.6289018967324	4.31905467284997	6.3747419624391	6.73105657724654	5.51471444200174	106.24798428417	90.8094055607444	87.6601132846453
PBANKA_1329300	2988.84563833985	2293.13405293624	2748.27952454578	339.908680381766	478.157019206971	471.804916583104	678.786442276495	1262.88280600616	1005.59665042185
PBANKA_1329400	2.5386661355176	6.95375498291683	2.2657029909842	1420.00880662022	1544.82813508008	1418.8976859123	12.2998625489242	39.5899506286228	22.1904177945135
PBANKA_1329500	16.4686323215679	42.1459877659857	38.1584928291196	105.585097830429	87.2010751880701	98.4037396319735	6.0844300480798	13.8734361170017	12.6274819950878
PBANKA_1329600	20.3832815324363	30.2626019325442	28.976005239238	17.5127531202305	15.3077180175464	13.6464831278958	53.5896915626182	47.0695123103788	49.0194003506417
PBANKA_1329700	385.733922005712	328.474101142946	326.559842308357	71.3723314098768	70.2159232553947	83.5924330826555	117.140456975193	136.191609813797	160.611061345591
PBANKA_1329800	7.94602500417008	16.5035371383142	15.9637256554912	7.90374792452673	13.6535088748442	8.49531667352583	11.5859043294169	24.4769523989758	11.3443602506391
PBANKA_1329900	10.1019232611154	33.7445784442321	13.5144499788454	2289.53900027478	2627.6522391124	2334.56166030933	14.9219262705941	70.7805645265708	35.3411369969854
PBANKA_1330000	4.87201533102399	37.0000941037817	6.57832530517964	4.23584479199291	4.21098880798752	2.89688584308367	417.365881718808	423.913689377444	294.583344005
PBANKA_1330100	90.5846850475388	103.89408093592	126.073784209432	75.3789872018485	76.6080430027649	84.8487874177678	56.0627320843179	96.276012769305	65.1043831323661
PBANKA_1330200	13.8207266364666	10.4900539761512	17.6959252941434	4.90578364727012	5.40700656644142	4.5822650689552	16.024685581807	15.7377606955261	17.5333187771033
PBANKA_1330300	17.3753080091186	33.4933969956622	31.9687095673917	13.3168813002509	13.0256007811115	12.3297930717678	27.8878528551553	32.3582052134008	30.3642374743419
PBANKA_1330400	41.2444638332083	36.6719862271068	44.6708168755984	0.946769836244363	3.1335545274041	3.92682790425533	5.18360471673645	8.51235037264007	11.3347822652332
PBANKA_1330500	24.9815989060993	26.0494022542948	34.7822334779827	0.917729156304211	2.07688044890393	1.81797187658591	3.49771753826824	8.70965000650777	10.3308430259273
PBANKA_1330600	107.207256709488	85.973211642436	85.3095036800213	1.67140189084974	4.82267551819578	5.73899186488544	10.8782921080073	18.4712693593555	23.4415259741317
PBANKA_1330700	74.5866880391431	84.6744714764115	68.2571347321377	342.751785798059	364.341598803354	300.711401428992	153.313748838675	143.792883587704	147.479276254937
PBANKA_1330800	147.323598725964	162.026777437419	122.187219071219	29.6254730346892	36.5081903774897	38.0352381842217	101.948164577638	111.916318243888	102.473591543817
PBANKA_1330900	5.72877637149778	25.0061055532471	5.56254284051545	31.6184309989889	32.1244048339978	26.3473774616524	569.916522305246	552.636503806924	457.489769146979
PBANKA_1331000	203.19121082092	160.9210441974	164.275829313071	49.675125403604	56.2834601652966	52.4602717905554	166.313265906616	163.787533244248	179.577364141681
PBANKA_1331100	246.070451742041	305.785177205065	215.736137797894	115.883864432249	119.526703039205	152.745475788489	280.365928491778	278.843117108462	263.532102530238
PBANKA_1331200	18.5770082289273	45.4516949770459	30.030417655072	11.9872841852115	14.0984009807397	10.2304894872758	117.480414902434	103.421300251942	103.508095300093
PBANKA_1331300	5.68121594501049	24.0729343935683	5.77330634211871	28.4941575242778	26.4499030460103	25.1962097936855	349.595618713497	279.0942471878	284.294313144702
PBANKA_1331400	217.582998704127	203.328919883438	204.553844038592	46.6847687085861	58.9753710840256	52.4985182771471	64.6444480522508	97.8335859499256	101.703573105547
PBANKA_1331500	22.2488700116762	27.5475007863345	27.2972255989172	14.6064607147021	12.9987991334137	9.64486984472323	11.3884658073841	21.4439659778022	16.3185921167288
PBANKA_1331600	14.3541096849524	66.6306824952123	12.6296192598914	15.8226045667109	15.5460363763017	16.665149453802	517.453894867376	282.266041599913	349.155360562066
PBANKA_1331700	0.471192857390139	3.12630426446819	1.43362204079122	9.34783691838405	11.5676922846465	10.1071940494167	35.2188174070969	39.5115885810903	37.7312460919986
PBANKA_1331800	282.995129047598	401.727088177135	280.711160153813	96.2114130637394	97.5924217545052	109.105647034685	424.640187919771	322.819539708856	369.835065030796
PBANKA_1331900	1266.58443675493	989.068683782413	1211.04593114241	105.618077714181	148.325960811552	171.563438703078	276.378621423103	445.614175037813	447.304266056764
PBANKA_1332000	298.94357680445	255.243627494931	284.013146353783	36.0269320656131	43.7849840540918	44.5850223190692	119.629032381256	164.31616376608	151.934742863312
PBANKA_1332100	135.408415840293	119.65748961132	133.877630227203	23.7367639473156	31.3888527844924	28.7391054156956	46.4779741979594	66.9711552845207	61.704676441381
PBANKA_1332200	76.0892091308407	104.313533580657	103.151277989535	27.801322441415	31.5528488805451	31.0199867978936	100.753832752689	91.6645517471193	105.514533118394
PBANKA_1332300	24.401179146664	36.4182384489178	34.0855242126263	26.5458979577689	22.7128136493815	24.8921385490276	29.7397088181114	19.9301372636483	29.2722776897031
PBANKA_1332400	116.10390254027	151.397421676963	123.648036037014	99.1925606275019	94.6585466416353	100.057176667003	22.9789443120168	36.53235355238	35.4019043854655
PBANKA_1332500	171.509496560596	159.140163249652	196.179151347949	37.2785981992609	39.2880623898933	47.2276615608069	67.938652549646	81.8437452004718	80.8730226961415
PBANKA_1332600	95.6235725964137	79.1530410394496	85.7454168920834	9.04094488895866	9.16707850487406	11.2908495164285	12.5291694394113	20.5867122243363	25.5485781628374
PBANKA_1332700	9.21278261353052	12.3823426909446	17.843323172757	1.23484571259559	5.43801547490789	4.13203148948924	6.62213724041955	29.5564508579602	17.8484601276722
PBANKA_1332800	4.13468946180965	6.61990467148935	4.88861821692677	45.3589557217734	43.357788943213	43.9408222515781	3.89133864779881	4.79629364868926	5.14378570724108
PBANKA_1332900	96.0779644339834	99.5154867006674	116.575074440228	7.94946214387711	7.96706513755341	9.8734043393779	18.3783126794739	26.3769897998096	32.6930698228985
PBANKA_1333000	77.4737437906582	115.448916507086	72.5786091713478	67.5302077299656	69.6507819545546	77.6640110638439	279.807313491637	314.255775551421	349.957307503287
PBANKA_1333100	9.83979509115901	42.7114594258163	8.71210118154858	14.1903526300612	10.1642120937329	10.5581831058013	807.105560663966	765.278697046334	730.42740021255
