	identity_updated	genetic_background	Genotypes	n_genes_by_counts	log1p_n_genes_by_counts	total_counts	log1p_total_counts	umap1	umap2
SC26779_8_225	GCSKO-21	PBANKA_820	fd1   PBANKA_1454800	1564	7.355641102974253	8456.514	9.04281	-3.3186057	13.277787
SC26779_8_226	GCSKO-21	PBANKA_820	fd1   PBANKA_1454800	1441	7.273786317844895	7902.1167	8.975013	-2.6178005	13.741342
SC26779_8_227	GCSKO-21	PBANKA_820	fd1   PBANKA_1454800	1739	7.461640392208575	8932.213	9.097531	5.688218	4.1656837
SC26779_8_228	GCSKO-21	PBANKA_820	fd1   PBANKA_1454800	1873	7.535830462798367	9729.899	9.183062	6.2189555	5.6685944
SC26779_8_229	WT	PBANKA_820	wild type	725	6.587550014824796	4332.829	8.374207	2.9393525	-8.648856
SC26779_8_22	GCSKO-29	PBANKA_820	md2 PBANKA_1447900	2968	7.99598047476376	14263.553	9.565533	12.270044	12.573478
SC26779_8_230	WT	PBANKA_820	wild type	672	6.511745329644728	3870.3022	8.261346	2.6144764	-7.8537407
SC26779_8_231	WT	PBANKA_820	wild type	1693	7.434847875211999	8829.158	9.085928	4.2892957	1.8210028
SC26779_8_232	WT	PBANKA_820	wild type	916	6.821107472256465	4628.2793	8.440157	10.223387	0.43682888
SC26779_8_233	WT	PBANKA_820	wild type	937	6.843749949006225	4811.0693	8.478883	9.952951	0.24308975
SC26779_8_234	WT	PBANKA_820	wild type	973	6.881411303642535	5221.622	8.560755	11.120887	-5.2757254
SC26779_8_235	WT	PBANKA_820	wild type	1450	7.280008252884188	7958.4478	8.982115	-2.393021	12.616908
SC26779_8_236	WT	PBANKA_820	wild type	1377	7.228388451573604	7253.8203	8.889421	-2.7374244	12.136509
SC26779_8_237	WT	PBANKA_820	wild type	1518	7.325807502595773	7964.823	8.982916	-2.1256852	13.353116
SC26779_8_238	WT	PBANKA_820	wild type	2438	7.79934339821592	11310.148	9.333544	9.14764	14.680748
SC26779_8_23	GCSKO-29	PBANKA_820	md2 PBANKA_1447900	2856	7.957527402230773	14444.545	9.578141	12.367045	12.521211
SC26779_8_241	GCSKO-21	PBANKA_820	fd1   PBANKA_1454800	877	6.777646593635117	5231.903	8.562721	1.8307873	-8.3212805
SC26779_8_242	GCSKO-21	PBANKA_820	fd1   PBANKA_1454800	825	6.716594773520978	4601.3154	8.434315	10.605803	-0.1788672
SC26779_8_243	GCSKO-21	PBANKA_820	fd1   PBANKA_1454800	1669	7.4205789054108005	9090.168	9.115059	-2.5114312	14.826902
SC26779_8_244	GCSKO-21	PBANKA_820	fd1   PBANKA_1454800	1638	7.40184157874383	8743.127	9.076138	-2.959025	13.805729
SC26779_8_245	GCSKO-21	PBANKA_820	fd1   PBANKA_1454800	1694	7.43543801981455	9082.682	9.114235	-3.317942	13.892715
SC26779_8_246	GCSKO-21	PBANKA_820	fd1   PBANKA_1454800	932	6.838405200847344	4866.341	8.490303	10.61971	-5.986513
SC26779_8_247	GCSKO-21	PBANKA_820	fd1   PBANKA_1454800	1397	7.242797922793756	7567.955	8.93181	5.555518	4.282292
SC26779_8_248	GCSKO-21	PBANKA_820	fd1   PBANKA_1454800	1646	7.4067107301776405	8812.012	9.083984	-3.216198	13.707181
SC26779_8_249	GCSKO-21	PBANKA_820	fd1   PBANKA_1454800	1554	7.349230824613334	8407.4	9.036986	-2.6314003	14.187219
SC26779_8_24	GCSKO-29	PBANKA_820	md2 PBANKA_1447900	2620	7.8713112033234065	12104.789	9.401439	10.210063	14.71219
SC26779_8_250	GCSKO-21	PBANKA_820	fd1   PBANKA_1454800	1538	7.338888133838879	8060.1665	8.994814	-3.4826658	11.976971
SC26779_8_251	GCSKO-21	PBANKA_820	fd1   PBANKA_1454800	814	6.703188113240863	4246.813	8.354159	5.896961	6.2623954
SC26779_8_252	GCSKO-21	PBANKA_820	fd1   PBANKA_1454800	1942	7.57198844937744	9520.474	9.161304	5.6339803	4.4752784
SC26779_8_253	WT	PBANKA_820	wild type	1704	7.4413203897176174	8736.789	9.075413	3.4589128	1.1302948
SC26779_8_254	WT	PBANKA_820	wild type	1760	7.473637108496206	9220.358	9.129277	0.090112954	1.1654307
SC26779_8_256	WT	PBANKA_820	wild type	120	4.795790545596741	722.70874	6.584389	3.6109533	-3.4520254
SC26779_8_257	WT	PBANKA_820	wild type	152	5.030437921392435	878.3236	6.779153	3.614752	-3.5525317
SC26779_8_258	WT	PBANKA_820	wild type	1869	7.533693709848633	9364.638	9.144803	-1.1100878	2.5865736
SC26779_8_259	WT	PBANKA_820	wild type	1547	7.344719054149673	8074.5527	8.996596	-2.4260285	12.511993
SC26779_8_25	GCSKO-29	PBANKA_820	md2 PBANKA_1447900	2635	7.877017895622398	12003.967	9.393076	10.713514	14.246321
SC26779_8_260	WT	PBANKA_820	wild type	1655	7.412160334945205	8443.098	9.041223	-2.128038	13.791819
SC26779_8_261	WT	PBANKA_820	wild type	1564	7.355641102974253	8024.194	8.990341	-1.9976398	13.293333
SC26779_8_262	WT	PBANKA_820	wild type	2449	7.803843303538772	10911.739	9.297687	8.796377	14.458652
SC26779_8_263	WT	PBANKA_820	wild type	448	6.1070228877422545	3307.9397	8.104383	6.44069	8.336443
SC26779_8_265	GCSKO-21	PBANKA_820	fd1   PBANKA_1454800	1278	7.153833801578843	6764.331	8.819567	6.014114	5.6856723
SC26779_8_266	GCSKO-21	PBANKA_820	fd1   PBANKA_1454800	1913	7.5569505720129	10061.117	9.216533	-2.4618335	14.782018
SC26779_8_267	GCSKO-21	PBANKA_820	fd1   PBANKA_1454800	508	6.2324480165505225	2962.15	7.994008	5.79763	6.2309103
SC26779_8_268	GCSKO-21	PBANKA_820	fd1   PBANKA_1454800	1517	7.325148957955575	8176.3384	9.009122	-3.1443002	12.9872265
SC26779_8_269	GCSKO-21	PBANKA_820	fd1   PBANKA_1454800	1654	7.411556287811163	7968.7285	8.983406	4.439744	1.580894
SC26779_8_26	GCSKO-29	PBANKA_820	md2 PBANKA_1447900	2570	7.852050207265889	11823.107	9.377895	10.598729	14.246873
SC26779_8_270	GCSKO-21	PBANKA_820	fd1   PBANKA_1454800	1365	7.2196420401307355	7112.772	8.869788	6.05125	5.701845
SC26779_8_271	GCSKO-21	PBANKA_820	fd1   PBANKA_1454800	1223	7.1098794630722715	6591.641	8.79371	6.0198207	5.7095194
SC26779_8_272	GCSKO-21	PBANKA_820	fd1   PBANKA_1454800	1386	7.234898420314831	7519.8193	8.92543	-2.9081025	12.57295
SC26779_8_273	GCSKO-21	PBANKA_820	fd1   PBANKA_1454800	1643	7.404887575616125	8911.844	9.095248	-3.081354	14.124217
SC26779_8_274	GCSKO-21	PBANKA_820	fd1   PBANKA_1454800	1887	7.543273346705446	9559.225	9.165366	-2.4424093	14.79929
SC26779_8_275	GCSKO-21	PBANKA_820	fd1   PBANKA_1454800	1530	7.333676395657684	7812.6255	8.963624	6.2626085	4.148914
SC26779_8_276	GCSKO-21	PBANKA_820	fd1   PBANKA_1454800	1709	7.444248649496705	8416.47	9.038065	5.8479676	4.2602997
SC26779_8_277	WT	PBANKA_820	wild type	1358	7.214504414151143	7326.608	8.899405	2.5379195	2.2495997
SC26779_8_278	WT	PBANKA_820	wild type	948	6.855408798609928	5248.1123	8.565814	10.885958	-5.4564853
SC26779_8_279	WT	PBANKA_820	wild type	849	6.745236349484363	4404.3286	8.39057	9.996324	0.5139718
SC26779_8_27	GCSKO-29	PBANKA_820	md2 PBANKA_1447900	2852	7.9561263512135	13043.307	9.476107	10.967703	14.732391
SC26779_8_281	WT	PBANKA_820	wild type	2173	7.684324067681155	10242.303	9.23438	0.1851631	1.0674425
SC26779_8_283	WT	PBANKA_820	wild type	1476	7.29776828253138	7798.313	8.961791	-2.41042	13.066705
SC26779_8_284	WT	PBANKA_820	wild type	1753	7.469654172932128	9149.76	9.1215925	-2.3485882	14.0717325
SC26779_8_286	WT	PBANKA_820	wild type	2542	7.841099765422119	10915.408	9.298022	8.671949	14.167074
SC26779_8_287	WT	PBANKA_820	wild type	2003	7.602900462204755	10328.639	9.242773	8.399807	14.118208
SC26779_8_288	WT	PBANKA_820	wild type	563	6.335054251498059	4000.3135	8.294378	6.843659	8.815237
SC26779_8_28	GCSKO-29	PBANKA_820	md2 PBANKA_1447900	2473	7.813591552952433	11337.831	9.335988	9.971498	13.571123
SC26779_8_290	GCSKO-21	PBANKA_820	fd1   PBANKA_1454800	1843	7.519692404116539	9084.522	9.114437	5.749727	3.7400315
SC26779_8_291	GCSKO-21	PBANKA_820	fd1   PBANKA_1454800	1638	7.40184157874383	8333.275	9.0281315	1.7649475	-9.294819
SC26779_8_292	GCSKO-21	PBANKA_820	fd1   PBANKA_1454800	708	6.5638555265321274	3648.1724	8.202255	5.3975954	-7.0544825
SC26779_8_293	GCSKO-21	PBANKA_820	fd1   PBANKA_1454800	537	6.2878585601617845	3520.5156	8.166647	2.3898335	4.215678
SC26779_8_294	GCSKO-21	PBANKA_820	fd1   PBANKA_1454800	1362	7.217443431696533	6614.6577	8.7971945	6.723058	2.540041
SC26779_8_295	GCSKO-21	PBANKA_820	fd1   PBANKA_1454800	2022	7.612336837167746	10401.516	9.249803	6.2680683	5.6902876
SC26779_8_296	GCSKO-21	PBANKA_820	fd1   PBANKA_1454800	1814	7.503840746698951	9306.705	9.1385975	-2.529008	14.502805
SC26779_8_297	GCSKO-21	PBANKA_820	fd1   PBANKA_1454800	1506	7.317876198626496	8129.217	9.003343	-2.618951	13.96382
SC26779_8_298	GCSKO-21	PBANKA_820	fd1   PBANKA_1454800	1535	7.336936913707618	7852.717	8.968742	-1.6381943	13.298709
SC26779_8_299	GCSKO-21	PBANKA_820	fd1   PBANKA_1454800	2075	7.638198244285779	8778.418	9.080166	5.76257	4.692163
SC26779_8_29	GCSKO-29	PBANKA_820	md2 PBANKA_1447900	2893	7.970394907191429	13392.906	9.502555	11.830577	12.80787
SC26779_8_2	GCSKO-29	PBANKA_820	md2 PBANKA_1447900	1251	7.132497551660044	6890.7666	8.838082	-0.75981784	3.3513172
SC26779_8_300	GCSKO-21	PBANKA_820	fd1   PBANKA_1454800	1660	7.415175109613295	8419.864	9.038467	5.697735	4.180292
SC26779_8_301	WT	PBANKA_820	wild type	999	6.907755278982137	5620.9224	8.634429	2.7889564	-9.068771
SC26779_8_302	WT	PBANKA_820	wild type	917	6.822197390620491	4974.1367	8.512208	10.315017	0.07297837
SC26779_8_303	WT	PBANKA_820	wild type	1174	7.069023426578259	5392.3037	8.592914	9.163562	2.2811737
SC26779_8_304	WT	PBANKA_820	wild type	1038	6.946013991099227	4959.82	8.509326	10.426187	-0.64221036
SC26779_8_305	WT	PBANKA_820	wild type	1304	7.173958319756794	6789.991	8.823352	-0.6072274	3.3456776
SC26779_8_306	WT	PBANKA_820	wild type	1921	7.561121589530238	9048.758	9.110494	2.44412	1.6789674
SC26779_8_307	WT	PBANKA_820	wild type	1358	7.214504414151143	6763.812	8.8194895	-3.120884	10.796567
SC26779_8_308	WT	PBANKA_820	wild type	1311	7.179307969504034	6734.9336	8.815211	-1.8067008	12.2141485
SC26779_8_309	WT	PBANKA_820	wild type	1805	7.498869733976931	8892.487	9.093075	-2.33777	13.933497
SC26779_8_30	GCSKO-29	PBANKA_820	md2 PBANKA_1447900	2377	7.774015077250727	11409.872	9.342321	11.516285	12.14462
SC26779_8_310	WT	PBANKA_820	wild type	2332	7.75491027202143	9479.043	9.156944	8.192056	11.932752
SC26779_8_311	WT	PBANKA_820	wild type	2461	7.808729306744399	11186.65	9.322566	9.061842	14.32148
SC26779_8_312	WT	PBANKA_820	wild type	706	6.561030665896573	4783.801	8.4732	6.956855	8.911483
SC26779_8_313	GCSKO-21	PBANKA_820	fd1   PBANKA_1454800	2103	7.651595573857601	10479.547	9.257277	5.5670743	4.3566637
SC26779_8_314	GCSKO-21	PBANKA_820	fd1   PBANKA_1454800	746	6.616065185132817	4032.6443	8.302425	8.861609	-0.60913855
SC26779_8_315	GCSKO-21	PBANKA_820	fd1   PBANKA_1454800	1048	6.955592608396297	5039.628	8.525286	5.9028754	6.0465026
SC26779_8_316	GCSKO-21	PBANKA_820	fd1   PBANKA_1454800	1007	6.915723448631314	4989.427	8.515277	9.751249	1.5314832
SC26779_8_317	GCSKO-21	PBANKA_820	fd1   PBANKA_1454800	966	6.874198495453294	4911.772	8.499594	6.8788037	-7.66289
SC26779_8_318	GCSKO-21	PBANKA_820	fd1   PBANKA_1454800	1649	7.408530566894626	8569.198	9.0560465	-2.962843	14.33337
SC26779_8_320	GCSKO-21	PBANKA_820	fd1   PBANKA_1454800	1889	7.5443321080536885	9542.477	9.163613	-3.0687258	14.236419
SC26779_8_321	GCSKO-21	PBANKA_820	fd1   PBANKA_1454800	1388	7.236339342754344	7257.9443	8.88999	-1.4499345	12.572884
SC26779_8_322	GCSKO-21	PBANKA_820	fd1   PBANKA_1454800	1547	7.344719054149673	7425.708	8.912838	-1.5182718	12.690137
SC26779_8_323	GCSKO-21	PBANKA_820	fd1   PBANKA_1454800	804	6.690842277418564	4067.4783	8.311025	5.934797	6.393073
SC26779_8_324	GCSKO-21	PBANKA_820	fd1   PBANKA_1454800	1793	7.492203042618741	8681.305	9.069042	6.121121	5.6764917
SC26779_8_325	WT	PBANKA_820	wild type	1398	7.243512974665482	7078.58	8.86497	6.224478	2.5778632
SC26779_8_326	WT	PBANKA_820	wild type	1822	7.508238774678663	8840.193	9.087177	6.877879	2.3600912
SC26779_8_327	WT	PBANKA_820	wild type	1453	7.282073658093465	7088.885	8.866425	5.0447454	2.0683658
SC26779_8_328	WT	PBANKA_820	wild type	659	6.492239835020471	3500.7979	8.161032	4.2717996	-6.9744954
SC26779_8_329	WT	PBANKA_820	wild type	156	5.056245805348308	799.21875	6.684885	3.7854102	6.6574745
SC26779_8_32	GCSKO-29	PBANKA_820	md2 PBANKA_1447900	3341	8.114324709155339	14864.703	9.6068125	12.594904	12.298732
SC26779_8_330	WT	PBANKA_820	wild type	1718	7.449498005382849	8454.131	9.042529	3.879152	1.4889984
SC26779_8_331	WT	PBANKA_820	wild type	1155	7.052721049232323	6297.9756	8.748142	-2.2588813	11.085796
SC26779_8_333	WT	PBANKA_820	wild type	1641	7.403670290012373	8000.212	8.987349	-1.9215887	13.340299
SC26779_8_334	WT	PBANKA_820	wild type	2381	7.775695749915245	9830.793	9.193377	8.480558	11.845674
SC26779_8_335	WT	PBANKA_820	wild type	778	6.658011045870748	5170.174	8.550855	6.579636	8.936238
SC26779_8_336	WT	PBANKA_820	wild type	744	6.61338421837956	4964.999	8.510369	7.0411506	8.994412
SC26779_8_337	GCSKO-21	PBANKA_820	fd1   PBANKA_1454800	568	6.343880434126331	4019.4175	8.299141	5.231475	4.882851
SC26779_8_338	GCSKO-21	PBANKA_820	fd1   PBANKA_1454800	1566	7.356918242356021	8573.943	9.0566	-2.7855277	13.472293
SC26779_8_339	GCSKO-21	PBANKA_820	fd1   PBANKA_1454800	1622	7.392031567514591	8807.934	9.083522	-3.349191	12.883134
SC26779_8_33	GCSKO-29	PBANKA_820	md2 PBANKA_1447900	2705	7.903226808730733	12872.664	9.462939	10.908251	12.859272
SC26779_8_340	GCSKO-21	PBANKA_820	fd1   PBANKA_1454800	1578	7.364547014255642	8738.17	9.07557	-0.9854329	2.6392756
SC26779_8_341	GCSKO-21	PBANKA_820	fd1   PBANKA_1454800	1323	7.188412736496954	6819.9946	8.827761	6.0082207	5.806911
SC26779_8_342	GCSKO-21	PBANKA_820	fd1   PBANKA_1454800	1139	7.038783541388542	6230.402	8.737356	5.9982715	4.4719834
SC26779_8_344	GCSKO-21	PBANKA_820	fd1   PBANKA_1454800	1756	7.471363088187097	9468.301	9.15581	-2.5865006	14.690343
SC26779_8_345	GCSKO-21	PBANKA_820	fd1   PBANKA_1454800	1427	7.2640301428995295	8107.0933	9.000618	-2.8841465	13.822471
SC26779_8_346	GCSKO-21	PBANKA_820	fd1   PBANKA_1454800	1610	7.384610383176974	8833.947	9.086471	-3.019402	13.86624
SC26779_8_347	GCSKO-21	PBANKA_820	fd1   PBANKA_1454800	1256	7.136483208590247	6873.341	8.835551	5.843567	5.0169306
SC26779_8_348	GCSKO-21	PBANKA_820	fd1   PBANKA_1454800	1866	7.532088143541722	9275.217	9.135209	5.4834976	4.270937
SC26779_8_349	WT	PBANKA_820	wild type	756	6.6293632534374485	5114.8506	8.540099	6.715455	8.848408
SC26779_8_34	GCSKO-29	PBANKA_820	md2 PBANKA_1447900	2719	7.908387159290043	11962.002	9.389574	10.26264	14.388549
SC26779_8_351	WT	PBANKA_820	wild type	1599	7.3777589082278725	8489.434	9.046696	2.7323205	2.2309222
SC26779_8_352	WT	PBANKA_820	wild type	2024	7.613324979540639	10234.381	9.233605	8.514051	13.799424
SC26779_8_353	WT	PBANKA_820	wild type	791	6.674561391814426	4516.658	8.415749	10.717912	-5.3051324
SC26779_8_354	WT	PBANKA_820	wild type	731	6.595780513961311	4165.335	8.334792	10.900645	-4.0423126
SC26779_8_355	WT	PBANKA_820	wild type	1108	7.011213987350367	6321.7744	8.751913	-1.5568907	10.190161
SC26779_8_356	WT	PBANKA_820	wild type	1389	7.237059026124737	7566.967	8.93168	-2.7546988	12.323217
SC26779_8_357	WT	PBANKA_820	wild type	1614	7.387090235656757	8682.731	9.069206	-2.4409013	13.753944
SC26779_8_358	WT	PBANKA_820	wild type	2521	7.8328075165248645	11630.949	9.361511	9.969336	14.707725
SC26779_8_359	WT	PBANKA_820	wild type	2362	7.767687277186908	11211.66	9.324799	9.365458	14.359266
SC26779_8_35	GCSKO-29	PBANKA_820	md2 PBANKA_1447900	2792	7.934871565945177	12370.952	9.423187	10.661986	14.374653
SC26779_8_360	WT	PBANKA_820	wild type	2281	7.732807530422021	11408.463	9.342198	9.346474	14.671543
SC26779_8_361	GCSKO-21	PBANKA_820	fd1   PBANKA_1454800	1677	7.425357887027151	8316.954	9.026172	6.0554566	5.6315775
SC26779_8_363	GCSKO-21	PBANKA_820	fd1   PBANKA_1454800	513	6.2422232654551655	3738.958	8.22683	6.8736525	8.5750065
SC26779_8_364	GCSKO-21	PBANKA_820	fd1   PBANKA_1454800	1243	7.126087273299125	6529.257	8.784202	5.762983	3.9209738
SC26779_8_365	GCSKO-21	PBANKA_820	fd1   PBANKA_1454800	824	6.715383386334681	4689.383	8.453269	11.3861685	-2.9262574
SC26779_8_367	GCSKO-21	PBANKA_820	fd1   PBANKA_1454800	1718	7.449498005382849	8948.791	9.099385	6.2407556	5.6119523
SC26779_8_36	GCSKO-29	PBANKA_820	md2 PBANKA_1447900	2643	7.880048200971577	11983.693	9.391386	10.656807	13.838596
SC26779_8_370	GCSKO-21	PBANKA_820	fd1   PBANKA_1454800	1476	7.29776828253138	8181.135	9.009708	-3.0733447	13.253405
SC26779_8_371	GCSKO-21	PBANKA_820	fd1   PBANKA_1454800	1134	7.034387929915503	6158.5195	8.725754	5.746915	4.415937
SC26779_8_375	WT	PBANKA_820	wild type	810	6.698268054115413	4979.265	8.513238	10.422329	-5.974793
SC26779_8_377	WT	PBANKA_820	wild type	832	6.725033642166843	4862.149	8.489442	1.9065453	-8.430985
SC26779_8_37	GCSKO-29	PBANKA_820	md2 PBANKA_1447900	2319	7.749322464660356	11501.937	9.350358	10.751554	13.471034
SC26779_8_382	WT	PBANKA_820	wild type	962	6.870053411798126	6087.9814	8.714236	6.7880654	8.967879
SC26779_8_383	WT	PBANKA_820	wild type	674	6.51471269087253	4591.3594	8.432149	6.760059	8.920937
SC26779_8_384	WT	PBANKA_820	wild type	769	6.646390514847729	5103.375	8.537853	6.6232095	8.849647
SC26779_8_38	GCSKO-29	PBANKA_820	md2 PBANKA_1447900	2550	7.844240718141811	11883.063	9.382954	9.952172	14.9412365
SC26779_8_39	GCSKO-29	PBANKA_820	md2 PBANKA_1447900	2489	7.820037989458753	11820.639	9.3776865	11.337864	12.058095
SC26779_8_3	GCSKO-29	PBANKA_820	md2 PBANKA_1447900	2946	7.988542982737695	13879.402	9.538233	12.16129	12.518556
SC26779_8_40	GCSKO-29	PBANKA_820	md2 PBANKA_1447900	2665	7.888334500738654	12235.115	9.4121475	10.14764	15.086621
SC26779_8_41	GCSKO-29	PBANKA_820	md2 PBANKA_1447900	1084	6.98933526597456	5540.7817	8.620071	11.287588	-4.038491
SC26779_8_42	GCSKO-29	PBANKA_820	md2 PBANKA_1447900	2497	7.823245690685523	11598.918	9.358753	10.306613	14.258573
SC26779_8_43	GCSKO-29	PBANKA_820	md2 PBANKA_1447900	2558	7.847371836159788	11575.299	9.356715	9.783208	14.652847
SC26779_8_44	GCSKO-29	PBANKA_820	md2 PBANKA_1447900	2353	7.763871287820222	11128.101	9.317319	9.331638	14.2352915
SC26779_8_45	GCSKO-29	PBANKA_820	md2 PBANKA_1447900	2448	7.803435056952168	10918.083	9.298267	9.121856	14.248002
SC26779_8_46	GCSKO-29	PBANKA_820	md2 PBANKA_1447900	2448	7.803435056952168	11202.246	9.323958	9.763732	13.60284
SC26779_8_47	GCSKO-29	PBANKA_820	md2 PBANKA_1447900	2457	7.80710329012598	11247.817	9.328018	9.25452	14.152803
SC26779_8_48	GCSKO-29	PBANKA_820	md2 PBANKA_1447900	3269	8.0925452638913	16392.393	9.704634	13.151725	12.000357
SC26779_8_49	GCSKO-29	PBANKA_820	md2 PBANKA_1447900	2510	7.828436359157585	11924.681	9.38645	10.086594	14.934147
SC26779_8_4	GCSKO-29	PBANKA_820	md2 PBANKA_1447900	2671	7.890582534656536	12354.91	9.42189	10.421407	15.125255
SC26779_8_50	GCSKO-29	PBANKA_820	md2 PBANKA_1447900	2670	7.890208213109961	12376.908	9.423669	10.892956	14.443555
SC26779_8_52	GCSKO-29	PBANKA_820	md2 PBANKA_1447900	945	6.852242569051878	4994.972	8.516387	11.38987	-3.0622163
SC26779_8_53	GCSKO-29	PBANKA_820	md2 PBANKA_1447900	941	6.848005274576363	4841.593	8.485206	10.220598	0.94048923
SC26779_8_54	GCSKO-29	PBANKA_820	md2 PBANKA_1447900	2639	7.878534196140362	12027.174	9.395007	10.94952	13.577018
SC26779_8_55	GCSKO-29	PBANKA_820	md2 PBANKA_1447900	2699	7.90100705199242	12418.241	9.427002	11.078708	14.01496
SC26779_8_56	GCSKO-29	PBANKA_820	md2 PBANKA_1447900	3140	8.052296499538647	14906.575	9.609625	12.914762	11.994756
SC26779_8_57	GCSKO-29	PBANKA_820	md2 PBANKA_1447900	1403	7.247080584585756	6865.325	8.834384	4.9434524	1.9827946
SC26779_8_58	GCSKO-29	PBANKA_820	md2 PBANKA_1447900	1010	6.918695219020472	5184.495	8.55362	9.538789	1.6308261
SC26779_8_59	GCSKO-29	PBANKA_820	md2 PBANKA_1447900	2371	7.771488760117616	10175.09	9.227797	8.270035	12.868142
SC26779_8_5	GCSKO-29	PBANKA_820	md2 PBANKA_1447900	2870	7.962415680121064	13054.385	9.476956	10.709572	14.942518
SC26779_8_60	GCSKO-29	PBANKA_820	md2 PBANKA_1447900	2713	7.906178840394815	12325.8545	9.419536	11.003694	14.060832
SC26779_8_61	GCSKO-29	PBANKA_820	md2 PBANKA_1447900	2529	7.835974581721566	11673.369	9.365151	10.269903	14.358395
SC26779_8_62	GCSKO-29	PBANKA_820	md2 PBANKA_1447900	978	6.88653164253051	5124.5117	8.5419855	10.019843	1.3041916
SC26779_8_63	GCSKO-29	PBANKA_820	md2 PBANKA_1447900	2833	7.949444420250626	12840.524	9.46044	11.003148	14.643122
SC26779_8_64	GCSKO-29	PBANKA_820	md2 PBANKA_1447900	899	6.802394763324311	4798.0635	8.476176	11.335477	-2.9695861
SC26779_8_65	GCSKO-29	PBANKA_820	md2 PBANKA_1447900	2699	7.90100705199242	12119.391	9.402644	9.836492	15.185774
SC26779_8_66	GCSKO-29	PBANKA_820	md2 PBANKA_1447900	2653	7.8838232148921525	11977.157	9.39084	10.722588	13.995354
SC26779_8_67	GCSKO-29	PBANKA_820	md2 PBANKA_1447900	704	6.558197802812269	3658.0464	8.204958	9.939917	-0.42786935
SC26779_8_68	GCSKO-29	PBANKA_820	md2 PBANKA_1447900	2541	7.8407064517494	11534.634	9.353196	10.350893	13.434717
SC26779_8_69	GCSKO-29	PBANKA_820	md2 PBANKA_1447900	2285	7.734558844354756	10875.354	9.294346	1.209534	0.5028388
SC26779_8_6	GCSKO-29	PBANKA_820	md2 PBANKA_1447900	2446	7.802618063442671	10891.225	9.295804	9.296503	13.281406
SC26779_8_70	GCSKO-29	PBANKA_820	md2 PBANKA_1447900	3107	8.041734711487537	15136.559	9.624934	12.865243	12.225889
SC26779_8_71	GCSKO-29	PBANKA_820	md2 PBANKA_1447900	2774	7.928406026180535	13144.314	9.483821	11.639993	12.760426
SC26779_8_72	GCSKO-29	PBANKA_820	md2 PBANKA_1447900	2525	7.8343923029104365	12042.871	9.396311	9.660424	15.014272
SC26779_8_73	GCSKO-29	PBANKA_820	md2 PBANKA_1447900	2092	7.646353722445999	10921.787	9.298607	-1.2843314	2.2843714
SC26779_8_74	GCSKO-29	PBANKA_820	md2 PBANKA_1447900	2969	7.996317231796746	14493.244	9.581507	12.496053	12.404464
SC26779_8_75	GCSKO-29	PBANKA_820	md2 PBANKA_1447900	2577	7.8547691834991324	11573.291	9.356542	10.50276	13.338033
SC26779_8_76	GCSKO-29	PBANKA_820	md2 PBANKA_1447900	1859	7.528331766707247	9357.071	9.143994	1.9917599	0.5825745
SC26779_8_77	GCSKO-29	PBANKA_820	md2 PBANKA_1447900	2732	7.913155185928068	11903.8125	9.384698	10.750537	13.745426
SC26779_8_78	GCSKO-29	PBANKA_820	md2 PBANKA_1447900	3408	8.134174272137903	15309.071	9.636266	12.824625	12.2230425
SC26779_8_79	GCSKO-29	PBANKA_820	md2 PBANKA_1447900	2836	7.950502434808851	12839.283	9.460342	11.663512	12.97578
SC26779_8_7	GCSKO-29	PBANKA_820	md2 PBANKA_1447900	2253	7.720461694599722	10939.01	9.300182	9.507696	14.097226
SC26779_8_80	GCSKO-29	PBANKA_820	md2 PBANKA_1447900	2818	7.9441374911141125	12473.819	9.431467	10.875902	13.764717
SC26779_8_81	GCSKO-29	PBANKA_820	md2 PBANKA_1447900	2630	7.875119281040293	11026.672	9.308163	10.139194	12.920992
SC26779_8_82	GCSKO-29	PBANKA_820	md2 PBANKA_1447900	2699	7.90100705199242	10602.957	9.268983	9.676739	12.212775
SC26779_8_83	GCSKO-29	PBANKA_820	md2 PBANKA_1447900	2996	8.005367067316664	12943.07	9.468393	10.634228	14.715904
SC26779_8_84	GCSKO-29	PBANKA_820	md2 PBANKA_1447900	2753	7.9208096792886	12221.122	9.411003	11.102593	13.540108
